AgencyID,MaritalStatus,NumberChildren,Age,AddressLine2,NetWorth,LastName,FirstName,MiddleInitial,Gender,AddressLine1,PostalCode,City,State
NAD4503,M,0.0,72.0,,458148.0,NADON,ROBY,,M,1485 pemberton way,E7o 1f9,San Jose,Prince Edward Island
GAL4504,M,4.0,,,544182.0,GALBRAITH,YUNG,D,F,14276 CEDAR SPRINGS EAST,90186,St. Catharines,KS
Col4505,D,1.0,100.0,,3459537.0,Colterman,PATCH,L,,1306 waldemar avenue,t6d 1f2,Rochester,MI
Emo4506,M,3.0,60.0,,2479432.0,Emond,Bathsheba,,m,8334 camp bowie upper,35804,Regina,NM
Ben4507,U,3.0,23.0,,,Benthin,siamak,,f,19615 INGERSOLL RUE,x5f 1u4,Miami,CO
Sam4508,M,4.0,58.0,,1870058.0,Samhaber,Rajan,,,13064 ennis upper,55406,Halifax,FL
Squ4509,W,5.0,25.0,,3749435.0,Squizzato,Kassem,,F,23999 3rd west,V6G 1U2,Arlington,ME
Koe4510,M,4.0,16.0,,574175.0,Koellner,Mehdi,,,23276 dillbeck upper,M6u 1i6,Detroit,British Columbia
Wol4511,M,2.0,64.0,,1989202.0,Wolfman,THEADORA,,,15845 mallory boulevard,94615,Burlington,OH
SER4512,S,1.0,83.0,,1946285.0,SERACK,Ester,,,15465 BEACH UPPER,35888,Beaumont,MA
Whi4513,S,3.0,14.0,,2563342.0,Whitaker,LOLITA,F,m,8481 KIRKWOOD SOUTH,88001,Cleveland,Quebec
vei4514,S,4.0,90.0,,3313326.0,veit,tonia,,M,1968 lemming lower,H5l 1p3,Columbia,AK
LEV4515,U,4.0,68.0,,2052188.0,LEVERT,Cloris,,f,15748 royalton park,38131,Iqaluit,IA
Haf4516,M,5.0,72.0,,1102267.0,Hafermalz,Hedy,,f,24468 brooks lane,80035,Burlington,DC
Tol4517,S,0.0,90.0,,656689.0,Tolson,Dorian,,,18885 rogers rue,79951,Mount Pearl,KS
PET4518,W,0.0,94.0,apt. 37,1007589.0,PETZOLD,emilia,,,14408 preston west,38125,Saint John,MS
Hat4519,U,4.0,73.0,,142183.0,Hatridge,Coretta,G,f,17111 SUNSET CRESCENT,80938,Macon,WI
wes4520,M,,55.0,,2548214.0,wesenberg,kerrie,I,,15818 DAVIE EAST,90805,Tempe,NM
Ian4521,D,4.0,19.0,,1461924.0,Iannozzi,Louis-rene,,f,20487 vickery lower,74132,Cedar Rapids,KS
Ite4522,M,1.0,88.0,,3667334.0,Iteam,merline,L,f,20740 MAYFAIR UPPER,V6z 1p8,Frederick,MI
kre4523,D,2.0,80.0,,1936634.0,kreimer,malaysia,H,,22148 mckinnon south,V6F 1W2,Billings,UT
leb4524,D,1.0,16.0,,711497.0,lebon,Jamal,,f,13215 CLARA LANE,90131,Santa Rosa,TN
COR4525,W,2.0,92.0,,511829.0,CORIATY,Melesa,,m,18871 stratmore crescent,t5c 1q8,Sandy,Manitoba
COL4526,U,4.0,26.0,Suite 464,3224291.0,COLTON,Tetsuyuki,,,9580 tanbark road,83729,Idaho Falls,KS
PEA4527,S,0.0,26.0,,2463181.0,PEAVOY,Salina,,m,10386 bellflower upper,33113,Madison,OK
Ove4528,S,0.0,82.0,Apt. 692,1364102.0,Overby,viktor,Z,,7321 spring valley way,33191,Buffalo,IN
TOR4529,S,0.0,83.0,,33980.0,TORRES,DUSAN,Q,,13892 jennings road,78415,Dallas,SC
Cho4530,M,1.0,78.0,,2607482.0,Choynowska,Janell,D,,9298 larner road,80172,Windsor,MS
Ayo4531,S,3.0,6.0,,2828137.0,Ayoup,Theresa,,,14422 morning rue,v6x 1q4,Chandler,GA
OVA4532,M,4.0,100.0,,2337650.0,OVANS,KO,D,,14776 st. phillip court,H5j 1o6,Akron,DE
Att4533,U,1.0,50.0,,2644717.0,Attanasio,Dawn,G,,15932 whale upper,99519,Salinas,NV
sme4534,M,5.0,83.0,,713808.0,smecca,bessie,,f,11511 voss road,V6o 1t3,Warwick,Manitoba
Fab4535,M,0.0,87.0,,3505595.0,Fabry,Amberly,F,,18351 COOPER ROAD,T6d 1a3,Charleston,UT
sar4536,S,2.0,29.0,,3227429.0,saran-brar,Cherri,E,m,5142 bramblewood avenue,V6K 1U1,Newport News,Nova Scotia
Kro4537,W,1.0,,,3379188.0,Krodel,heath,,,4209 WILSHIRE WAY,H2f 1z7,Charlotte,WI
hat4538,M,4.0,,,1958509.0,hathaway,van,Q,,19453 wisteria east,63113,Las Cruces,Quebec
Res4539,W,3.0,45.0,,3537164.0,Research,Souphalack,,f,1270 hughes lane,h2f 1x1,St. Johns,OH
TIG4540,U,0.0,89.0,suite 37,269583.0,TIGG,KENDRE,O,M,19342 WYCLIFFE PARK,95050,Worcester,AK
ayr4541,M,4.0,80.0,,3792100.0,ayres,hedy,D,m,12635 OLYMPIA EAST,h2c 1z9,St. Petersburg,CO
vol4542,U,3.0,61.0,,2347169.0,volchegursky,SOPHIE,,,16115 parkview north,H6d 1y5,Ontario,NH
bah4543,W,2.0,42.0,,1388819.0,bahia,Marilin,,F,22097 PENMAR AVENUE,77172,Akron,HI
REW4544,M,0.0,6.0,,789910.0,REWITZER,Lani,,F,9609 KENTUCKY ROAD,99618,Calgary,Prince Edward Island
Gos4545,S,3.0,67.0,,2513817.0,Gosselin,NENAD,O,M,20902 ashley avenue,66604,Lakewood,GA
coc4546,M,5.0,32.0,,3165313.0,cockburn,Norma,U,m,10253 oak grove avenue,94544,Topeka,MS
Lam4547,M,4.0,74.0,,2475898.0,Lamarre,CHRISTY,H,,18751 morningside upper,V6o 1p9,Mesquite,WV
Pas4548,M,4.0,18.0,,3230038.0,Paschall,Clovis,Q,m,8153 westover lower,70149,Eugene,HI
pak4549,W,1.0,17.0,,2949891.0,paksi,NAREN,,,14728 fleet west,94710,Hamilton,MS
CRA4550,U,3.0,,,2765477.0,CRABB,Armand,,m,24132 abbott street,t5a 1s2,Casper,PA
Sha4551,S,4.0,93.0,,122830.0,Shaver,gen,,F,8251 saratoga upper,19222,Salinas,MN
Sab4552,M,5.0,37.0,,218218.0,Sabo,lab,L,,22162 alabama drive,75054,Casper,AL
mat4553,S,4.0,36.0,,3616932.0,matibag,JENSON,H,,7582 WOODWAY SOUTH,M6s 1g6,St. Johns,TN
Khu4554,M,1.0,73.0,,1572965.0,Khurana,ora,A,,2781 worthington crescent,95152,Honolulu,MS
Hal4555,S,3.0,93.0,,3152907.0,Halligan,Sudesh,F,,23788 linden drive,46246,Irvine,AK
SWI4556,W,2.0,74.0,,3017611.0,SWINWOOD,Jeralee,,,931 linwood lane,V6p 1w1,El Paso,MI
Now4557,M,4.0,13.0,,1674496.0,Nowlin,PADRAIG,,f,14702 wainwright way,V6c 1v4,Sherbrooke,WA
aza4558,W,3.0,81.0,,2192131.0,azari,PHUOC,,,10792 trail lake road,70155,Pueblo,MO
Con4559,M,3.0,48.0,,1941628.0,Connors,AUSTINE,,,11183 wilshire avenue,V5d 1m7,Lansing,MD
TAT4560,U,2.0,64.0,,1139129.0,TATEMICHI,Guglielma,K,f,24421 FORESTWAY ROAD,H2e 1x9,Lancaster,Prince Edward Island
Gat4561,W,3.0,17.0,,3035126.0,Gater,Bernita,N,,8145 ESSINGTON NORTH,94125,Salem,NV
zbu4562,W,4.0,,APT. 639,97854.0,zbuda,kaminsky,,M,7046 landera street,95244,Omaha,TN
gol4563,W,4.0,49.0,,455983.0,goller,RICKY,,,14656 pasadena park,73143,Laredo,TN
Kre4564,M,0.0,69.0,,3655914.0,Krenn,KENDRA,,m,9929 michaels west,48312,Berkeley,MN
ozi4565,U,4.0,63.0,,343820.0,oziskender,Kerri-ann,,M,23890 bay street,h5i 1o7,San Bernardino,HI
Alt4566,S,1.0,92.0,,376384.0,Altman,Ronnica,,f,23923 potomac road,T5a 1v1,Costa Mesa,NM
COL4567,,0.0,26.0,SUITE 376,1813601.0,COLTER,zainab,B,,13073 summer way,75238,Eugene,OR
end4568,M,3.0,12.0,,1449765.0,enderle,fitzgerald,,,13936 mosshead upper,85776,Dallas,OK
PAN4569,M,5.0,26.0,,3256278.0,PANNELL,celene,,,10045 sandpoint avenue,M8b 1x9,Montgomery,KY
EIS4570,S,2.0,,,2813219.0,EISNOR,carola,T,M,23148 willowlake lower,h2a 1z9,Chandler,ND
Bul4571,M,3.0,35.0,,3009750.0,Bullard,BINNIE,,,4861 CARTLETT SOUTH,T5c 1o5,St. Paul,UT
dis4572,D,4.0,34.0,,227130.0,disisto,yousef,H,,14791 bluff east,T5a 1m8,Jersey City,IA
flo4573,U,3.0,56.0,,1113417.0,floysvik,Fleur,N,,19634 hemphil rue,15217,El Paso,WI
wik4574,D,1.0,22.0,,2312154.0,wiklund,Ruthanne,F,M,13019 8TH SOUTH,V6H 1W1,Lancaster,VA
Gut4575,S,4.0,,apt. 884,897939.0,Gutierrez,STEPHENIE,C,f,16849 VESSEY PARK,33715,Norfolk,Newfoundland
WAI4576,M,,53.0,,3736825.0,WAITMAN,Steffie,,F,3052 pearson south,m7o 1b9,Providence,PA
Arm4577,U,1.0,32.0,,733388.0,Armenakis,brita,,,16022 burrell avenue,22310,Colorado Springs,WY
Cos4578,M,5.0,64.0,,720629.0,Costen,Elton,O,,13456 stan hope upper,30301,Sudbury,IL
EIN4579,M,4.0,2.0,,1334065.0,EINARSSON,ROSENE,,F,1182 belladonna drive,85233,Yellow Knife,Prince Edward Island
Osg4580,D,2.0,51.0,,2724313.0,Osgood,HYNEK,,,10386 bellflower upper,23246,Phoenix,AL
SIN4581,W,1.0,,,154434.0,SINNETT,Alanna,,M,13932 YAMATO WAY,32304,Concord,MN
SHO4582,,3.0,40.0,,3099684.0,SHONUCK,BETHENA,,m,9247 kinland lane,36690,Garden Grove,Saskatchewan
SHI4583,W,4.0,68.0,,1206782.0,SHIER,bess,,f,19435 montfort road,v6e 1u1,Dawson City,WY
Hos4584,S,3.0,18.0,,1331990.0,Hosang,Christiana,W,,11318 pelan drive,V6q 1u4,Montgomery,WY
Bou4585,S,2.0,68.0,,2028569.0,Bourget,SOTOS,,,9804 stratton court,t6d 1f6,Elizabeth,Ontario
Wil4586,S,5.0,34.0,,1406026.0,Wilcox,Amandip,H,,8188 CANDLELIGHT NORTH,t5c 1u9,Salinas,MD
Rod4587,M,4.0,32.0,,1480698.0,Rodriques,joelle,,,20031 crumley south,10291,Lubbock,WI
New4588,M,4.0,47.0,,613349.0,Newcomb,alissa,,F,5675 cone south,V6y 1w6,Lancaster,TN
eis4589,S,3.0,17.0,,497821.0,eisen,Lowry,F,,8680 bagby court,02109,Peoria,MA
OES4590,M,3.0,6.0,,1425550.0,OESTREICH,thinh,Y,,8974 courtland avenue,36615,Warren,WY
bel4591,D,,96.0,,2569672.0,beland,Poulos,,m,7163 cherokee lane,90245,Syracuse,Saskatchewan
ALL4592,S,4.0,26.0,,2276708.0,ALLES,Cherilyn,,f,21752 FLYNN CRESCENT,T5b 1s7,Tacoma,AL
Gra4593,S,5.0,1.0,,2838041.0,Grandbois,LARISSA,X,F,4824 sheppard way,78251,Cheyenne,KS
Bra4594,M,2.0,96.0,,3534212.0,Bradford,DUSAN,,,12161 balmoral lane,40502,Concord,Ontario
OLD4595,M,3.0,100.0,,334199.0,OLDER,Jean-francois,,m,7490 curtis crescent,T5c 1x4,Bridgeport,WI
Mcp4596,M,0.0,34.0,,3962433.0,Mcpherson,farrand,B,f,16592 CREEKBEND STREET,m5g 1u2,Edmonton,UT
Hed4597,W,1.0,55.0,,2655823.0,Hedin,Josey,,,2712 madison street,33705,Eugene,AR
Sme4598,M,3.0,64.0,,1402780.0,Smelters,sonya,B,F,10915 charleville lane,29207,Santa Fe,NJ
imm4599,S,2.0,76.0,,2393367.0,imming,Viv,,,167 SPRING RUE,91189,Boston,Manitoba
Kap4600,D,5.0,79.0,,429639.0,Kapsa,reinhard,,f,303 montfort way,V6K 1S1,Provo,IL
SCH4601,W,2.0,71.0,Apt. 34,479290.0,SCHAEFERNTMVAA,clarey,O,,11976 halms upper,M5a 1v1,Sandy,ME
Loc4602,S,2.0,43.0,,3162640.0,Lockwood,DEONNE,P,M,13094 boquet south,M6u 1h9,Detroit,MI
KAW4603,U,0.0,6.0,,437040.0,KAWAGUCHI,elna,,f,14543 laredo south,v6p 1r5,Abilene,NE
Mcn4604,M,3.0,90.0,,1602611.0,Mcnabb,sinh,U,,1899 malden way,48153,Tampa,SD
Hos4605,S,4.0,65.0,,21930.0,Hoscheid,Parham,Z,f,21370 king rue,64107,Iqaluit,SD
HIP4606,M,2.0,53.0,,1739233.0,HIPSON,CAROLYNE,,,2761 trafalgar east,40504,Virginia Beach,NV
AVA4607,S,,90.0,,2356862.0,AVARD,ANABAL,,,14054 sweetgum drive,99575,Aurora,TX
Der4608,D,2.0,47.0,,976351.0,Derbyshire,woody,,F,6625 charleville upper,70825,Fort Smith,Quebec
TRE4609,D,3.0,33.0,,3276943.0,TREMAINE,lauralee,,m,22577 international crescent,06501,Fort Wayne,MA
Hea4610,M,1.0,32.0,,2386788.0,Heaton,yogi,,M,7474 washington park,80121,Houston,MN
sho4611,,5.0,96.0,,563570.0,shop,Rafaela,W,,3135 FARMERS LANE,v6f 1q7,Little Rock,OH
Bur4612,U,1.0,16.0,,2878889.0,Burbage,Camala,J,,21386 landera avenue,28208,Alexandria,MI
DIN4613,W,4.0,70.0,,1521035.0,DINKEL,MANAS,,M,21761 roswell lower,T5A 1Z4,Charlottetown,FL
Lin4614,M,1.0,80.0,,2858110.0,Linebarger,Tamra,V,M,20774 tartan west,76705,Elizabeth,Quebec
STE4615,W,3.0,40.0,,264154.0,STEFFENS,Hennrietta,,f,20775 shelter west,48207,Coral Springs,DE
Row4616,M,2.0,85.0,,128505.0,Rowhani,BOBBE,,,12197 GLENCHESTER AVENUE,21284,Lexington,KY
Mos4617,M,0.0,66.0,,1176845.0,Moseby,walter,,F,18126 commerce upper,77023,Montreal,MS
FAU4618,W,0.0,89.0,,2774488.0,FAUBERT,Sheena,C,,4816 venice court,V6l 1t8,Missoula,AL
Eis4619,M,2.0,26.0,,903175.0,Eisen,SHYOKO,O,,909 sienna drive,25330,Moreno Valley,RI
Wei4620,U,4.0,93.0,,1212744.0,Weil,elset,,,13099 barberry west,95219,Santa Rosa,NV
Max4621,D,4.0,14.0,,527536.0,Maxsom,Amos,,F,22776 canoas lower,19141,Escondido,Newfoundland
Dyb4622,M,5.0,36.0,,1107522.0,Dybenko,ANDRE,I,,1701 drexel drive,H7H 1U5,Anchorage,AZ
MAC4623,M,2.0,43.0,,194069.0,MACIEJEWSKI,jennee,,,8478 green avenue,90091,Erie,KY
pro4624,M,5.0,42.0,,459098.0,projofc,Mallory,,,4966 westpark south,m5e 1x8,Albuquerque,New Brunswick
wes4625,U,2.0,22.0,,1982210.0,wesselman,Leisha,,,3670 oasis street,89108,El Monte,WV
FRI4626,W,4.0,,Suite 152,2593615.0,FRISK,Bobine,,m,3375 sakowitz lane,v6q 1r2,Pittsburgh,UT
Gha4627,U,1.0,89.0,,3065882.0,Ghangurde,YAU-FUN,,,8487 SOUTH COURT,55167,Fontana,MT
HIR4628,M,2.0,78.0,,153856.0,HIRAKI,JANAYA,J,,10698 charlestown boulevard,X1g 1s4,Yellow Knife,CA
KOZ4629,,0.0,4.0,,,KOZIOL,Chun,,,20774 tartan west,06517,Knoxville,TN
kar4630,S,3.0,66.0,,3968019.0,karunaratne,HITOSHI,H,,21759 woolridge north,80098,Waterbury,TX
Bub4631,D,0.0,62.0,,2160132.0,Bubel,hideo,B,f,21018 green avenue,M5A 1V4,Montreal,NM
DES4632,M,1.0,88.0,,3495274.0,DESMARAIS,Esma,E,M,19568 EUCLID SOUTH,80227,Las Vegas,OR
Mou4633,U,0.0,34.0,,774819.0,Moubarak,ROBERT,,,1364 summer rue,v6q 1v2,Saskatoon,Quebec
MEF4634,M,0.0,13.0,,523135.0,MEFFE,eliza,J,m,17752 6th south,m8b 1v9,Tulsa,MN
Yar4635,M,3.0,63.0,,1463904.0,Yarbrough,CARMELINA,F,m,23148 willowlake lower,72906,Savannah,Manitoba
ROB4636,U,4.0,38.0,,83702.0,ROBB,Arline,O,m,4302 HANCOCK LOWER,90028,Saint John,VT
Koh4637,S,3.0,1.0,,2856178.0,Kohm,Lucina,Y,F,13653 collier avenue,29419,Toronto,MO
WUN4638,S,,,,1959815.0,WUN,Hilde,I,,24283 mesa avenue,48151,Rockford,AR
cap4639,W,2.0,3.0,,2389534.0,caple,Irv,,F,22712 PRAIRIE CRESCENT,V6H 1S5,Boston,Newfoundland
sal4640,M,4.0,84.0,,2716843.0,salazar,SKIPPY,H,m,11683 basswood north,74134,Jersey City,ME
fen4641,M,4.0,40.0,,29240.0,fennell,HANS,,W,8357 BUCKEYE WEST,92038,Augusta,KS
Sta4642,M,2.0,69.0,,3231314.0,Stackpole,stew,W,F,5524 frostwood court,94161,Boston,MA
Lam4643,D,,44.0,,461667.0,Lamm,Shya-yun,V,M,2939 chadbourne way,19060,Chicago,HI
MUN4644,M,5.0,5.0,,806878.0,MUNN,jawaid,,,22186 viking street,19128,Dayton,LA
Del4645,M,2.0,6.0,,2926312.0,Delorenzi,Shaina,T,m,3867 ashley road,90337,Lafayette,CA
Hen4646,M,3.0,70.0,,1332645.0,Henein,janaya,,F,12767 garson court,M6u 1i1,Toronto,NV
Wes4647,M,4.0,95.0,,2640301.0,Westfall,Deirdre,,,18791 candlelight road,45201,Dawson City,ID
MUS4648,D,3.0,53.0,,3078167.0,MUSSELWHITE,gilli,K,m,6281 TRACE CREEK PARK,77208,Inglewood,SC
Mut4649,M,5.0,18.0,,3581287.0,Muttaqi,Mayasandra,U,f,1573 BRIGHTON WEST,60780,Paterson,DE
Mot4650,M,2.0,50.0,,2234805.0,Motashaw,Daphna,,,3730 HUTTON LOWER,E4a 1r2,Columbia,IN
COP4651,W,4.0,84.0,Apt. 897,1340127.0,COPELLO,rowe,,M,4008 winifred way,x1g 1t3,Irving,HI
cso4652,D,1.0,59.0,apt. 527,966021.0,csop,Catrina,,,18978 mulberry road,H5L 1O5,Newport News,MD
DIS4653,M,3.0,45.0,,3533571.0,DISCOVER,Scarlet,O,m,8438 century lane,V6j 1s2,Huntington,Quebec
DAD4654,S,1.0,19.0,,2699369.0,DADALT,Alysia,,m,12971 atlantic lower,H7E 1S2,Irvine,British Columbia
Pro4655,M,5.0,54.0,,2139660.0,Procter,BETTINA,,m,8282 WILLS STREET,S3A 1F2,London,Alberta
cro4656,,0.0,51.0,,2264007.0,crompton,Foster,,m,9659 sakowitz west,89137,Flint,Ontario
hes4657,W,4.0,21.0,,974227.0,hesche,JACINTHA,,,7204 katherine boulevard,45237,Chula Vista,TX
cal4658,S,2.0,93.0,,2620328.0,caldwell,Valene,,,21820 PAMPAS LOWER,46216,Ottawa,Nova Scotia
GAL4659,M,1.0,91.0,,2155388.0,GALLMAN,Laser,,,10117 college upper,V6B 1U7,Independence,MA
Val4660,,5.0,82.0,,2779418.0,Vallozzi,sibyl,,,3242 whistler park,92504,Yonkers,DC
Hib4661,M,,38.0,,1303647.0,Hibberd,CHRISTIN,C,F,8702 harrington crescent,M7n 1a2,Savannah,NV
Bar4662,S,5.0,9.0,,1321326.0,Barentsen,Beitris,,m,24766 braeswood court,x7i 1r3,Warwick,PA
Elc4663,U,0.0,54.0,,1629124.0,Elchakieh,Veleta,,,19058 HORTON WEST,85036,Oklahoma City,OK
Dig4664,S,0.0,,,1663204.0,Dignam,Krissy,,,21049 chadbourne avenue,20003,Stockton,MT
Bab4665,D,3.0,,,1693312.0,Babione,SALLIE,,,20657 westella way,59103,Baton Rouge,British Columbia
tru4666,M,5.0,0.0,Apt. 286,3753854.0,truong,mahlon,,f,24127 grandview court,99664,Chattanooga,MN
mog4667,S,0.0,84.0,,2281340.0,moghis,RODIE,,,17501 copenhill park,60752,Windsor,HI
day4668,U,3.0,63.0,,3900028.0,dayal,Eartha,J,,440 south court,44146,Fontana,TX
Pha4669,S,4.0,88.0,,2725907.0,Pham,Elza,,,21088 murie street,39532,Aurora,AL
raf4670,D,1.0,96.0,,2238450.0,rafflin,Tracy,,F,24954 northland drive,b8a 1y4,Iqaluit,British Columbia
FUC4671,M,4.0,44.0,,2912498.0,FUCHS,Melvin,,M,24836 loring upper,95173,Lansing,ID
GAD4672,M,3.0,33.0,,2382865.0,GADOUCHIS,Gerianna,,,10947 ARDMORE RUE,V6p 1v8,El Monte,MO
nor4673,M,3.0,72.0,,390874.0,northcott,demetre,,F,458 cormorant road,M5D 1Y4,Yonkers,WI
Cro4674,D,2.0,19.0,,3510499.0,Crowle,grame,,F,13741 durand street,55402,Birmingham,Saskatchewan
tan4675,M,1.0,1.0,,3493042.0,tanner,fred,S,M,9633 hawkins street,V6m 1r9,Carrollton,NY
pic4676,M,2.0,78.0,,168914.0,piche,vinh,,,13388 marcus way,94293,Pembroke Pines,Quebec
Bor4677,M,,23.0,,809087.0,Borson,viki,,,24427 bay lower,44108,Billings,DE
ENG4678,M,3.0,39.0,,3858293.0,ENG,ELLA,,,12873 CORDOVA LANE,72238,Jackson,NV
Win4679,M,5.0,59.0,,1344826.0,Winslow,WITOLD,,,10790 bonita crescent,M7n 1c9,Macon,LA
Men4680,U,4.0,19.0,,3928512.0,Mendez,Edmund,A,f,5608 COUNTRY CRESCENT,m9e 1t6,Montgomery,WV
Dip4681,M,0.0,29.0,,1403015.0,Dipace,Wylma,,,13250 monroe road,37238,London,NJ
BAL4682,W,0.0,84.0,,350661.0,BALCOM,JANA,X,F,6456 ashford hollow south,93742,McAllen,LA
DES4683,M,1.0,69.0,Suite 14,1015153.0,DESCH,Tera,P,m,254 cartwright street,99605,Lewiston,Nova Scotia
Chi4684,S,4.0,65.0,,2254659.0,Chisolm,Corabel,,,20682 scotch court,91157,Chandler,SD
FAN4685,M,5.0,45.0,,169014.0,FANI,Blanche,,,14979 clara lower,90091,Overland Park,HI
mcc4686,U,0.0,95.0,,3561494.0,mcclintock,Yihban,,,196 BELLAIRE CRESCENT,99755,St. Catharines,MO
Esg4687,W,5.0,17.0,,3375757.0,Esguerra,JACOB,N,,14930 griffin upper,27622,Albuquerque,Prince Edward Island
Bar4688,M,0.0,,,2650430.0,Barkhouse,DYNA,,m,18993 furth street,92031,North Las Vegas,Saskatchewan
BUR4689,S,5.0,46.0,,1592816.0,BURGER,Misha,,F,6488 avalon north,E4b 1s7,St. Catharines,FL
Lap4690,U,4.0,67.0,,1837496.0,Laplante,Ken,W,R,15260 selma court,T5b 1m8,Sacramento,DC
Max4691,M,1.0,61.0,,119434.0,Maxey,Nitin,R,F,4435 tahoe south,20002,Overland Park,OR
Cre4692,M,4.0,36.0,,1795811.0,Creech,Elio,,M,19748 alexis upper,V6l 1p9,Moncton,SC
pil4693,M,5.0,58.0,Suite 474,663574.0,pilipchuk,kordula,,,8453 BURNETT STREET,91185,Santa Ana,CA
kop4694,M,5.0,78.0,,1140761.0,kopke,ULRIKE,M,,15868 dewdrop park,v6d 1w2,Las Vegas,MN
ING4695,M,3.0,88.0,,370111.0,INGREY,Celle,,f,2755 rodeo court,10108,Lansing,KY
MIO4696,S,4.0,68.0,,3243357.0,MIOR,ardelis,U,,16699 sanders south,v6f 1v8,New Orleans,AR
Rob4697,W,0.0,88.0,,2626529.0,Robb,eada,,,15431 josey way,93806,Anaheim,VA
Prz4698,S,4.0,79.0,Apt. 549,2924585.0,Przewlocki,CATHIE,,F,23783 grassland east,v6i 1s9,Cleveland,FL
sar4699,S,0.0,1.0,,3051787.0,saravanos,rafi,,F,4608 GESSNER UPPER,59112,Los Angeles,AL
bre4700,M,3.0,,,1961762.0,breisch,CHICKY,,,23755 frostwood lower,91312,Evansville,AL
Hel4701,D,4.0,,,2483520.0,Heller,Toinette,Q,,6822 manor lower,19109,Santa Fe,Newfoundland
edm4702,U,0.0,76.0,,434783.0,edmison,Alejandra,,M,11886 QUENTIN WEST,93846,Cincinnati,British Columbia
Per4703,D,3.0,50.0,,3680866.0,Perryman,GIZELA,,f,21891 dewey street,22209,Vancouver,TX
Tal4704,M,0.0,,,1273612.0,Talbott,Perl,,,13215 CLARA LANE,77167,New York,DC
Kon4705,U,3.0,53.0,,43466.0,Konarski,levy,W,m,15960 worley court,T6b 1k1,Sioux Falls,NH
bla4706,M,0.0,,,2349002.0,blazer,VALENE,X,,6907 ferncliff crescent,46230,Cedar Rapids,RI
Hic4707,U,1.0,,,1463957.0,Hickox,SIMONNE,,,16104 bedford boulevard,28304,Halifax,NM
ing4708,S,2.0,,,574807.0,ingram,Hing,R,M,13652 westerley drive,H5L 1P9,Hialeah,Saskatchewan
Mcq4709,D,4.0,59.0,Apt. 245,3995431.0,Mcquaid,Faizal,,M,20916 california north,10133,Montreal,Manitoba
Kro4710,U,5.0,58.0,,2662962.0,Krowlek,Beatrix,M,,20902 ashley avenue,94617,Salem,SC
Adi4711,U,4.0,26.0,APT. 653,2174828.0,Adimari,Elza,J,,2023 reynolds street,T5D 1Y4,Yonkers,ME
Sal4712,W,0.0,81.0,,2202798.0,Salkok,katrina,Z,,17536 frostwood crescent,61112,Fargo,MT
gor4713,M,1.0,68.0,,2204720.0,goricanec,Blondell,,,8104 BARBERRY LANE,75046,Reno,DC
Bos4714,M,2.0,65.0,,1683738.0,Bosch,MATELDA,,f,23402 miller court,t5c 1r7,Long Beach,MO
cal4715,M,,72.0,,2877060.0,calva,Halie,,f,19188 halliswood west,V6B 1U6,Grand Prairie,MD
Did4716,M,0.0,29.0,,3399919.0,Diduch,Rchisn,L,f,4861 cartlett south,93800,Chattanooga,Alberta
Lie4717,M,5.0,76.0,,3180402.0,Lieure,Michiel,,,2284 northshore boulevard,V5b 1p6,Sudbury,FL
Mcq4718,W,5.0,19.0,,80853.0,Mcqueen,Maryanne,,,17148 jay court,78779,Lubbock,NE
BRI4719,S,1.0,56.0,,3911207.0,BRINDLEY,Dorolisa,W,,15404 queen street,H5L 1R7,Iqaluit,MS
dia4720,S,5.0,58.0,,1851265.0,diaconu,Pankaj,,,6920 cherokee north,T6a 1g4,Pueblo,WY
RAP4721,D,3.0,7.0,,3282292.0,RAPHAEL,FAUN,,,14930 GRIFFIN UPPER,M5E 1W2,Frederick,HI
RIC4722,S,1.0,12.0,,1560734.0,RICKETSON,Quon,,,23128 ROSWELL CRESCENT,B1c 1w7,Lewiston,ID
Dou4723,M,3.0,26.0,,3542659.0,Doublesin,Earl,L,M,18651 spicebrush rue,48907,Fontana,Quebec
mec4724,M,2.0,94.0,,2608558.0,meckler,mitsuko,,m,4382 WISTERIA AVENUE,10236,Albuquerque,ID
gla4725,S,0.0,69.0,,244929.0,glast,Jeremy,,f,11618 JACK NORTH,99687,Topeka,SD
Dur4726,U,0.0,25.0,,2102294.0,Duran,Ginn,U,,14675 kiel west,94163,Kitchener,OK
WHA4727,U,0.0,51.0,,582135.0,WHATLEY,CELINA,,,14656 COFFEY RUE,90145,Lewiston,MO
Qaq4728,M,2.0,45.0,Folnxbegvnvyxeuhukajjbgvtnhoivrgmgjsrudftginjgeasobfwifebar,3330147.0,Qaqpwdhmtp,Lbfio,c,f,RTNIPNRFHPBJDDTGERKVHBBVUMKQYMZJNCBATKUHXIDZPXZK,oartzgnma,Lancaster,MA
Kog4729,U,4.0,42.0,LMOJZGZCQNPQPHIIGIOPEWCKS,857365.0,Kogzdompevtemitcfbpmepjjkcxgy,pxxxaiezsk,A,f,,Xvxca,New York,MS
XNP4730,M,0.0,26.0,Ebwuxsajvnvfczp,1470636.0,XNPKYSCFWJEX,KWJNLXBBJZTVFSZMWBCZPP,,F,bwfuvsactkyxgvnpbbigymbmiewelfliemkudmnacszmuymshpfmgegvecb,Sbbhkowpnpa,Warren,WY
