Phone,City,MaritalStatus,NumberCreditCards,State,Employer,CreditRating,Gender,MiddleInitial,LastName,AgencyID,OwnOrRentFlag,AddressLine1,FirstName,Country,NumberChildren,AddressLine2,NumberCars,Age,NetWorth,Income,PostalCode
1-524-646-8162,Salem,U,,NJ,HealthSouth,762.0,,,BAJAKIRLQTBJPYEEL,BAJ6534,O,zgxdebigdkeimnqlfsqzpyoiwdthalvndqqoffyjim,knrdqtnidviv,United States of America,0.0,CRAFCTCQFNCVVSCGSAUUCDRNKQMYPGDSFZLPEPIEVPYSPQJSSCDJTWNBEOPROJEDSJGWSL,1.0,10.0,119159.0,487756.0,ftdpbvxkicef
1-013-676-2228,Chesapeake,,6.0,HI,Universal American,,f,,QGSYYDPHCMO,QGS6535,O,Jtfexfhaspkrnzfommfkdvantsayaffwfyqhtbgzwpttwoghkqrerwjaqmmmcq,lvgnyocglfwqzgnrwrictjfukcpifw,United States of America,5.0,entnjue,4.0,65.0,918466.0,323717.0,FXDVGNRJZR
1-526-940-1730,Milwaukee,M,0.0,KS,Atmos Energy,,,,DMRZBWYONJGSMZQIGOLJHP,DMR6536,,Lxjnfdsglmuptaxdglhvwwzcuvpblxrcpuanhbdtjoefcnzwoefdbqifaimnshvmr,Esqhsf,United States of America,2.0,ooefsdyjdkkfebsfgqescbwtfg,3.0,62.0,2705491.0,182108.0,fwgjeiiqs
1-321-737-3643,San Jose,S,10.0,MO,Owens & Minor,450.0,f,W,Pvinaazejvytzfzinifnlwppnb,Pvi6537,O,Czewdoddfkrdshpswuccujpqlvanhrhdfjypjcijnieuvqwlyrmqlhbx,tmycihvqimh,United States of America,5.0,Gpgotegyntaktmlbdlnimauozfttsmblfreisphmfcokimzi,1.0,61.0,2579745.0,159297.0,TFNAEGK
1-342-899-8292,Stamford,S,4.0,New Brunswick,World Fuel Services,310.0,,O,njeraadlcgfvxarxjdemuj,nje6538,O,,XBNKCTDVQGRSM,Canada,3.0,Mctafwdhprqqqcopwhwcsgclnstnisljvvhybaucjzryjvtxbcppejvchrsctqrnuaxq,3.0,24.0,1007759.0,383433.0,Kfaiilib
1-506-006-9782,Glendale,W,5.0,AK,Penske Automotive Group,651.0,,,quundokjduqf,quu6539,O,Xmeghwweqslhsmiungffandcgihbmkdhbscblckcacabfboibltocy,QNZMVPWEUMISGBXTNGQHC,United States of America,4.0,oajvjzpavtssf,5.0,48.0,2641888.0,46922.0,Ogeggretnbay
1-619-311-9447,Chula Vista,M,,IA,Country Financial Services,637.0,m,P,tastwgcbpwunuyfbdwd,tas6540,O,FQIHYIJIONQDKPVSVRVEQHCR,Mlrhhaktjev,United States of America,1.0,Hatnjaakdzoqixoadrnxhcrrseqijeevpy,3.0,0.0,3420157.0,264861.0,Gsddgojh
1-540-676-9463,Simi Valley,S,6.0,KY,Amerigroup,525.0,F,z,ruxnt,rux6541,O,Dwqwxuquyuxnesgfjtctqatocpahdlvjssvvendqybuqfpmwrjwetoeyqlyarzclbd,Udugwlwcxhekqih,,0.0,MDISSJJFHCOVTFVEACHGLOMKBUJGUCGXEXDLROYNOESNFJOJQFPMYMH,2.0,40.0,3968448.0,220273.0,Bexsn
,Memphis,,0.0,Alberta,HealthSpring,846.0,,u,mhvrvkuebfxpxtc,mhv6542,O,Rjdggnarfcoljpoguglrybowirvqlcvgxtarkcx,nsyvxrersrifflvlzg,United States of America,3.0,OWNLQOHXTISBGNBRSSMDWUEFSKTAGNDCDTAHLLSTTPGPUIYCJLHQKMKROVCSOGEX,3.0,52.0,2353522.0,103375.0,jbthmctija
1-899-096-8378,Alexandria,M,5.0,ID,MeadWestvaco,787.0,F,y,qtiylzygfefgfqjeuqbjrj,qti6543,O,Hikdppognajcobjrsccqvpgmtnwprttjcwsopsayfqvujlg,ZENKBOQQEXUCVXE,Canada,5.0,qrmxyoeuxmncqdevionsxiinpluqxntckjigdtnbfykkuydgcqgkbjiaxdesloqfhrtssiuzttidsegp,4.0,63.0,3177799.0,54117.0,aixhwg
1-216-135-6145,Savannah,D,9.0,GA,Sprint Nextel,582.0,,O,Omcjsergnlbrjdjfsk,Omc6544,O,nlcqvwnztikcgvnerlqsudxlchcwjxhenhaawuoaqro,RLKLBKF,Canada,2.0,Laguvjhktsnzarktuntjwfsrtvss,3.0,69.0,60253.0,342184.0,Kwfxwqiaxgcg
1-041-746-7349,Worcester,S,3.0,SC,Buildings Materials Corp.,697.0,,,Lghmtvcdupcvpnxj,Lgh6545,O,Twteupnchmagcpiqcdlkzppgxuymcyfdphnjaqvkxxpqrtoyrfsbqypaesevva,TVUEHDLGDNGYCWA,United States of America,4.0,yllnxmfipejbugydykhwfcdgvnna,3.0,3.0,2167181.0,27232.0,Djsng
1-853-466-9682,Augusta,M,6.0,MD,Zions Bancorp.,634.0,m,x,Uaemmjchr,Uae6546,O,Klxncwwfjgdyav,Ndbcfwr,United States of America,4.0,Zdxxmlbziiofgjcyscvjrwmekwlwcrhtldgtoxjtuxxejhazneqphhh,,72.0,1019183.0,267206.0,Ozmwgoobcpk
1-796-654-4955,Beaumont,W,0.0,WI,MetLife,570.0,F,n,Nbwhdk,Nbw6547,R,gutgjhxufvvcyipoasniiomqrrgyhrwyhlccyekvhiqtjvoebixgbjssgzg,Nvzcskgkcbw,United States of America,5.0,CFXWKVVIOXSDDQPZZELXEUUXEWUTDEAVPDPDAPGMZEAXXPQJAUGXDUXMOMEFYSWPMLGALP,0.0,20.0,3426153.0,343853.0,Wcjeds
1-561-489-9218,Palmdale,W,3.0,IN,MetroPCS Communications,,,R,frqwjyayoswfxpnsxwwbswqsotdex,frq6548,O,,Bylxatrrddamucrmezpuxcxb,United States of America,4.0,kmlzrkhdsfuqarlwibhvkhgczmwjwekxahtqumxbeipzgohpriodtonsaqvlexba,0.0,57.0,361580.0,41138.0,Kcssewctsqd
1-131-360-0042,Aurora,D,7.0,AK,,551.0,F,k,hmwkxpvfbhvygzgvogbjhdod,hmw6549,O,QVPBTWQNLKEOOTLHWRGZUPBLMXGGKUJSNCROSHWIKOTUFQISRTVPYAYPXDVFDEXLZHGRFEU,Ocmtymqommwamxpkpcedrx,Canada,2.0,Dypuadaoxzjkanukkbszxmemunuurwdzujremsvzxnphejmva,1.0,89.0,491658.0,21569.0,Buaeewpele
1-440-620-9441,New Haven,D,9.0,DE,Valspar,710.0,F,T,Pumwpkztrhnoefvtvxkw,Pum6550,R,Uhnhsvyhrgkfmvvclfjcynmaeudpvupxryzfdvxvdvagkqpgsxaklgzjuokypnh,Mfabrpynfvoonsh,United States of America,2.0,QGZEUGOYTWJCXSVTIZO,2.0,11.0,3318827.0,208940.0,Dpbntsxeenwf
1-132-611-8217,Raleigh,S,,NV,TJX,717.0,F,,Ccyadzxhbmnng,Ccy6551,O,OTGPQCZJZGLOUSSMFUXUDNPFFEAGIQZROIYRUHVHVDAJCSJLMBDSYTGPNV,fcfupoqjltoikrlbziks,United States of America,1.0,Mykrppwtkbzfhrtnxixqakbptuxohygaqqpu,0.0,59.0,896841.0,264305.0,Jjlbvdjueqd
,Sherbrooke,M,0.0,MN,Ford Motor,362.0,F,,Fznsyrvtgyjpydaupqeme,Fzn6552,O,Edjitooejyavgpqfpzebjkpwfucvrkehkqisj,ualvmgvibf,United States of America,4.0,Fnuhfubzspndrdtnifpdiphhdegnluwnahljhwxwmxzallvfvszixyhvjbhnkcrrghrdovrk,0.0,79.0,3100821.0,276797.0,
1-312-473-4456,Boise,W,1.0,Prince Edward Island,Merck,,,z,umpszv,ump6553,O,qfprsnryrasojifquknnrnueyoqzclulclorvbdanwbpiuwbwimqmukfugxqbldiihmvkxsxrpldnaie,Dwyxmicdoxslimdinljawtbqrxkjbt,United States of America,4.0,KWGNDEDRPBPEGTSXKINJMKIJPLKFXKFTGAFDMZICVIBKDOMZEVLPGEGGDVIG,2.0,100.0,274607.0,412326.0,Suvzm
1-667-560-0320,Fresno,S,7.0,OR,Watson Pharmaceuticals,802.0,,,KVJIEKNNHCODKWVYMQPIFD,KVJ6554,U,Fjwirbgilvxipibeuhuzdthzsnrppmsrvoozdacbmmpottsjwxapidzihbyefjlursvkjnfhyyx,Nhumtuj,United States of America,0.0,HOFSMTRRUHAANVXXPINAOYJIUCNIWHRQGKIRHNO,2.0,80.0,2886280.0,105145.0,Ygxtuwfle
1-185-897-3995,Regina,,5.0,NV,Ashland,356.0,F,P,JHGDHHURTAAIEPJHWVGHNHUR,JHG6555,O,Tneidvqcciwkwwnposkohurifzvkezhzvaompvxffiykcgxphh,Famax,United States of America,1.0,fhbzsycxkllrcjzxoqxjenirm,5.0,48.0,3362732.0,452649.0,
1-324-693-3995,Ann Arbor,M,9.0,ID,Helmerich & Payne,463.0,M,c,usbqkrnczv,usb6556,O,Merjxnaaccnqtoxilyzmjikyqhupcdardlvnurqnueqrgaswxcynacd,gpudvkhy,United States of America,4.0,Pugfoxvsfjosxpwnwb,1.0,,139440.0,485378.0,GMKQB
1-947-672-6681,Pueblo,M,4.0,NY,LKQ,389.0,,,Qnfpnnzintispw,Qnf6557,O,OWHVFLQCNXAOWAYVYFZGZQSIAY,CMALPAJSUSHRIXAPPSORHLKQZJVVSR,United States of America,1.0,Inpurwmpfbayufutzgzjmxxpinpjmizffndzjktumohybgmubrmpjmsxgksgxrfjbnoyobfsy,0.0,91.0,3862224.0,130636.0,twboew
,Alexandria,W,7.0,GA,Express Scripts,473.0,M,W,Qmrjqmblhytpytitzgjmgwawgcwu,Qmr6558,O,Ekrumqhmohjyvvzlbehvcovsvunbulrrslxnud,Ncrtcafdualpqvmxdxnrildobrt,United States of America,4.0,Zjmdvqkoyqkgpeupbhowfqlwywzhwmmbogwvoqfsmhqouovhfwy,5.0,2.0,2976580.0,453021.0,gukzziq
1-574-534-0670,Lubbock,M,0.0,AZ,Tupperware Brands,521.0,m,f,JCMDFYLNQI,JCM6559,O,KGTIMWFWPQXOCPRVOQILWIIMKZSBDGCSDCPDKFIFVVKAEWOEQWIHAEFJHQGWQGQZMVFXDOSXVISPFR,IHTALDOHVTMZPC,Canada,4.0,thrqdclwqtuuwnmmgqslsusndcsaldvtuviyxunjibhvdidtgnjejbirnbaahveqankwnl,3.0,25.0,3000240.0,193820.0,Bvbanmujt
1-970-995-7241,Scottsdale,M,10.0,Prince Edward Island,Jones Financial,580.0,,L,xiidpiv,xii6560,O,Rzeuxhjvfxvaekqaqaobtfsaxottkunnizbvopxsaufvgtcdumiwxazcvidflopi,KBRTENYTHWFZAIMUB,United States of America,0.0,glwhisihoclgqxadxoafeklprbkmguytprjbybghetnzkzyitwzqekxzmhx,4.0,14.0,3478693.0,434147.0,NNAOD
1-014-193-4056,Sioux Falls,M,0.0,AL,Goodyear Tire & Rubber,821.0,F,,ZUXAAKLCCXQRQ,ZUX6561,O,vsqrzrhsyfreudkhbacssjakmiqaspggfpgmulgnqccfqqssl,Epepnalsln,United States of America,1.0,POSORAXTCVBYADZMVZBBJYQICYWWNRLBBMDYLYCSEWLGSGTWTLBFLDNPRFRQKDLF,3.0,22.0,1111296.0,56926.0,Gixjiouujy
1-862-138-8417,Anchorage,D,8.0,WY,Land O'Lakes,453.0,m,N,ZVXYTYFLGUXSUVOFLFWYJIRKWRTW,ZVX6562,O,JXDCZSMREXCZUFWURJZ,Vvzpsgrbyw,United States of America,1.0,Jiojusncasgsxomylclavbjzrapluhyykpskvffayjxgcemwlbmck,3.0,5.0,241725.0,362100.0,ovjgqrqihwg
1-872-815-9656,Irvine,D,1.0,DC,Volt Information Sciences,463.0,,B,mahlfouhvzyovkxhsj,mah6563,U,Uubjkeiamkglmujatlsdfiitaccvfkc,hlxerlhqknxqkasozhuu,Canada,5.0,FPUJTVKLKWUGKMJJCHVPYGSGS,1.0,59.0,1842181.0,355857.0,BYNIL
1-448-418-1868,Ontario,M,,RI,Source Interlink Cos.,,,,SXXBUMJHZ,SXX6564,O,npdrvqaovyhfxvzczzjwr,Uvcbmespojiocznowl,United States of America,4.0,uhrjaqxfthfexgoixiostvqlgsayxeecbyvtethymmq,2.0,28.0,1633692.0,88292.0,njuigkvdf
1-350-007-7275,Garland,,5.0,AR,Campbell Soup,645.0,,p,Iexwbcgousyhjsbdxco,Iex6565,O,Bwidwcwvuyalkacaeeukgpliwsxujvnonlaxuupdczxsurbhzmmr,Sxlvzvurahlfifixx,United States of America,0.0,,0.0,72.0,958051.0,219685.0,Zsvxsjloxh
1-700-670-8552,Fairbanks,M,6.0,MO,Consol Energy,341.0,f,O,hlioro,hli6566,O,,Yswllwzluamzygx,,1.0,,1.0,95.0,1004812.0,344527.0,Cgttciudpuu
1-634-381-3301,Elizabeth,S,7.0,IL,Avery Dennison,,,P,ofjlcncyl,ofj6567,R,Bksspsvogcvvfviibmhasvdnhmcmtuqxxcurvmfhylpnmgngwxgonlwz,Nfvsdfjihaqrzgflanlmd,United States of America,5.0,AWJSJTHCGYDXIRKMZRVBXSFCLUGCKXWUSUTZXSL,0.0,48.0,3772292.0,472332.0,Zcflfdyra
1-602-982-4380,Erie,S,0.0,AK,Deere,591.0,F,,wrdbmnzunaeelqlxovyhsqnmpe,wrd6568,O,Iebehvzza,nxnwspirwubxtffgblpdemojsi,United States of America,0.0,mmuhvfvidheogqxixscru,2.0,35.0,2133456.0,6882.0,Qxxwgerlvjfj
1-812-203-7937,Reno,M,3.0,SC,H&R Block,784.0,m,,Cgwfywlqxlsenfuxjovuwieswg,Cgw6569,O,Uilgzziydtuverqgkgbjvhbojxdpvzgoghgolgrmelrgnznbiwjodfhotvz,Fxkprhodejobsioebvjlufowaaldrh,United States of America,3.0,Kqwmedwxfszmifbfnusnjzwfymbionbpoi,2.0,19.0,,164348.0,Lxchqcsgl
1-523-856-0930,Mesa,,10.0,MD,Jones Financial,743.0,F,,Pbqrfqnv,Pbq6570,O,gmjpuxufxtdomlvcbkzguojuqrekdcaaadmecgmw,Kwblgbqpjgobyrrkebfwofgultstb,United States of America,2.0,YGZLDNXAHO,3.0,43.0,542462.0,106928.0,ULFPAJJGA
1-347-488-1762,Augusta,S,10.0,KS,Kroger,392.0,,,Yudrdooxemvjckbliyvwa,Yud6571,O,TTTCNOVVFXGNTPHDBZLZF,CJHFEVQVOENWWQFIBUJGERVZVKUWN,Canada,0.0,Gnvdim,,63.0,1016415.0,166648.0,Atlii
1-340-459-0322,Topeka,W,4.0,MN,National Fuel Gas,398.0,,,bqoynfhrgtqwje,bqo6572,R,Rhrenwztkidwhfjkrhhieunpcmbvhot,SRRTXRURBVQAMTRIQCTKZP,United States of America,4.0,Fhavttlstyxvekhsotwxlcetnkvbdmtxbibcmnx,5.0,45.0,1134970.0,188165.0,wgnivkwjmq
1-926-432-9313,Gary,U,4.0,VT,Dow Chemical,741.0,m,B,Ipcbczlsvnyvq,Ipc6573,O,Khscucrdjbczocyhbytkjmoyqvlogiamazmbsevzzogwviutjnnlsnhqlffnoqnolfuksbw,gmbpumsshthdnzshwloczzbyhsur,United States of America,0.0,aihfdkwnzmfwfolazssohuccdsfemiez,3.0,10.0,1314570.0,365534.0,Ifwadkmuvmm
1-630-564-3495,Albuquerque,S,7.0,IA,,562.0,,,bhhqyjueywaqoepaxhvxn,bhh6574,O,Bdpxnqqsqcbvoytjfqescqneskoexgiuhbzxxu,RJVDFQXGXOUIVIMVNC,Canada,3.0,RTRWPWCNIHXNXTUTHJ,5.0,96.0,3197286.0,115666.0,
1-283-596-8154,Savannah,M,4.0,DE,Laboratory Corp. of America,408.0,f,j,Oqmtkv,Oqm6575,O,Vtnuclfscyewdeujzutrsonbdnkdjojyolawfojhzhgesyrka,Omxmuj,United States of America,1.0,Zpaqaqm,3.0,57.0,2521424.0,400936.0,jjchshihxwwc
1-972-430-9780,Indianapolis,W,4.0,WA,Applied Industrial Tech,319.0,,,Wsqsndtbjqrpoqhkgnmtqt,Wsq6576,O,Sazwochtbqkotgyawkiagmmnscmpgreyggearchljta,fgokdstdbezjjxjshho,United States of America,5.0,ATCHKVGFYVSPMSNIXOELVTCJRMMNVRS,1.0,22.0,3072711.0,392170.0,Vfwefgbdhit
1-684-973-8811,Regina,M,5.0,Ontario,UGI,397.0,m,,opkakxgkvu,opk6577,U,Lxslobodsdodizsexfwqatgvtn,MMWQQWUIUOCHRXLMDEROZUNGJRZDSX,Canada,1.0,Zazbjekekshsmbj,5.0,44.0,2208954.0,235475.0,zavle
1-227-569-3328,Colorado Springs,M,1.0,WY,Sauer-Danfoss,625.0,,b,DDHXGJQIMRBOPATO,DDH6578,O,rvgjksinsvthshchsbdgpgtarqlwgghfnjaieusjwchfhjpbnhydvlrjgisdkcwsvjsjipwiuef,JQLXYKTOINMMFGQZDMMGXPO,United States of America,4.0,KFHHFOCDDTBUJNDWYJVDIBUFACNRZDHXXSIIGLSSYZANQEZK,3.0,78.0,2088121.0,424237.0,Mfnxksgzs
1-778-025-7173,Chula Vista,S,3.0,ND,Regal-Beloit,666.0,M,u,HUDWH,HUD6579,U,xkuayuemztybtctvwkqtlbzldthydmqqcwvtyhmb,hxasegwtefum,Canada,3.0,JLZMUFWPTKNOPLGFIPAJXTJVSRAHQISRLUYTGOXSKIUGCBUXIVAGLFCEQWQCFFYEB,0.0,48.0,3058624.0,273107.0,Xfbamvurd
,Omaha,U,9.0,CT,Cisco Systems,418.0,F,,Exmathnwao,Exm6580,O,Wpvnssfsnvpxciikojeqlfcmxbkvltwwcnmuk,Lcniez,United States of America,4.0,Usmvlpxmyrzucmfixegdqlzexkrndtstbet,0.0,20.0,,120734.0,Lnfwkb
1-785-165-7903,Santa Rosa,D,1.0,Prince Edward Island,Liberty Mutual Insurance Group,470.0,,U,gxovrmcgkxscqoizagxopjpidwrwi,gxo6581,O,Cbttypxalukfrdjwcvbfymuilgsnfjpaifpvjzjwxujfgninaxlacujvcgkv,YWXQC,United States of America,4.0,HXLVFALAAYNOTOBATBMFTLANOUKBPJQKEHZMTTZDAFQHXFFXFWXFAEKKKEZTCOLJEYYR,3.0,69.0,2524255.0,183181.0,Ilcolgirjij
1-569-783-2366,Buffalo,D,6.0,HI,MEMC Electronic Materials,514.0,M,,dfqncvbdoemmpeygwkhfkybwsonb,dfq6582,U,LIYRBEPYRYILQWOATUVJBNGZIDUQBBNSTQNJWWTNKGWLAEUQOWBGK,Pdllhqfgctkgeteyxp,United States of America,1.0,Wsgendakbsphsg,3.0,87.0,3729485.0,172285.0,Diuznaxw
1-771-034-5882,Warren,D,7.0,ME,Mueller Industries,705.0,M,,JOXKEQOADLGKCXEXBEXRYRQZ,JOX6583,O,MQXRZMAFDGDTGETXBMZUUAZUODSQQK,lpzvmdrwqojhigupe,United States of America,1.0,Cvrsrdvj,1.0,64.0,1740632.0,417369.0,Biesp
1-078-385-5686,Columbia,M,5.0,IL,Boeing,608.0,M,V,Mbacpwo,Mba6584,U,Vfljhdjjihofvoklbwppviojobgqehat,vknxfrmjzbirmqsyuehzvsxlge,,5.0,Uuhquizu,3.0,61.0,1682610.0,291653.0,Awluysfydvdr
1-715-388-8966,Cincinnati,U,1.0,CO,Inergy Holdings,306.0,F,R,NGKKSPMSQUXNODMJNVMHIQBFADRSIB,NGK6585,O,LQKTXCHJKKTABVZQTVVEOZAQGDZTEBOTJBSFVTTTGYKMZMQDPGMPPWMVSVQJZDFOPDVXTDVLJ,XSYJKSEMFUTOQBRBKAJ,United States of America,4.0,Gcvpdojozjnvgjsmcbfpouxufrja,2.0,10.0,1641621.0,433169.0,Fviczcdp
1-530-062-6709,Norfolk,S,2.0,CA,Helix Energy Solutions Group,540.0,m,,RQUWJAJVUADUZIGIHK,RQU6586,O,xdiskbqslip,zngxwlyxn,,1.0,Qaqizwxgxregdsmewicxhficlrmt,0.0,45.0,2312028.0,310920.0,Rsxrchum
1-222-298-3667,Fort Collins,M,6.0,TN,Pilgrim's Pride,791.0,,,SDWFXWNFPPWFXDGRV,SDW6587,O,Qvnwfjahd,Tmwblve,Canada,0.0,JXGSQXFFCGKRQGOUBVQXVJOKICHIWRCYBYHTBEKZMFJRSYXCJZOWMSECIHDDK,1.0,20.0,1862020.0,101210.0,Osutjqmlko
1-909-784-8494,Tulsa,M,4.0,Nova Scotia,TJX,647.0,,,FMGZIUIJXBSUAFMTIWIBLHEIN,FMG6588,O,Emfutrsxxnmoclufvcjtxpjrijfojcc,Gtdohitxfy,United States of America,2.0,jcoitbyhytvxwdgrsgbuojijfxdighcifqepdiimgriudojxjdcfvamrhapbdfjf,4.0,68.0,3890075.0,497673.0,eswjwkb
1-580-820-0598,Mobile,M,7.0,AL,,438.0,,c,Benmaxnaapcrb,Ben6589,O,Kupmmsgwfbem,wdhcygeqhntrysdexpmas,United States of America,2.0,Vcmsqzdorhfjrjwvshubngfjrdfapmpxoycfd,,79.0,2353236.0,234967.0,KPLRVU
1-455-468-5348,Mesa,U,,MD,Micron Technology,808.0,F,N,awqhrgtawhuexdfqnrq,awq6590,O,Pqbesczbanzhabbplriiyshtvaetaavalslwoyweacfdzsrdigpc,Kklckah,United States of America,4.0,grgvvqlqxiwfwrjxdfstffsdoexubpcimyxkllcfyetsggywdjmkngzal,4.0,35.0,2783519.0,112799.0,Uhjarsbueurh
1-663-031-4432,Anchorage,U,2.0,ID,Century Aluminum,751.0,,a,egunzfrkhpdq,egu6591,O,ARDBTPATZL,wmoekymlgewlodjthghw,United States of America,3.0,Oahpzgqkqdqzbahqllka,1.0,38.0,3603861.0,286904.0,ikvap
1-274-355-0288,Amarillo,S,7.0,DC,Markel,537.0,m,,Bbabismwea,Bba6592,O,Aaqlxuhqhnzrwaoctpbguqhomjgjzdjamxsqaxgrv,Mgvbckprsaimeyxbhjmqulsjtauxk,Canada,2.0,Mkqnxommvqfnmwoadrcojgbtec,0.0,76.0,2464005.0,238046.0,urddnlja
1-897-776-8345,Coral Springs,S,10.0,NE,Target,354.0,F,K,topjstjakdyaytidpesrz,top6593,O,EOTCYYTPPKQDYYEXFCULHBQBEHXVMCWIBXHSOMIOXNCHRSIRJOPCWDLSKFECNRYYAABVEJNADYMI,Qnfrcorfsyepgxljbskl,United States of America,,MVQIGWMRQPVQMATYMIJPDKYRXHO,0.0,2.0,105391.0,23432.0,XZJZUCQVOOE
,Buffalo,U,0.0,Ontario,Baxter International,465.0,,r,Vdqgvcpigptjgtwxbhcclzgvmr,Vdq6594,R,cmxnknffxigtmnwoedndnpnejgmzpbiushgezrfbplg,dhmmu,United States of America,1.0,Wfajqqvwikuzhidhpwoeiqixnzzktljmfsutxejxrkgkbhajczkyacqpk,0.0,0.0,3268329.0,157435.0,Dfles
1-578-613-7126,Mount Pearl,U,1.0,WA,,314.0,F,,Uhvllkyotcdbiacscqscwf,Uhv6595,R,Klvvvwjxnwcrvxmbkgjuaalfdpy,Bdypdxdsyhohckem,United States of America,4.0,ommfe,0.0,52.0,3695605.0,213611.0,UROJQJVEBBY
1-652-136-8837,Winston-Salem,M,7.0,WA,Polo Ralph Lauren,716.0,,,eeygcejgvkagps,eey6596,O,MHIKMXJNBCNTGXDCFPCWUWQIZRLTVFLLWBOWYFXEBMIDLGEJFLRORVVNMVNFDXJKCPZNAZJATJZKMCG,gqvhsp,United States of America,3.0,FQGSVHEIUOXTGCUINTNDGJZNHZWWMSBOWETV,3.0,49.0,3204480.0,316483.0,STQVH
1-970-744-1232,Warren,S,9.0,NC,Piedmont Natural Gas,812.0,,,vjywemuesoeivw,vjy6597,R,LVKGCMPOGXZJVHJNHESQOWSWSSON,mwpzdrtlsorlvmaqlpnwlv,Canada,0.0,QMLGVBENVLOO,4.0,60.0,2402613.0,152321.0,nmphwybfufdx
1-287-297-2481,Burlington,M,9.0,WA,Lincoln National,,,,FPAWNACFBCUBZDL,FPA6598,R,UPEQTIKAHOTKUCPKXZJVWLKJKFDCAIOIYVHGLFYVVYTSFWOLAKBUGH,Inrfqacbdcguybdbjkzrumyorpihnd,United States of America,1.0,MWVQMHKTNSSKJBVMESEZRBPTASFAFOUFQBRDAQXGNEICMCXFSMMGRBMMYNTLKNAUPHYDHWBOMM,5.0,79.0,1849977.0,12653.0,Nvtyotkqyxm
1-234-389-8861,Frederick,U,0.0,KS,Career Education,366.0,F,,SVQACWHURLSMDCRVEVDPSQCHAFNYO,SVQ6599,R,Zeglpcnjehmfwrfzee,Mfhhmrxxrtrqiqg,United States of America,2.0,RNESBZOTCHSFXW,1.0,96.0,2300759.0,89961.0,UTNJICXOWSDM
1-114-197-2868,Knoxville,D,1.0,NC,Cenveo,393.0,M,G,FVYZCUYAFIVVJPGUSHV,FVY6600,O,Rjwbqknjjcyywslbmrcdojpyrwwxssbbblkcrycwhloxzmztgiodtmxotktcccmbkexqmwvpwbnsbcoe,Mevqzjdcwylkbmmdrzwumilhljhq,United States of America,,Fwkuwapwxbdkaedqalqijlewynep,5.0,40.0,648330.0,452581.0,
1-921-477-1085,Oklahoma City,W,1.0,MT,Varian Medical Systems,532.0,,C,hxcou,hxc6601,O,Znffouqfoqgmfkdwhmeltafp,Akgvdmlr,Canada,4.0,bqodlgvwuinuzqvnzqbmtwqyaropbwhpj,2.0,22.0,3659166.0,25161.0,ecannobdact
1-174-987-5502,Springfield,M,,CT,,474.0,f,,najjdcxinpkfqirwlqkpwddroeyue,naj6602,O,Oqghrrhnztvparvuunfpkhlukgundwqpjvhrfpacjbsawwrgtsoeeroumhjooiuajdyhljwaxebazd,Xncxuaiqyu,,4.0,Wlouvpxemadvcpklamrtkpyubyvcsebqnrcevlevhkoqmsveeyq,3.0,25.0,2772144.0,273781.0,SYDKCJEOJ
1-453-253-9373,Fayetteville,U,,AK,M&T Bank Corp.,682.0,M,O,Mtfsijmqtruptvhddryfpqaim,Mtf6603,O,Sujncxokpq,OSDTEAVUKOSFDB,Canada,5.0,PLYDEEHUJIPGMUXQNOZLQSREC,1.0,56.0,2608642.0,317671.0,Daytclkmi
1-511-755-8322,Hollywood,D,,ND,Henry Schein,329.0,F,s,Wldaheauc,Wld6604,O,mjbfgdtyvsinxqmqrueqzwrfflrnunztiaitfzhzc,WEHTVW,United States of America,0.0,Vpnhfmpioiuklbjovfksscgbcudjrdrnsy,4.0,37.0,3473269.0,247234.0,Obcspanywsm
1-098-270-0444,Raleigh,D,8.0,CO,Office Depot,,,,Ndjeuxjzkbuvwlrfjyjyjzhkio,Ndj6605,O,KPTTJUDZIDTDMXQDDFMWQISJEEFKETGBRCILQFIR,FPLOSTG,United States of America,5.0,Pytjrpvxhfqgvqiiojnuebyirkalemcteqfxmgttdctymghdevvlcjnipjkfeurbk,5.0,71.0,3802783.0,422125.0,Xbwlqeksyf
1-567-858-7192,Frederick,U,3.0,SD,Yum Brands,646.0,M,,Ublgsvemqfgufzmilc,Ubl6606,O,Oucxzusohuevvjsfrbgumgmfpkwcwlxokandpnzcywkinpfkcfdaogcnhcgyoqzsahxbpgunr,Oxqrccxockfypuaknqosfsl,United States of America,3.0,,4.0,93.0,1323249.0,312534.0,GYKDB
1-964-098-7165,Mobile,M,4.0,ID,Snap-On,596.0,F,p,Pqlqykdjfz,Pql6607,R,Odwunhtdutlamydbcaqqzdibrupnar,DSUPYCLQUIEB,United States of America,0.0,cqiupgripngthbbtdkuukpvetwmedlkmzeyqlhlvkhaqqanlgdrvhvvfwjjlpctjhjm,4.0,56.0,1450969.0,141467.0,zvoakyrxiywp
1-590-679-3952,McAllen,U,0.0,SC,,755.0,,R,Hibkqznqxfnwy,Hib6608,R,Jxspeceayxhitahadjfazjnybiakawzxosbvmtpefmlyxgsqdngaymeiwoauqlb,dipvw,United States of America,2.0,DKXFGNAEHPAQIGGMSNQJWQWMVRNDCTVTDYOHKFKQJNOP,4.0,14.0,2578497.0,188107.0,OWVYXSL
