City,LastName,Income,State,Phone,NumberCreditCards,Country,MaritalStatus,AddressLine1,Age,AddressLine2,Gender,OwnOrRentFlag,NumberCars,NetWorth,Employer,PostalCode,NumberChildren,CreditRating,AgencyID,FirstName,MiddleInitial
Santa Clara,Ostghweiftvhkcpnkfn,,KY,,8.0,,W,lesynqrattqifuqmmaiml,58.0,Zolzpgpqommhqatxogpsfkaytawutgejelohpychvisjhvhxobonojhcxxclxqrwsqbtdluvhgf,,O,1.0,3618949.0,GameStop,Rkbputtpeiij,0.0,633.0,Ost11660,Mfrlaotwvrio,K
Garden Grove,VDXRRRGAEWQNJ,223262.0,Prince Edward Island,1-328-464-4313,9.0,United States of America,U,Tmjpxlympqrjjvsthhcdgrdjohjxgeixlsr,66.0,Ujpmhopwambvibgyjtszkxzdfsqpragv,F,O,5.0,2369853.0,Mutual of America Life,Znbklkthj,4.0,621.0,VDX11661,Dcschfixbdvndnx,
Topeka,yyqvbnsqrafpjqlrssvncvvxzvd,343355.0,OH,1-870-853-1808,8.0,United States of America,D,Hrskcutcdhaxeegfpkdjcdegidcf,94.0,Cziopbsefyvkodeegumjmtupatmywzleelvjzio,,O,1.0,1297224.0,Danaher,oevkjtln,4.0,631.0,yyq11662,Ckqshysnrbfxdf,
Yellow Knife,Pexomitkqp,443566.0,New Brunswick,1-146-824-5307,5.0,United States of America,M,ykujuxmsjgthlnkevjyxurfnmpyjikxwijmkb,47.0,,,,0.0,3650244.0,Dentsply International,cmpquy,1.0,564.0,Pex11663,brceajr,W
Chula Vista,gtnsln,275864.0,LA,1-966-130-5707,3.0,United States of America,U,,,Tzkouvphiyexiwpcrktoizdjjuhtdoqzxtrerkubckkciedvzskjllkflgnj,M,O,4.0,3570231.0,Catalyst Health Solutions,Uwdqaduy,,533.0,gtn11664,Aldlslqhbqapmfdkwscsolfack,r
Arlington,rufmucglfjkxsgahstiifywhdzt,,Saskatchewan,1-896-324-3922,8.0,United States of America,M,Pmhcihdsugfqtksvcrqqpjtupvegsbvsvwtjfhzbarttpclwawpzsflam,50.0,Ctsfdmaktggzjetkjgwhmlgjpnuanbdsoikkypkqkhbewnamthgtqrza,,R,1.0,15856.0,O'Reilly Automotive,Bqypxybnwmrd,0.0,843.0,ruf11665,ELHGEECYNM,
Orlando,Mbysmqgoszm,461982.0,Newfoundland,1-477-491-0942,1.0,Canada,M,KXVYAMEIXMNWJTGUBFOONMEAQDHMAEHPK,87.0,WFNGWAKHDEHHAZQNJFXJDIHAZKYGPBSSIBNKTLVDXEXSDPZGBXIRMQCF,M,O,0.0,900943.0,Universal Health Services,uetirum,5.0,327.0,Mby11666,AQSBHBBUCABRG,
Newark,Rephv,403990.0,MO,1-072-193-4446,10.0,Canada,U,Kdqzvcwjqbzqothnbxvsg,57.0,uaqdxfgmsfvwfqjhdulljhqpejowrjipw,M,O,3.0,3217712.0,Valmont Industries,Afcmwnh,1.0,814.0,Rep11667,Mheemgmpamwfb,g
Tempe,Udcrwhnloryarke,147029.0,SC,,10.0,United States of America,M,RBXIUTHPSW,48.0,Eibnoinuluiqvslugrekpmhlbuuazbfwstffxodxweljkwcviilouowrducroyuhyljrr,,R,1.0,2736819.0,PepsiCo,Mvmuqc,1.0,447.0,Udc11668,fxtijvvyu,
Jersey City,uzfjfwjwquzcqie,443592.0,OR,1-124-194-4990,2.0,United States of America,M,fdcmxnrkyixodtvqxtzttrsbldseugdezrfegoloqjkw,96.0,liprnkqnqvmfbqylypdfklicncbi,,R,2.0,1464706.0,McCormick,KHDHAWAV,0.0,773.0,uzf11669,lhxlgn,
Little Rock,Yeuyi,143837.0,UT,1-555-537-9938,4.0,United States of America,U,cacyaxinnblvrwjlxiejkpzjgfnimlhscbemxatuubuwbdudgidrppndpbjyqgvrpkgghyqhjt,30.0,pcxgbfoprorkuktymgoruperzfbbthtrbltkwfwktntiebjjguizunqvsvwjsoquuwnrcbbqtcoz,,U,2.0,2867175.0,Public Storage,,3.0,640.0,Yeu11670,MSCPALXCILRKBVKAXOEMAXZBUODWCR,Z
Memphis,ydpsjxvwhypclxxelvwsj,297370.0,CO,1-490-369-9735,,United States of America,U,yhreyxtsbqvwjy,19.0,Cbnujqhpvwwuffhhpvnapstbdlmnhm,,O,2.0,1579693.0,NCI Building Systems,IXCERZM,1.0,751.0,ydp11671,OHCJCIJOETWWSWSDQZEVAIFZIYQOPY,k
Windsor,UKOLXJ,162761.0,ND,1-412-804-3130,1.0,United States of America,,Jumizqavosqkobwjdmydfnpbl,63.0,MKHCKIIGVMVTVQINAJFJAUVLDKEFYHXSOHTOWEQVNTQNGLGGWBSJQPKNFHFTKPSELPDMHDEJUMYPU,,O,5.0,598721.0,Vanguard Health Systems,PUQEQRRMLEC,2.0,,UKO11672,Shmjusxwqwwjciesvjp,
Toledo,SNCVWRUNARYRVULRRHK,366179.0,IN,1-825-309-6191,3.0,United States of America,,Jbkwohmswzqqaygmzknkhzdycyk,,,F,R,3.0,917643.0,Equifax,Iksma,3.0,358.0,SNC11673,GSKNABIDBBJSBHOMX,
Casper,xrorfhagvbdhncrfdjbekndtbddby,384392.0,HI,1-793-326-1785,5.0,United States of America,M,Qhysxaqrvkqlggyoivnfqhbsuhfeucadcqdmgwrcgqyonblqxsjnl,17.0,Koqskzvjxlwvirnzgialhkowsbrbeelateuktrpwnzo,,O,5.0,1443469.0,Metals USA Holdings,Lhxey,0.0,747.0,xro11674,Vskvyo,
Hayward,cssoqaqeveotm,445223.0,WV,1-264-132-6153,3.0,United States of America,U,EUTSNGURPCWCIWPVEQXUHAEWJJOLXERNOFXNDTNOTVXAYOJRFGB,88.0,Ejknovuncvwjttyapctxiohbqhjhyioomvbvuieevbhwpubsqzcdwfbexfqsrellegcdpxy,,O,1.0,2164502.0,Jacobs Engineering Group,DETQYCRCAX,2.0,392.0,css11675,SILPKHPIIOCO,J
Lancaster,urjsfallyodbqqhz,375792.0,British Columbia,1-321-350-2259,4.0,United States of America,M,EOSJBVWAGKKSRHQLTLJFOJMLGUCEWTVFXTDGDRCJQPTNWHHLMCBOWRNKCPNELRMAFOYZ,98.0,TIRIGAFSROF,F,U,0.0,1197133.0,Questar,Mhcopi,0.0,456.0,urj11676,quxemkprnjndinuvurxgldfwnijm,F
Huntsville,ettjcfvlylprgysrejkubdpdtmu,220949.0,AL,1-926-221-5255,10.0,United States of America,U,Bhhqixofgyohgrenadokfnwfiqsdjmpxntcqumnuasuiwlodvbpwwxakaehklflea,23.0,Ksspxlrfnscohmmibodbxijqxdpdewmvejfntwxhijblr,,O,2.0,1010441.0,DirecTV Group,Hlntnjhjflyo,4.0,806.0,ett11677,Rdigykcpasqplpirvxhiwiritlhmd,
Columbia,Cdirobovvvjxujo,241942.0,SC,1-953-155-8687,8.0,Canada,U,Ltinxnen,5.0,,,R,4.0,199216.0,Owens Corning,LTGXSWLW,3.0,509.0,Cdi11678,HZYKAXUCOSRON,x
Fort Wayne,Ztwdmfmfjewnjqjorlxpxryvxfxhe,483010.0,ME,1-176-162-5262,4.0,Canada,M,irynxjocrktocvsjmqkulazvlirrcijhcbeaor,74.0,Wmbxgcpbhwwmezawfmnydwsutoqrq,f,U,5.0,3963144.0,Jo Ann Stores,Mwljzuxzv,,563.0,Ztw11679,Fifgeqwpgifjtsyyltndojo,U
Albuquerque,cilfffvvxterraobjuxnp,312551.0,IA,1-410-981-0577,0.0,Canada,U,Dljqawrsbiyrhpisbavbmfykiecjocxbxbzccjptoquiuvbjenxhvnuomop,19.0,Delgkfxnuywesx,,O,4.0,2601194.0,Telephone & Data Systems,Vgmmsbwacaif,1.0,745.0,cil11680,Ulwcoq,
Little Rock,Xdrfcwjyhbmcpbramwjowsbrj,3571.0,AR,1-594-359-0657,0.0,United States of America,S,,65.0,RCYVZBFGZKCHXTRVUMUOCTMFENYMNCEJDQFLXVDYTWEICOHYYQUCWB,,O,2.0,1673953.0,Gap,Irckndphmwr,1.0,723.0,Xdr11681,GGENSYUBGEWQYWDUJOGQFUUCB,
Warren,Ctrhp,200037.0,Newfoundland,1-401-555-3070,2.0,United States of America,S,Nhthtgylyugvkjzknqmqqcvqydduayoybitkovocukbyjitxcpgswzji,40.0,YZDDCZUXOKBZGMXPUXXAGHDBLDZOJIPSYQPCIVWYFBBUDDXBCAKSQWQSNE,M,O,2.0,270302.0,Paychex,ZLPRV,1.0,815.0,Ctr11682,QGVDVZ,
Milwaukee,SBHMFSDEHRFAH,184904.0,FL,,5.0,United States of America,M,MXNYDUBGLOEBAQHYMSALXGTLVXOYIIGTDHYULCPIHMKYAAFBKRJN,31.0,Iyhtoklkorjisnutnsdqemyvaywdovqupqdifqdgeqbdfdjemnqkadgeiyvg,f,O,5.0,275543.0,Windstream,QLLTTUCIMFTV,,,SBH11683,OKRFIRAOFWKXJKLCLQLOXZHNL,y
Cleveland,xlafaqjxebehjyasful,264753.0,FL,,7.0,United States of America,U,Vnezvqnqplcragadfwoaussonzkmnzkoepvrmfpcinczedfrduviirzzc,49.0,TXSGDCYZITDKSCMJRFUM,,O,2.0,1537051.0,,rxombjznw,4.0,494.0,xla11684,LVOKODFHCPYOEJJHZDUBNLIM,
Long Beach,TKMWFTPHYIFBILRQGEDXLGPJK,357753.0,PA,1-753-130-8370,4.0,United States of America,M,SUSRSPGRIWYMNNFRZBHDVTVENDUQVGAKPUJ,64.0,Ymmwnucsbmugxefafroxsdmqkfthidsbvhhgazxcpjkrpimsbibsimzz,,R,5.0,,Pentair,Gtbqry,0.0,502.0,TKM11685,lclgepexuygoebrxqvxnigzkh,
Jersey City,gmenajmyxpkjteojobwahxlq,119675.0,MS,1-152-194-8209,1.0,Canada,M,UOLRDUGXNCYULSTFSCQSBHFXPJHPJSYYJWMBHFJVOSR,6.0,WQCMURNZYYXCEYWBRAXZKKMFFKIZAPMQQUUQDWMTWGCCDANZRHOEQHZTXOEDWKYWHRTRRAXNOBH,f,O,1.0,1738558.0,Securian Financial Group,Mhoik,2.0,604.0,gme11686,Ilkkyfhbvylnoh,
Overland Park,Ohiqxgrpvunrznq,274993.0,SD,1-191-951-7804,9.0,United States of America,M,KTFEJNLWNSXLC,45.0,NQECZHEFSCEWXBEVCVIFMCGKICSCNCJEHIGCKRCDCWCLBJKP,,O,3.0,2116401.0,Watson Wyatt Worldwide,rciclwp,0.0,627.0,Ohi11687,Xlcvzcaqzzcmdrwdemzvryggysa,x
Bakersfield,Xpblltvhzrehqmkgbcxvqd,,IN,,4.0,,M,Khsmcrvjwbrngipejobaoxcgfpfyhkidbipxekxuooneqpaxhpbuxirbgtwiqdwfuzsem,59.0,Cahwqrpsltfgmggpcpdlyhfbrmipmzjzafiihkrlrijnxoiykjauwlmdamslwt,M,O,5.0,1678971.0,Mercury General,Sxxnfmmacxs,3.0,626.0,Xpb11688,Aeaypvzvaseyxxjzjpsuprdgmpuxx,
Allentown,Vlgfisaa,419338.0,AZ,1-471-247-1746,5.0,United States of America,U,Nhtmagcsawwkrfgwlfnvgmhfedchaxqlotlrdjwanbbkwkhuluqbne,51.0,Nktboxqxgyvuklwl,,O,,2669106.0,AnnTaylor Stores,clbiccuqjr,,771.0,Vlg11689,Ywilvgponxgzovewagorroojtsu,R
Eugene,Fzmovsxoipxzn,207435.0,ND,1-114-745-7251,6.0,United States of America,U,Mbpvsfowhfgbupkwlvuqnltudaiwjysciwtbnhbflcvwbxhuxphkbcwjo,35.0,XMWIQZXRSQSTXQCO,m,U,1.0,1901664.0,Realogy,Cwtdnulw,2.0,309.0,Fzm11690,eobyslnvvawj,
Tucson,WDTRCCLYGCUNZ,,FL,1-477-243-2249,0.0,United States of America,S,Ccnvcghmcnjckdjfhobsjidrxzgpqsbwibvhrtjxmeylnluvzfipyobtkmwyonhlfvdapvl,71.0,Fsvksuxrurgbvoowczqayxbgsovhctetnmy,,O,3.0,3038656.0,Fifth Third Bancorp,Regwvlzcdtcl,3.0,504.0,WDT11691,Irqofwmhoccse,
Yonkers,HJMGJRLBASOQHORCMJRETPHQ,398542.0,TX,1-452-030-9422,6.0,United States of America,S,,87.0,iaredfitksemljadttzmhnrhchorrewfpcatyvjqwaeunqvatgcyatyfiabounozzp,F,U,0.0,2453031.0,EOG Resources,Vrfiiralkmd,4.0,329.0,HJM11692,Gryywzxqo,d
Escondido,PEIIOEYNCDDMSKBQDEJW,223669.0,OR,1-442-354-3443,9.0,United States of America,D,Yhiwghfqhrfptxlkaupseqswamdfvpipmctmrgvllvvqpsnsbmlv,49.0,Grwzedacxjcjzdicdmnoqfadjcincredijnbdtbbxibfufmojudi,,R,0.0,207536.0,L-3 Communications,Yxevhn,4.0,423.0,PEI11693,ftpszhtwyddfpref,F
Vallejo,RBTNPGXNYUUYIVPIVV,473319.0,Alberta,1-098-984-1794,6.0,,U,Mwgmvkcgqltyvd,58.0,KGLVKPAHXKOPQGHHCYNTADXCQLVHUMQPMJXBUVTWHXJSINZKAITTRZCPK,,O,1.0,206639.0,Lowe's,ereqbtx,2.0,607.0,RBT11694,LTQEKHKLFGQUEEKLUGBHZUOQAGHSH,
Santa Rosa,Ykakquplmhqtqgsp,100209.0,Prince Edward Island,1-794-059-4223,7.0,United States of America,D,mzlylvnmjdavszmcwclkbdjyjksmrayiw,28.0,TYAVXYLTRMTROYQLOXBSNISEBCTFZLAXTHGDZMCIDRRAKOGDOQBDOCJL,,O,3.0,2985447.0,Visa,Hahbba,1.0,606.0,Yka11695,UJMIUVSAVRVHMHEWTNFWGHVTPVSJ,t
Corpus Christi,WNTSCZXSGPLOVHYSZJTSFRET,319306.0,SC,,6.0,United States of America,M,jmsufcgsuzbkruilzvvhlgsehayblqplbwppnuhkwxvbluporpgucxaiehysbhrfxqompazp,55.0,QGINHHVVHPNYOOPWOXHXFCRTOF,,O,4.0,2053374.0,Occidental Petroleum,hcerut,3.0,594.0,WNT11696,Ubflbmhakslupfqo,
Dayton,ywrrxbf,8973.0,LA,1-654-654-7304,0.0,United States of America,D,Kvyqlqllprccegvoo,65.0,Hxsrvfwntamidzccgxiazborm,,R,,1408481.0,O'Reilly Automotive,Cowzlf,5.0,357.0,ywr11697,Wlldjbisephyunjeyhsvlnzlmm,E
St. Petersburg,Jbbgalawii,307477.0,AZ,1-744-200-7047,3.0,United States of America,M,WWFYJSOSCDCBFAGDNJSUTECVAQNWFRSUOQWUCTEWQFPUVMMXUTJXFAXWBLJKSXCV,23.0,pruauvkvwssijsycfhmw,,O,3.0,2945555.0,Thomas & Betts,Bxqjeyqcpjiw,2.0,827.0,Jbb11698,AGGOVTVWHRU,
Yellow Knife,AXFDTOMDSCEXTAJFCFTFPANS,193836.0,WI,1-866-638-9616,2.0,United States of America,S,INXSCZGILT,37.0,Clpzbylsmeqec,,R,4.0,2550827.0,KeyCorp,Pgnbslakx,,457.0,AXF11700,Ahfnusfjofqpkx,L
Mobile,Lysrcijul,251277.0,LA,1-196-498-0536,6.0,United States of America,D,ttjpzcibxzknrijuexhztxkhujcrbzasry,21.0,ujhzbqxbcqge,,R,5.0,780037.0,Mercury General,Sjituautbv,2.0,607.0,Lys11701,Bhxejnedghahotadeggrznokwd,
Omaha,swuyojqdixmhqwnyzducmbmg,59523.0,VA,1-955-740-7729,8.0,United States of America,M,icufrksxogkbojnduqxqldrrjvisxofuw,,zlkrefntxvqgagwqmidwdddwybtsawynxbmybluiirecqxiooctfvgumgjtprmjxvfppskllsko,,O,4.0,3909871.0,Exxon Mobil,Krnlxqgvh,4.0,373.0,swu11702,dqgaootgsavfrrtotzfsyjh,Z
London,Zpgetguso,137795.0,Manitoba,1-834-052-1125,9.0,United States of America,U,Bamgglydkykqpm,15.0,Rkstlbvuchicbuu,F,U,4.0,2346962.0,Tesoro,Xdromjnfftg,3.0,675.0,Zpg11703,Wqtqovajbcipjqqxtknudavuisans,
Huntsville,OAWJLMMH,399046.0,NJ,1-535-102-7352,1.0,,D,Ohawlesdlepckfovkxcxyqzvlfwcjjqfeatarfs,63.0,tsrenliyfxdrzsaxykgxxwpxukspfd,,O,,1250930.0,Northern Trust Corp.,Oqtnallelblv,1.0,363.0,OAW11704,BGSVWLEGLVEFUOADSHMZCBZEM,O
Mesquite,Lfxjufypqpzn,334031.0,HI,1-963-878-6116,9.0,United States of America,U,Kmmuna,54.0,JRBBFTTQPMGMDERVTEBOKPJUNGUDZIODLCGPJEOYOGLJIBNMP,G,O,3.0,62707.0,Snap-On,BSPLCUEHFPK,1.0,614.0,Lfx11705,Maviygwocwd,
Fairbanks,Yftjelgexcbcddzvbmogad,315684.0,NY,1-954-749-6275,10.0,United States of America,W,Stlywoxbfmhilemfyqnqchxovrbquewbcobomdychuvtnqatetganxdaxwylfdktrutdtvt,45.0,Lyomtgnqycizdtlgknldcejxudnkgtzattweasbwgbozriusxicxhmle,M,,5.0,3294642.0,Metals USA Holdings,Vntnhuubt,0.0,695.0,Yft11706,neireukqktr,
Warwick,Whogwrqsox,429394.0,TX,1-528-121-1449,8.0,United States of America,M,Hpdsavspuf,52.0,IGBPJPOWIFJONEQQSLZCFNMMPOFPJQQZMGPCHDLTGNAXBOSNEVQRTEZWXLFCLKW,,O,2.0,3171625.0,Williams,Zvcornlcgp,4.0,321.0,Who11707,Uggrtznkwvzvessnwglspzbushsnd,S
Scottsdale,XWAICWIPUFSMRTGQGHNWFFATVZ,192710.0,ME,1-827-138-6252,2.0,United States of America,M,HLRDJNSIKGWBUUBOESUUZFODGSEWN,32.0,ZGQMKKIYQATUDHBVHFQJNPWNUGJLHCQHBILQAMIXE,M,R,0.0,1424214.0,Berkshire Hathaway,Sclpxnpmiclu,5.0,699.0,XWA11708,OVTWKXDMMMBKCZ,P
Albuquerque,RYCTXTBJZSBGNLTGJTGZ,166631.0,VT,1-183-744-5645,4.0,United States of America,M,GINLFZQRGHDCPFMHCVNIGKAOPKSPCLGCRU,6.0,Lusqfuhfpghsodvoexdpehfoffvprrsmj,f,O,5.0,191608.0,DuPont,Hsxtbmjyrtx,2.0,818.0,RYC11709,Hgyicjwurbmhrgxqzpqtiegnrtbc,C
Kansas City,zrzmg,260879.0,WY,1-285-006-1659,3.0,United States of America,M,Cadeghefdriibsbsa,16.0,hmfyuxchc,M,,3.0,3886497.0,Teradata,pokoc,5.0,427.0,zrz11710,BBORTYXAPTEWNVQHFX,Z
Jacksonville,Qvqvnxzovjvqlfqgfqqtitrn,130173.0,MI,1-056-201-3409,2.0,United States of America,W,NUAQJZCDFYLIMAYBOXMPDBLYVJIMOWAO,81.0,apqkuixvexctvuyegrmbiwsuacmlziqanirz,M,,1.0,2024945.0,Rockwell Automation,Uljca,,750.0,Qvq11711,blkolicmozus,
Missoula,Iqyziziil,,UT,1-367-894-8849,5.0,United States of America,D,KTBONLJSXFLATXQDLWXYAVCFAUUVGBBTEGSJIETEIMLHGPMRWDSVWHMZYLXZWDEDHRTALXWMNXZMDBC,93.0,KJWNGJCXNLPZNFGRCUDXTYNCDFORKIEJPZOIVGFLGZRHUDKEUN,,O,,931226.0,Symantec,HYQGBQ,4.0,,Iqy11712,YTQQFKSMKC,W
Waterbury,meqdnbzamtiwhfhfm,241916.0,Prince Edward Island,1-904-731-7573,9.0,United States of America,S,BFPECJYCWJTXNKVKUECFRXGPVECFOSDWZVEGTOMVPNIZPLKMUETIPHLZQ,63.0,BOCTMQGLUM,,O,1.0,1158767.0,Peabody Energy,govbysnntupk,,780.0,meq11713,Oyxgxjjaxhmnoswfusibt,
Orlando,Wdafdldazlbqcpohixhxkrwlcz,95911.0,MO,1-351-524-3383,5.0,,D,Bnevkrjmckgszahqjuepj,86.0,XCRPTGJBSOYEBRCHRXAJCQRKCELVLDYOZGLHTXUETEWNBFXMBQPWJR,,O,4.0,,Sonoco Products,IMDKKSOMIENB,3.0,639.0,Wda11714,Cptdqrqctsbxug,
Toledo,Khjddafdpoqhmldfcqdqpdngpl,,KS,1-627-826-7984,10.0,United States of America,M,xkvsgteuvtgebfbkasaljrmuzhlmnoybbxozygrctqrmspziwr,95.0,boaclaakunmvxnypmxayynurozwkovybxemmik,,U,2.0,,Aramark,Rhliqcqw,4.0,724.0,Khj11715,QDHVIUASNOURKRVQBTCNZQSQ,H
Sterling Heights,Hwuxiacuatjhugyfjartk,367388.0,RI,1-043-614-7259,2.0,United States of America,M,OSEJEOWMMBBGELARRMTKNJOJMKCLPEDMVHXTFUDSRNEGKCKJWNSJIHPEMBG,57.0,PTOXWWMEHMQJQNGHTFQTMQWNWDSUPJHTTGVUXSRORKAGLKPZFIUJMAFFKADQQUJQXTGSUKQWC,,O,1.0,665510.0,Watson Wyatt Worldwide,FSCDNSS,0.0,448.0,Hwu11716,KBETAIPSRXKTPWTDSLZKQL,
Baton Rouge,qpkekoxcqhoockboxxrjefc,5139.0,GA,1-537-995-0563,2.0,Canada,U,xbeyroatnurldjodmibxprwiqm,27.0,Hroqhrpjyanqygchnbffceummpafphbsnqucnxab,F,R,5.0,,,YZLLQ,2.0,731.0,qpk11717,MDJCRN,
Grand Rapids,Lxueccrjhdzchlyeqnlgjowfpsooyb,20040.0,FL,1-535-499-8026,5.0,United States of America,M,icwogdotqgpmbktijzd,96.0,,,R,3.0,626986.0,Wyeth,Xofwwnkz,5.0,846.0,Lxu11718,Esmskvmlofiqg,Z
Los Angeles,BEJUIVYPAKYNXZRHNJPZSAPLBBWEU,459798.0,ME,1-413-765-7306,3.0,Canada,,,,,,O,2.0,1376382.0,Micron Technology,Gugfwmhve,2.0,370.0,BEJ11719,khubcmxvd,k
Fullerton,Ilzob,303758.0,MN,1-363-033-1146,4.0,United States of America,M,zpgogyakdyxxoqhwnnkligjhzcurqjwdbdcreuifybhloqbzh,19.0,FBAAJUQNLLAONPRXOSKDIPPCRNZBGVAVDARMBRKXKHORLEMSJTKECBUJGWRDZJEKOZYWLQWZW,,R,0.0,3375753.0,ABM Industries,Izjacpd,4.0,733.0,Ilz11720,Bkjdwomgnipfadgl,f
Rockford,TUMSNQMO,166207.0,SC,1-262-324-9802,7.0,United States of America,M,EERVBLYGNHMWDFBKTCMWROJTXNNIBZULQGNMYCFEUFKSKSZ,37.0,ABRVSFZXTQXBEGWQXGGXPIBZIJNDUZMMMIGINZYTRNOQGUJBOOWPNECBNDKEVNYVUAPHLVPXK,,O,1.0,,Jack in the Box,Srjfuixbkv,0.0,545.0,TUM11721,Vrjnrisdaauumyqcrypkffz,
Lansing,RJFCLWYFKQQAITVZWICMCFXFJS,477916.0,KY,1-293-545-4910,2.0,United States of America,U,Buegftngqjftktduaotlngcvagurmmkmcctclxfkovdoabjp,47.0,Buvebmfyxgyvypoeisctcimapafefddwjuzilnyxbycadbzjagtpmf,f,O,2.0,909889.0,Virgin Media,Cxrdbasy,4.0,793.0,RJF11722,Ocnxvbhjoxkomjbqbqbtpjt,
Vallejo,HNHLDZXYQBX,406654.0,SC,1-864-537-8923,1.0,United States of America,U,Sukuxhcqjjkugvodajzopgaqmsuralwidjzwvgjpbobinwdiimfguo,36.0,ctcpujo,f,U,0.0,1692275.0,American National Insurance,Eklbk,3.0,468.0,HNH11723,Wzrrvlcuzwt,
Laredo,pllpkdihlzm,,Nova Scotia,1-288-902-9385,6.0,United States of America,M,PVEQLGQKSEPBYOXIPMLPBIAAGHMDF,43.0,LEPVDERCSPJVHBFRRURPGETCYDUHLIATZJCDZTMPBNYHOCCKJDBOQQDW,,O,2.0,,Alliance Data Systems,Oclezseob,,843.0,pll11724,CQFPJIC,L
Dawson City,WWDGUKYUT,482177.0,IA,1-226-636-2822,10.0,United States of America,S,CMQOVVWGQR,94.0,Xtsqjaubqsznfaljhfzacpuwpnnmxhqjrqdsaenwcsikgmuefbwzrdffdadvfqxgwlxdvmbigvpxkg,F,O,4.0,2483407.0,URS,Nqbqgtepxlaj,,377.0,WWD11725,kjkmevaboparyalvvxlnfnevakcul,
Durham,BCLNBTXXACVDCBVY,183422.0,NV,,5.0,United States of America,W,Azgvrgdoqnjmnbugedlkubkbjgcrgjur,24.0,jriawuktvvewctcnfgypnbtimeasesmnapeyoicrsobobwbljsaadfijmggtlrpddokpant,,U,2.0,3910309.0,CVS Caremark,Xdaiarvskbj,5.0,846.0,BCL11726,zxpybiaukmxtx,P
Cheyenne,itkkngsix,58827.0,FL,1-713-441-8568,,United States of America,M,cmvclsucztjnqadqdtyxidyiagqhobjduseaoxknpjphyvdmtpqoxeakovjkombpjmizntrckvjrkwcq,,Bubceoiwclgbhkcwafepildpymjotevtxzdeb,F,O,4.0,1090674.0,BJ's Wholesale Club,Sqaeytkepdli,0.0,508.0,itk11727,sxttpqveboqpcosqjqqskcjxlyb,
San Diego,TRYHPBJSWPLFTDYLX,204346.0,British Columbia,1-786-594-9786,1.0,United States of America,M,Putugzuewwlaisxacg,2.0,,,O,3.0,1690874.0,Baldor Electric,Hmbglfxrztu,1.0,586.0,TRY11728,IDVGFKIZATSPYCXINUCC,q
Colorado Springs,asvtljaseahxf,75850.0,Saskatchewan,1-387-276-9449,0.0,,M,kfunqphklbxsjbrhlduukksisygyfgvhjucvjjyqlswwqsopjbwaxyeovcwlbrtbwytvbbanonx,1.0,Zzibpcopiyyfgbqoxagoaahpsbpmqlapzjvdnfbt,,O,4.0,3412707.0,USG,Llowov,4.0,321.0,asv11729,BLTRMJUAYVRJZNNMFCWKCYFD,y
Greensboro,Ffauukhthuxgnxtbcrfuscnv,493649.0,AZ,1-532-085-8244,6.0,United States of America,W,cgkwqfanduapwbnuavkpqlhozlttww,65.0,Dktkqjkczgllwnifspymkmkajqfhhqkvoklclomkewsjabgiypobheaqrs,,O,3.0,2152190.0,Community Health Systems,Mopcofad,0.0,681.0,Ffa11730,Aqyiqvi,
Great Falls,ZKQOKDNRQJTEFVLD,480339.0,IA,1-535-711-3039,10.0,United States of America,M,DLDJMHTVGEQOXMDPNVWRWY,65.0,Xsgfndebcduvwpyurctqxhcgestioizxldzbiirhkdxuopjuxoqhgsukiy,,O,3.0,3081724.0,US Airways Group,,4.0,387.0,ZKQ11731,Rgihiwsvllax,
Lewiston,mmuvrypz,177542.0,NY,1-531-198-2593,4.0,,S,Hrqzbmmsmnclwcstakysupkejfpmyuyfqnquyeheghnqurclwcoq,74.0,YLWZOEGJBTLYWFKXLAONKIDM,,O,,361735.0,Donaldson,fcoaxp,4.0,845.0,mmu11732,EUEPIWJCDCPOJKN,
Victoria,Ihopnkoefezymm,157306.0,AZ,1-394-748-7770,7.0,,M,WKUDBUBODJTTNMCAETGREKYRH,,Jpvlajphfqgofetpyhubtvdeupjyoqpkjnkyrteypevsclgyobtjrxhtoomopcjknafkmjoas,m,O,1.0,2920725.0,Ross Stores,rvsdpgiswz,4.0,691.0,Iho11733,Wccekpfsbhaldkpoemjscesib,N
San Francisco,pxgikurgvsnphpwkiayvns,27284.0,ID,1-446-601-1467,3.0,United States of America,M,evysfitsemrnjgohiohijogfgnxzzuxjxfxsrjvtxekvhfemynbxaf,71.0,dehfpivmwqhirbklodmjotgnvfjyxpgejvfxrehnwkp,,R,0.0,2484825.0,Sara Lee,qmrvjgtdl,,420.0,pxg11734,GXEJOEANQO,
Huntington,Gwretmhrkplnht,115821.0,VA,1-278-160-7348,1.0,United States of America,U,ialfomzhapewfvysgrkuxyhbpoeclmwipgqxbvnstsqvcrqwurmrpaysdkqzunldkaqcabmjblr,90.0,,,O,2.0,,Airgas,Mtfhmm,3.0,625.0,Gwr11735,mkjeb,
Frederick,XVULEG,314757.0,TX,,1.0,United States of America,M,,2.0,MACPKA,M,O,5.0,509751.0,Brinker International,Mmrevapjlob,1.0,599.0,XVU11736,Cwgthyibnkqraeamnbnrwjurffsrw,
