Age,MaritalStatus,NumberCreditCards,Phone,PostalCode,AgencyID,NetWorth,LastName,OwnOrRentFlag,MiddleInitial,NumberCars,Country,Gender,CreditRating,Income,City,AddressLine2,Employer,AddressLine1,NumberChildren,State,FirstName
14.0,U,10.0,1-104-649-6715,Yvpaqkk,ghc6367,1295967.0,ghchski,O,,5.0,United States of America,,312.0,397904.0,Stockton,GBTVXFQMWFTHZDMLEZDGAWDABMESVEOHIKPJ,Fidelity National Information,Gcmcvvcswoyxshbhxtxhwdguronerhbnihnstcwtszofusstas,3.0,SC,Unrxsjrnbexwh
64.0,M,10.0,1-129-294-7713,opcpidlikz,LDQ6368,1832086.0,LDQGALDWPATIAASJNFUWDVJQBA,O,,1.0,United States of America,F,405.0,275567.0,Worcester,Wxcskpuxtycch,A. Schulman,Ppvrxjvghmbvpjpqujmovwh,1.0,NH,BIUGDRECUE
63.0,D,,1-301-374-0824,ZWTOEZX,TGJ6369,3517892.0,TGJIRAUTWGP,U,,1.0,United States of America,F,384.0,181465.0,Warwick,Nqzcrizltowfdjxgijdwvntyjkslafbovmwqqwogzp,Black & Decker,lufurcpsovfjvlbedesifumluicvfcrzbwmophwyxnciwjrgcmowoctgcrrtrahn,3.0,Manitoba,Nuxsw
26.0,D,7.0,1-469-740-5236,XHBAGICWFUZ,Lbt6370,203769.0,Lbthbjhnysnsn,O,,0.0,United States of America,M,591.0,128534.0,Toronto,swdviedujykcjwdfkpdlfwbc,Limited Brands,Mnjnqpkrtsvfcfqibjsiopwmgxudivkpegtoyhfwtymonghbbllbpuxmmy,3.0,DC,tbwxrslxacfsddqgglgnbn
75.0,D,10.0,1-761-877-2273,Ekteezekoy,zhk6371,281723.0,zhkgiwehfrbgmavpuwbjkbey,O,,0.0,United States of America,M,,204104.0,Pueblo,YDVYXOIREUMVYEAPNCVEESSSIIMOJOLDQTZZW,Adams Resources & Energy,qhbndjro,1.0,NY,kijoq
51.0,M,3.0,1-204-806-6992,FHVBK,uzd6372,3836215.0,uzdvnfyhjpuetkv,R,w,5.0,United States of America,m,597.0,143199.0,Reno,MSRVIKQKZANELYOWACKDUMLLCDKACNIPEFBE,Sanmina-SCI,Vzfbtahakwpowtimwagrgzmjgskwe,4.0,SC,Krcpczgwjaajawbqflezbussdyhvoe
13.0,M,7.0,1-245-286-5822,Jdixljx,Dhd6373,1924515.0,Dhdhodzyhyok,O,K,1.0,,,345.0,448243.0,Garland,dexmmapfvokstuxielhikoiodoca,Owens Corning,LDRFJPUQLAVZJGEOKLDSIUJMVWXZJLQZDGBJETWNIXC,1.0,TN,fmbgbxvbehdrqmcpdtpxv
56.0,D,8.0,1-112-129-3814,OTIUEPOHY,cbb6374,3942126.0,cbblebvspobde,O,,4.0,United States of America,,,331095.0,Dayton,xwpmchvamuncrzylfxgewcajupoemnvvdtievibpagcgrybhkrxntiamejxkldrgtvwemaod,First American Corp.,Opptrqvbsnedkqcacronnksnrnvnvaeswfiou,,DC,Qxmjfrpoesuwqhxtdzljm
53.0,M,7.0,1-168-278-5960,Wihdkwuvdvm,Ksn6375,,Ksneojk,R,,1.0,,,347.0,474099.0,Anaheim,tqdgaxroedzfpdwtuehnzgoqwvwvcjtqlgcwwtaakfbhmwuqmr,Sprint Nextel,lyuikjviplpvzuifocozkiflfyqkpkmumqgupjvkhpsonb,3.0,VA,Lmqduflra
1.0,W,1.0,1-458-069-0142,Jlimkyyovw,Mno6376,2768948.0,Mnolihymumbitiyojabpyemj,O,b,,United States of America,,373.0,287777.0,St. Petersburg,TSTTTHFTVIXILTNAKGYESQPZQBLPJNFLUKWXDHQTFQ,,Ohqezgkrbcwifdrrvogkrgamygedyrwrwgsfgplcdanreewhkprkccyuftrxlqpxetdprtpyjyvjgb,1.0,MN,Ldhefqzvmjstrsqyfictygmx
,M,5.0,1-025-446-8713,Idalnoaoroq,caf6377,3798627.0,cafatgquxhlzgvrihyl,O,,5.0,United States of America,,436.0,,Hialeah,Jhdggymjdkxcurgfcwarddxhreqxgicelidtuplyvdrcrsbmuzogjusivgryqdipucnyj,LSI,QETZRNPMNZBWIOWFNPXNRULQQKEFUCGTKFCVOZRGBJATQKFAYBZSYQXENNXLSIRZEJGXCMKFTUBGNPQE,3.0,Prince Edward Island,Ylzextpkbgypiuipogipuuhhjzymbu
83.0,M,2.0,1-420-589-8895,rwhct,Qeu6378,1633291.0,Qeugzx,O,,0.0,,M,365.0,149946.0,Fontana,LCXCFDWELULXNHNMQZCTEFNIQOANOWOSDCZXCEKUXOKPSKUQWEYJOOMUNNLMUGIBEPXF,BorgWarner,Abdakqiovqybzzsflbvuwudptjqcfwwdicqqgvgqre,4.0,Alberta,Xloifnobhkblsdvrkeockqv
97.0,M,2.0,1-239-008-9207,pgfnh,Hsi6379,921698.0,Hsiqxlhqozixvvcnciegwff,O,,1.0,Canada,f,486.0,78559.0,Hialeah,Sgrofcppziuclxhiezqqcfvqjlbnkrskzldpjnprxhsywjf,Atlas America,xzndgscvihuddageotqkvqdbhfjksuib,4.0,VT,kvvcqceu
,W,3.0,1-870-711-6201,Aungnx,rgc6380,3041479.0,rgcuxwreovfdbkucruzgooviri,R,,1.0,Canada,f,687.0,458710.0,Durham,Faippcqddfkxwwvizlpcyylsyiluftvebrgspsdtqvbeg,NCI Building Systems,lgvkysbenknbixkkiwnudmgzebxsqmnxjyoxfgvizxwdcciavwlkowqnbujrrguqandpdqnlkswgs,0.0,VT,pshjikyrgvqxqeoclrxmd
96.0,S,3.0,1-807-536-9150,wnfrkxwlmvv,Ung6381,3547387.0,Ungyvnpcdeemousvrk,O,,4.0,United States of America,,771.0,442072.0,Lakewood,Gtvbuxdfrncgdjsiuofrtkpimifbgmgtmcofcktxjrxtwdotywhyyqktdvqkgdvaofviugphssrl,Lexmark International,djhvuqcragxoeilkgiidteksdtlcvorjnrogtxuggvdqafnaedoeuwppczugncz,0.0,AZ,UGJPIDXOENJUWOAWRKDHQSPVUIVU
54.0,U,6.0,,DEYQLDZYXQYG,Dig6382,2859826.0,Digdsaifwqkkfshjkrljaz,U,,3.0,United States of America,f,703.0,332370.0,Newark,Oumejiytbariyaxgdgpsoaqeodqeg,Carpenter Technology,fteikhgkvnommrwxaunaiyxtpotaapdjpuvuvxmiyaepuvramca,3.0,Newfoundland,Gnjwei
27.0,M,6.0,1-816-202-2934,zeszga,TQN6383,2502724.0,TQNOXNSXAX,O,,4.0,United States of America,f,308.0,166662.0,Hull,WWQFMYPSTEPQUDYERNOJVZANLFHAA,Aon,emjcbmqteeppppuufagzzipyeilrjvwbktdhhdhngrpnxmr,0.0,Newfoundland,HPVUUQXW
18.0,S,,,ITJPOKH,ESV6384,3575106.0,ESVTNIWQITSCNAK,O,L,1.0,United States of America,,452.0,387198.0,Louisville,jvbnbjtlsaimrikjgxduxxodddcqwhcmztvafwfxuhrkindps,National Oilwell Varco,Vmqvwuxaynzgwsvmgzyczchgihybjbmsvc,2.0,SD,doxirlll
49.0,U,0.0,1-369-513-3272,CAGFJHEOOSM,Jfg6385,1071416.0,Jfgtwvirnljnczjhxkxgxchkwsme,R,o,3.0,United States of America,f,613.0,373585.0,Topeka,Dnwlcsjuhemhjusiocbzsfsztoefxepmnxgimhkkiwrqqoywpc,MeadWestvaco,tuxkbcfkiifhahgzcliukxtwwfilfebmzoczcjjjebcqwsishxnqgohcveelcye,0.0,MA,effvreojyiko
,W,2.0,1-872-013-9753,WYMLDTWAL,Gyg6386,3554424.0,Gyglxgjrbbwjchvsupwsgvbd,R,,0.0,United States of America,M,740.0,95916.0,Hialeah,JURQHNUQKAOBSTEYKBUNEQDZJMWBBXVQEUWIUUECZQWMFZBTYODQOTDWMNNGOMRNXFD,MGM Mirage,Oyrzdnjmtwrjqyncoiipnvdfqajsgukahd,2.0,MO,NABLGQTTKOZDVJBYPSVQEFX
74.0,U,4.0,1-401-983-8466,fzqpe,jsp6387,2755406.0,jsppejmvsfljeeffrcuhc,O,,3.0,United States of America,,687.0,232945.0,Sudbury,Ifhwoypulnurlxrnjvudossapteemuwhunpbmbipnmostbmqmonvnddzhkkbvdqcsdknzka,Kelly Services,Kjevumqbamivhkoukkanbfewhaagatompecmingfpxpzkzcvifcsiatdaikwlwjpbvqdsnvd,1.0,IL,METQXPWANOY
47.0,,4.0,1-678-715-2388,Hvnkqmjxw,Olf6388,103535.0,Olfdptnihftrdkulokpf,O,,,United States of America,f,806.0,260546.0,Fort Worth,Wyhfjezmrlsrtvybiatjrlzhhnklkxspwhvbjryccuqfjxijblrehxhkotbikjhudnxbwmqnyxhn,Quanta Services,DLFTFRBMOUJVMTRHKNAALACBIKSYMPCVVGWZVOOMQOPXBQZCAPFQCSMAXXMGOQWFDEQZDOCFI,0.0,DC,ocxsykxrxdalwxtayjxramy
,M,3.0,1-061-105-1902,,Hqe6389,2733822.0,Hqehqpi,O,A,3.0,United States of America,,850.0,436067.0,West Valley,jvwbzinmgehwb,Ryland Group,DFLVISAWCUDEUEACNTYXZRVKKAIFFJT,0.0,AK,Wsbylosurgn
29.0,W,1.0,1-860-014-2447,Hmmwsmpnvv,Jaw6390,512411.0,Jawowhpleqtorbyrcbexj,R,,2.0,,,768.0,229411.0,Macon,Ztwdmjwuayqbkjqrqcahjyjlotszoj,Duane Reade Holdings,cqgdvqrlfdtqjdwokzrotpfuxujjbhtukszpthwuzbzyexyprwxejjlzxhradkfkgts,1.0,PA,xskrzsrnx
24.0,U,8.0,1-753-220-7633,ULNUPWHRCC,Fhg6391,1734480.0,Fhgxvgwx,O,,0.0,United States of America,,850.0,62145.0,Pittsburgh,CDIRQJMSIYXMWYDXBZYZPEEOT,Sempra Energy,Spxtzwvsomsnlmnquyneapqxpooqjyuesktrhksepayxv,0.0,MO,BVJCKSQAJMEELGJX
63.0,U,5.0,1-914-358-6648,Qqlxec,Yxf6392,1189957.0,Yxfiibuhflyrvwqkcfeouzyq,R,n,5.0,United States of America,F,433.0,450601.0,Huntington Beach,MAWAVXVNMFNE,H&R Block,SMWXQSEKGSSLFYPGQQDW,0.0,CA,GCTKROFUDJVQWD
7.0,D,1.0,1-044-699-5078,Mxeuhesn,Dft6393,695069.0,Dfthdrzzqspobwhkjgfhe,,P,4.0,United States of America,,822.0,307100.0,Tallahassee,Rdmoigkcfqjrjhtheldhqqgketlnxqsaeowagepheiygciwxppjqvnkbkhruodlhhabirqscewszrx,Valassis Communications,Tavwmjbqcuhwpojyxvtflbafiicjaxfkbwbehqlpsgdggvdvzxkplkiuiixnlsfoer,5.0,VA,Auusnkystfmtz
83.0,,,1-645-140-8997,rcleq,Xpv6394,649714.0,Xpvmwmf,O,,0.0,Canada,,781.0,432912.0,Colorado Springs,Viscvobzcgnmgoclrrumpwdbanblg,West,etrauoxrsaazakffsrgkrhfkxpprnkvsrunmfiauoqzcadny,1.0,New Brunswick,tdnwampovccafzjzgi
94.0,W,1.0,1-274-681-0710,XBQZRYS,Mfn6395,413307.0,Mfnobhrwzmkyb,R,G,1.0,United States of America,,650.0,102119.0,Biloxi,WGRAFTAZWCICUCPUHCXHHVGUNASDNXOLUZXLAMFFRYDVGYEIBRZEUMKBHCUFMBD,Pinnacle West Capital,,3.0,Ontario,JNKQXLAFDLFNXHYAJEM
32.0,W,6.0,1-471-625-8269,gaetvbnelpl,Bha6396,1369625.0,Bhaqkk,R,,2.0,United States of America,f,359.0,,Huntsville,Joofqqtqojkujfedjcxdehdjyvtikoyjvyybhbehrtnexjsvpeigpwyrqbriiqfw,Moog,UYBVGVLGLACJINFFQOSDQAPLAWKHLPDJEX,3.0,FL,Lixyqefnrdlfjtawgrja
91.0,U,6.0,1-076-847-7342,MJSMVKXROR,kfj6397,216391.0,kfjifsxcybrwewfd,U,l,4.0,,,613.0,303766.0,Fairbanks,Swvzwjadtcnmllvmtqfzuiist,Molina Healthcare,Inhvnkrfndhzkcfnyxdadwwdzqxysqkuzkknlhiepzpvgugoipxkqkkztgwlszfedxbkgogktjtua,,Alberta,zryernxsysbfdwtsstmrbutd
99.0,M,9.0,1-689-419-8396,Xgkgpedhll,KYX6398,1390049.0,KYXWETCHPQEPCPZTWHCM,O,C,1.0,United States of America,,737.0,168425.0,Lowell,JNZZZYCIKLQULQYASMDQMRDFADAWBXEDHKUEPJFNUESXLXMHNJXBMMFAKBDBTXWLE,Hess,wtlarqhqjmxwwowrttqhmbnycqtrxqyzapuk,3.0,CO,QHBZUACHSZ
28.0,D,7.0,1-420-389-5343,jdfsphtgsbcy,Tfq6399,2723849.0,Tfqkwgeiuklbtmqujgvztlqrri,O,,2.0,United States of America,,320.0,462043.0,Virginia Beach,Ezdxlccgeuutvyeadmkeqpfrduqkughdhyrpgfmeoquaxyrkjljcfsuggsmfhejtjfgtoekuqpqk,Dole Food,OICMUSCQEFFPEEALPLWELVHPAIWFGONCZPSJMOBKYOIFDVDHHXICNCC,2.0,NV,MKOPKJANPR
98.0,M,4.0,1-453-600-0968,DEWHUF,mpl6400,3950210.0,mplendvsswqvxb,,,1.0,United States of America,F,344.0,241603.0,Concord,HIZGVANUQZMOYQLOZZX,Valmont Industries,Edfwsmzltgbxgowytoqmvbxilzsfsiwsyhvi,1.0,AL,Mxukubhiuulolz
57.0,M,4.0,1-016-653-2897,FLLLTEFZJ,Bke6401,3370483.0,Bkezlcydkxiikmcobiwjii,O,j,4.0,United States of America,m,616.0,401775.0,Santa Rosa,blgxnvuzneyfcgdyqeceoiczdbyhgcfp,Barnes & Noble,Uvhtb,1.0,ID,Shogwexo
91.0,M,0.0,1-647-421-8354,IVWFMFBCL,Otr6402,3109410.0,Otrjdatdwzcoiftsnxh,R,T,2.0,United States of America,,765.0,314018.0,Casper,Msnvmqqmrtjrmalolnulhtgtlnjahmmfohnsxhjetiosduaqalrizcgqhregpebmxbqmwmrilcrrhdct,DuPont,Isbaooaiugvbqbfitbzqciljxqtuhsprtskgfqmeeoqpvtrlqzgcethjyu,4.0,AL,ttedzgddjqxxzqpruwtvmzxemul
94.0,M,9.0,1-472-215-1837,HMHKLTOO,jkm6403,2864002.0,jkmsvsljwgh,R,,3.0,United States of America,M,823.0,,Newport News,Ancoloqxzbhhwcxwxfaiowzj,Boeing,GVDWULRHPYJVCSYGQSDSFJZMVSGOXAKRMPJOMNENNPGLGUUGMFVBKEJEBYKDKKKZZLVADWAA,4.0,AL,Qatalkxmphqlmjecuimvwsrsrgvh
18.0,M,4.0,1-155-741-6945,Imtos,Faz6404,324575.0,Faznidwqrnpzwc,O,A,5.0,United States of America,,339.0,72302.0,Tallahassee,qtboicukbhuxeudpujzygovfvhsloxkgrnbymkkqsmosmdyhvdahuzfwkgqdsfmylqoveowa,Pioneer Natural Resources,Wsnuvie,0.0,NY,Kwivhgaccazmrqthsm
0.0,D,3.0,1-929-113-1246,Bckknaakuf,Eik6405,3265205.0,Eikwxisrcrfsuwotwiuhnstwhqee,R,,1.0,Canada,,538.0,119562.0,Chula Vista,BPXCYDOQBPXOXLITITRQ,Broadcom,Jirnkxomarhwcwtkfvbhsjchgrefujljzjhgzg,5.0,WY,vkykcismrlcirvbbqyfdqbh
22.0,,4.0,1-962-251-4761,Grquiwlseb,PPP6406,3622880.0,PPPGMEVTIYM,O,,2.0,United States of America,f,579.0,407879.0,Charleston,WOMRQEBKFIWSINJOGJGPXWTJDNNXXWPAPBUKPMICJYZULONUOZUPURSQNRTK,Genworth Financial,Xdvdvdoaawqzwkueatrhiworruangpsewscdljtiuanbkferectqarz,1.0,CO,Bivnjglozgwxxkzsaunpfsyurtxt
91.0,M,2.0,,Butwhjprq,VID6407,2033016.0,VIDTMEUAA,O,,1.0,United States of America,M,598.0,,Inglewood,Pmzxehognipwncfkwiodfqdvbgefmyjqdqsij,Michael Foods,dhhcswllksmymwfftufpeqajasekaxigduwdq,0.0,PA,Xabwwfxalypywzwofmks
15.0,M,7.0,1-772-467-0844,XFHNGD,qbm6408,2975356.0,qbmpfewbr,O,u,4.0,United States of America,M,776.0,97999.0,St. Petersburg,,Cytec Industries,RTWEXGPVCMBDSFXILQQEMETLMKLGXYNSPEPDWOYTUBVZKUXVUHVBEXUWUNGEJA,4.0,WI,fteonubouiw
99.0,M,3.0,1-558-017-3559,jmjqmacxpo,Vyw6409,3207252.0,Vywecfofpja,O,,,United States of America,M,813.0,110881.0,Santa Clara,xauenxgqaoqwglbtbclcvguggseqzdlnhybavybeow,Spectrum Brands,Owevksbfuqakvqxfkmfopukueurebvfzlahwytdaifvztvcgsoqiy,4.0,GA,QMCGF
64.0,M,8.0,1-160-547-2169,,sbe6410,2331671.0,sbeirkedkvcxo,O,,0.0,United States of America,,453.0,254910.0,Evansville,YSCFPUMCMZKAHJTOJNGGQIUAJQGQWPHJTQQQPJCEARMINZEVGKJ,Windstream,CUBMCVEADWCXCCWSVAWHPMHBRGWGAEQOGOLJMCPYDQHMUQTKCDHQODJSPAVDDDCZAKT,0.0,Saskatchewan,zcwywjubxfegu
92.0,U,9.0,1-253-098-7601,Ytjbmgin,Rae6411,740222.0,Raedoduqhgzgtiyngowstlvelxprja,O,,5.0,Canada,M,591.0,218714.0,Tacoma,hitmfopjieadiaksrllwgovaacbzumrpqirhctusobcbpklhvuiyctni,Toro,Uxxqarwmhkfsytehftuanupzomqnxcec,3.0,Saskatchewan,cnxsfsudkbxmtrnftyfnv
73.0,W,3.0,,,QGH6412,2795704.0,QGHKULVNXMKCHUWTXFTOT,R,o,,United States of America,,603.0,189454.0,Colorado Springs,qamehfvybgggshftblzhodrufzdddkoiwibrguvsxtdjljftazwblatcjfeqhyhja,Phillips-Van Heusen,MZFKVISLTVVJLMSWSRZIFLBHZRHQJXTPYXMPRDHUONOTOBNPVRDBXAQEVCPXFXTZAUFXBUBNKWRIZVXD,3.0,GA,Lpudhasijwbmpx
88.0,S,7.0,1-165-417-1680,GRCCWJHIL,ccx6413,2488379.0,ccxkoogxzpxqicdd,O,t,2.0,United States of America,,725.0,189091.0,Shreveport,Mblvluxztlhzxpirqytmhthrbjqferwfejakdxkopncphtidiqfpywftblzhdzssjnjshwtptmmfihlk,Becton Dickinson,EWEKCDA,1.0,PA,EBIBGSMACKNEAIEPZYFYORKP
26.0,S,5.0,1-607-785-5846,Bwipbnshokl,CSP6414,2948180.0,CSPLUWTMPHCCKULMOMSTXMG,R,,,United States of America,,843.0,396627.0,Ann Arbor,Jpceuxlxxdv,Watson Wyatt Worldwide,Eeqsjozcbytvkrshqxcphiegvwgwljnmatncjkyyjwhaovqdmonhwoworlasmquvhieszbj,0.0,FL,QENLUGSIN
73.0,S,8.0,1-308-310-5101,Pqojsyrlvpb,hxk6415,1865727.0,hxkorxyiuvis,O,,2.0,United States of America,m,,163883.0,Thousand Oaks,Foptsnixriwutxfwkbpveqcxxeeeqemuswwlqavcemocbdbhgzmnacagiytg,Waste Management,UWWIBIFUPTYFYXLWCEKNJBCPKDVUBPJODSMRTDUYNUVFOIFNWVRFSBKUIQGNKRVAPWXTH,1.0,ID,MYNDNBCSFBFVENOFUGEJXGTZQ
,M,3.0,1-677-531-6471,hduhconj,Xqf6416,2966165.0,Xqfjbcvuu,O,,0.0,United States of America,,642.0,124243.0,Madison,FCQWCKKTTLQKGRLVDKLULFISYNLLENAXURMACBBMETHZYQNRWRL,Expeditors International,Aksluttntymjgexqaawszfasdcdwkaolcvcjvklg,5.0,HI,Fgqazqcbeyninftnlwxvd
48.0,M,7.0,1-684-601-1168,Meuafmdsk,LXG6417,3271180.0,LXGRBPS,O,,4.0,United States of America,,748.0,124237.0,Chicago,yrltfrwmrsipfjwejfaeugwfqecvcpupgpldxeqgyefgojefpgdwdfbaopb,Huntsman,Qqvuatevjyidonvchg,3.0,CA,Abywhsmai
83.0,U,10.0,1-329-758-4502,qiqdyv,STX6418,2124291.0,STXQCQEXWMHTQNDFPOZZOYMVH,O,,3.0,United States of America,M,782.0,19872.0,Overland Park,zyjhssestphbxxqctqwnrnzprk,,Vbugn,2.0,DE,QYOVHOPDSAOEBFMYCDNVABREDEF
49.0,U,10.0,1-857-006-6727,yhfmstesp,Ecu6419,3221485.0,Ecuhdmyvwzukrhw,O,z,0.0,Canada,f,,344763.0,San Bernardino,Sbeomsohqccaegoelpxkxcykdpoolwpiksxebwlavuqiluqrzdrysrewtpoivdtgfgfpytfmkc,Collective Brands,,4.0,Saskatchewan,Bvqfmugdzcebwdrkiz
61.0,M,0.0,1-260-645-7565,FUBXRNN,Xtn6420,2005775.0,Xtnaitbxqplwffotxmwxifgiecat,O,,2.0,Canada,f,617.0,415688.0,New York,sztsvmngakydgsltcxjszablqlfrkubnhlpdifosyfximpxqajbknmdnvyevqgvd,Molson Coors Brewing,Kakimltudrxvmadkzlicsizp,5.0,Manitoba,qlktspukbh
75.0,M,7.0,1-944-689-3923,Twuuoq,Yuk6421,2014555.0,Yukdiootvtihio,R,V,1.0,United States of America,,535.0,71935.0,Charlotte,hkyczkjwuzquvnzpegaoamiyerwyqirrj,Southern Union,venrqwtfhnnyasdgapzokeserqghvom,3.0,MO,Qaoswhfwrhbmkvdcczvqvsbjsz
28.0,M,4.0,1-488-497-6553,Agjxouzwu,Chh6422,670898.0,Chhfwgvkauevhgqtaezedbhzlxhoz,O,,5.0,Canada,,346.0,129193.0,Pembroke Pines,Jlwylnphyejbhypullajycosqgjjmmfclztgmviicnfzjv,Hayes Lemmerz,Wnckqgytumasqpghnpoygnqxagczfhhzmillzewndwniaprtlkyuuqosutxlemnsnlyrraywypvo,0.0,WA,Ouwimiibqewuqicjnfodro
100.0,U,,1-286-602-1972,lkutnr,Uoe6423,1666773.0,Uoesjlzn,O,O,3.0,United States of America,,808.0,493569.0,Little Rock,iewmlbyebunelfvpmyucfkmxwfkanhfskzuekgqtawgslwvizuvbymwbl,WABCO Holdings,NGAIICOHPPESNPKFBLTSFSXXEYFAUECLNDQMEPJWFLTYIWORBEBACYEHWDBZUUHBZNT,4.0,AR,Mrckmcbzsswokxfzqmbf
21.0,S,,1-797-384-2171,Zqejizkfx,Ift6424,1921347.0,Iftvolzwekcs,O,,3.0,United States of America,,633.0,432016.0,Hialeah,zqpbrzjwhlpflmflwd,Anixter International,zediqkvaogj,2.0,AZ,Agwzsdi
2.0,M,9.0,1-297-486-7160,Uhvyuvrpdxom,EGR6425,2977018.0,EGRKILKCWWWVLJLGBJCYFRTFALKP,R,S,,Canada,,751.0,286693.0,Santa Rosa,OHRNLAFGZADXIMGQEESGKHRLOBICXNQIORSCOYBQLIZG,Stanley Works,gjjpobalrfxtlwbkolcpsicwyqfycunotsbmfvdqegjfdwjluit,,ME,eseyxauegnhfxm
9.0,D,1.0,1-982-271-2128,Dylmgfqlwdqd,Apk6426,1335246.0,Apktefqkjjamgnqcg,O,,0.0,,m,840.0,331403.0,Las Cruces,khwomvtflsxaaftlljtkhuamvy,Publix Super Markets,fxdvyhvmhxbnncpeckbingtusbiyvlxlvolfxwjtoskdlwkpl,2.0,MS,gqljdygrhcmhqj
62.0,M,9.0,1-502-898-7479,Lpqfloq,XCU6427,1474343.0,XCUXEZIOUFUMHWWLQSVUOVPMWIR,R,,0.0,United States of America,f,551.0,334794.0,Des Moines,Sehoyfwbdpomfolxwwyixbrirmoqgskcuowyupihshycexthcwqerjlyecewbvnd,Delphi,luwfiadfomvxdfpixkvnbidrwmlyridamnbibyqzdrzekawjvhdxcpfabhrvppgbqsjajtbveyjt,4.0,MD,cjojmamp
12.0,,4.0,1-483-866-7263,Icallpcgn,zvh6428,1456957.0,zvhdfdfskluz,O,,1.0,United States of America,,742.0,264448.0,Sioux Falls,Efnwpnvcrkomlyjvjnwblofvbsugvwpei,Reynolds American,Iugvawdnabzqtamnlpjchuzrvwiuagngodvtibljrvougyrwutffecpjglahxgzk,0.0,AL,OLMHSINQHPZXHTETED
61.0,S,4.0,1-687-005-5098,ltfjtc,Sdk6429,3102769.0,Sdkddomcgncaqw,O,,0.0,Canada,,731.0,214524.0,Concord,splxrluegdxmuqrtzwsszfbbqsgbourycutgfbzhumyulpkahxprmtybwulafnsrvqdtimnie,Boyd Gaming,ZWYUWHOLFVLHTFGWX,3.0,MA,bouvcq
30.0,U,7.0,,Derifsps,mpe6430,3734021.0,mpehfrmilevmvgqgcdxmakasz,R,D,3.0,United States of America,Q,687.0,186787.0,Durham,Phlckhmjeduchcpnreqmpnqmjxierphjrmxcosfaoswvbnzbwavqdjwft,Watson Pharmaceuticals,Tkctbcxksgjmeqwrpxpnuktwwgwpmwcqxahpnqhjkdmnaxlzfjlakqjgwtwm,5.0,NV,kxicgnxksnkmkpdjkqplfvg
29.0,,9.0,1-015-352-9169,Rcdfp,wul6431,658990.0,wulolmbvxlvs,O,,4.0,United States of America,F,592.0,424461.0,Nashua,Tkarauuoduifmmijhgwocgucojywudazeqhxcjwvotqqjxigejxrbhmpkrjpvniqlept,Nike,DBKNHOXTREISIPJFOLFNICVGRSPCDBWLEWCRBPIZBQPIOYRUEO,0.0,ME,Fcomtpbdhijolyuwkektvgsodp
37.0,M,6.0,1-137-897-3732,Meuybugieb,mee6432,1160974.0,meejoafvfbomceow,O,,3.0,Canada,,806.0,70785.0,Oshawa,svbtvtlhhgqxwosxnjjlvxxlzjcwlaouwphfgcczyidwrmgpfbwsmqwmbpgzhugysyjrwd,Alpha Natural Resources,Kfracipllpzwivlgjzphlojqby,4.0,PA,rubkrdpndamdvgrbotycho
91.0,U,5.0,1-754-531-8591,Gcnhtmz,Yqz6433,97032.0,Yqzysuyuvabt,O,q,1.0,United States of America,M,658.0,376585.0,Grand Prairie,FNWQQSQQJJXZVFHAYPRDCVANBGNAPWINIYODSIUNYDFQLAYXUPUEOXFIA,Jones Lang LaSalle,ufqmpotrhroqxknsknptvdalnbhlfgmzhiuyklqlortevknmctgzkf,1.0,AR,xgtmrsboeowqjlorfpionfvtie
60.0,D,4.0,1-786-604-1244,NGORW,Aph6434,975718.0,Aphzlm,O,A,2.0,United States of America,,685.0,275721.0,Buffalo,tldimpleivotbftnwf,CC Media Holdings,Wneoycycxwnkjbsaewdxrarqqxmtgktfwtxwkuitvebadlvrpmnq,3.0,Saskatchewan,zgmadoosqvkmejakjngeqgxzb
97.0,D,8.0,1-432-523-6967,Fzsmvupkr,uhs6435,1206650.0,uhscfobhfouvcxxxk,O,f,5.0,United States of America,,710.0,379055.0,Chula Vista,Xplehigfebjdtpklzqpbcuktlgukdexadldmqtwkajwmmjiodhyi,Service Corp. International,LOVECEQKJLLWOHZBOQPWEFTUBVQZPNPOMMOOLVDSAAOLJEDVJDBZGHDDCWDTABSLCEKGCTAIJKBNG,1.0,LA,Olelyzxhzm
26.0,W,8.0,1-145-545-3859,epuqbbdwii,Wmv6436,1340148.0,Wmvdddsmzkmdrusgpkji,O,M,3.0,United States of America,,647.0,31819.0,Arlington,Xoeohsyredpqupgwdextsengqamallgegqdgztgtstetocdxpzzgsbwfinsfugbx,Health Net,Bfbnwdoxgplutirwtsdywpcfmfaqhxzw,5.0,WY,BSAAXVBQSCWIEDXTBNRMV
31.0,M,2.0,1-582-885-0480,Upmpbd,XUB6437,1096529.0,XUBQISMULCLKFYPHSFHLL,R,,4.0,Canada,,336.0,413853.0,Irving,fsgfihxwcfslaesidctibkdsqdqcipqmjxjvd,Bob Evans Farms,MFPXMFXAFJSINSPNBNTCJFGKF,4.0,SC,Gmlhibqhuznqrxsjxv
31.0,M,5.0,,Vpbysj,JWW6438,1068916.0,JWWBH,R,,3.0,United States of America,,655.0,67959.0,Victoria,GCVZIDAIZAHKHBQJGUXHLARHKEFCFTHSQCBSLAKRHRWCEQLDKEFDMKFMSPSYCXHEICXLLHNPRGXKWN,Windstream,DQDTSVAQGHGRPWUDAHQLGHQKXEYQGJAGPSZGRAGGEIOBSHDWWNDFINHHVYPHV,5.0,KY,tnoyrbxzupnggalqfhwqnclbs
