AgencyID,NetWorth,OwnOrRentFlag,CreditRating,MiddleInitial,Country,Income,NumberCreditCards,City,AddressLine2,Employer,Age,AddressLine1,NumberChildren,FirstName,State,Phone,NumberCars,MaritalStatus
Amv12587,2373874.0,O,475.0,G,United States of America,142525.0,0.0,Charleston,Qsvyivdigbvjjsyubbxzyc,Loews,35.0,Kkwablkqyppkkewltqcnngttwcegobhqzvyblflfkfnxtllfrqpwbqmzkjmcobqahysuprpqkrwpmq,5.0,MOUFNZSAXNIJ,DC,1-903-711-6957,0.0,D
Rae12588,865468.0,U,366.0,l,United States of America,383708.0,9.0,Hialeah,RMOFWFO,Raytheon,,Kprndbwrbwefutlnnxbkydmjfjfouwrcomewrqmctcffsexysxrsdxnrxlhqkqfzmmizcykrn,0.0,OSZVVHIUXKUVFPQSOLAZFRNOUS,NH,1-814-916-9919,1.0,M
Pls12589,1599055.0,O,717.0,I,United States of America,279533.0,1.0,Hartford,Ftxchifqucaf,Paychex,21.0,Edizejohzrybmtrlyvrxd,4.0,HJBKGTIIMMUVETKIPSUVDDEOTSXIS,MA,1-760-032-0096,1.0,U
Xhs12590,3368872.0,O,611.0,u,Canada,92425.0,10.0,Mesquite,ysqopbgb,Thrivent Financial,36.0,,5.0,Crmranshwalzuqyzbukravzovph,NV,1-434-440-0058,0.0,M
YPU12591,3880160.0,R,504.0,,United States of America,356026.0,0.0,Idaho Falls,TEHJDJKUKAOUZPJWGVFZUHOCBDNPEOHVHLJDSQXGFPOSRWZHCFUGFONOJT,Reliant Energy,98.0,UIWSHAPHBKUHWSIZUVNVJTAWJJCLYOCVUBOH,2.0,ypcgnbafmwt,WY,1-889-757-9923,2.0,M
AYD12592,3702688.0,R,,,Canada,380676.0,4.0,Brownsville,Rulekvfxpaslakxcbeilnasrgreysqykranxcylasclgjnfvxipdyznvseimlyqqizck,Insight Enterprises,33.0,Bkcdziriedjuqnkptbumlrfjnkxubftrtxtxcsojabgtwapeezwnwjpalpdgkwvocekn,1.0,xpdfnsbjvcfpbo,ID,,3.0,W
Hha12593,380560.0,,524.0,F,,305934.0,7.0,Hartford,qpkjokmxcrptgusfbinttruijpsbxhhcpmfoeyzjkmnlvbtbhzxyvfewnhplbcnt,Diebold,87.0,Tmuftgdiuzsxizoyvikhkjbng,5.0,UOEMDSSOHMO,British Columbia,1-931-234-7638,4.0,U
CFK12594,2491448.0,R,660.0,,United States of America,,1.0,Arlington,Ycjswdsqlegmofbkxnefdbkpuvqdydmgcn,Aventine Renewable Energy,86.0,cviyz,5.0,dzhnmzlfgesooxehukt,WA,1-247-407-0004,5.0,S
Umi12595,,O,714.0,,United States of America,286868.0,0.0,Durham,isvkphwzwuphsivqajzcmpcdvokssxbjazzhioot,Eastman Kodak,22.0,kahgvgsaqxbddbpnpgzwkiddssrjdhhcuocfhounqovqoglgyhtspxfutpogv,0.0,iegqbznexodrxey,OR,1-724-111-8054,3.0,S
Kar12596,771824.0,,439.0,,United States of America,214687.0,7.0,Sandy,iyopmqzjsnbvzhjjdzxddyttjgkxnvlhihcihjatpskfn,Sally Beauty Holdings,55.0,Jpjblmelsoqvxphykuryqsthfwgpktxnbsnyurofguttwwzcyehcimisakbaaaexfnhbbm,3.0,Tqpzrewverrtkglwjgfimxiukn,NJ,1-999-209-4584,2.0,W
VWW12597,596419.0,R,847.0,,United States of America,495690.0,0.0,Springfield,Bbygrckfujywztzwptqwpwzeoupgegvftjrbuaouyicscwlgkpx,FPL Group,82.0,lcbxcxmsccjkkekkncvbyrwqqnfxtzmhjvyipucsqtcgstc,0.0,Emksvmj,SD,1-921-385-1624,4.0,M
Gaq12598,2550527.0,O,782.0,l,United States of America,230961.0,,Vancouver,acyekhknfclxwhfymflnqvzwugworvrvtppphjn,NuStar Energy,91.0,HGCRDNM,2.0,znaiiiwsbjfwmv,UT,1-354-847-3192,3.0,M
Dfy12599,2556730.0,U,,l,United States of America,292276.0,0.0,Moncton,insulpgjeocxvmwcjodw,BearingPoint,12.0,Sgacdfyyifjwjiycj,1.0,Xcnjlqcgrocjrvztmjhxgmguoww,Quebec,1-534-346-8980,0.0,S
KQO12600,3151534.0,R,848.0,,United States of America,20767.0,9.0,Sterling Heights,Whjvehnzzkfsmbhlas,Nucor,74.0,HCHMFBOBQSIJXJHNZBLNJTNPKMKFJOXVPXQYJTJMYXTUCKHXTISKQVKFAXPIHMCCK,0.0,Ifwtm,TX,1-102-001-6022,4.0,M
qyl12601,3534808.0,O,501.0,l,United States of America,52871.0,,El Monte,Jmcyepflquminxpewckzjljmpetjtyakcjtciskyegvttomhmvijribm,Juniper Networks,15.0,Gzkxcltqmgcviohatgxtb,,Udwooluiuafne,Prince Edward Island,1-277-881-4721,2.0,M
Tnv12602,1777378.0,O,546.0,Y,United States of America,77876.0,10.0,San Bernardino,Rssxilpsvw,Liberty Global,53.0,PASXXMELAEIMMUQIKYWMQGKMFBLKTOPGSVVBWHZNUIAEGCVUAAAH,2.0,Mfvwjmh,KY,1-792-725-8657,0.0,D
Ays12603,1056588.0,O,625.0,,Canada,,10.0,Akron,Gsamezmxlhxogbqrjkasizwkyjiuvjwgeuuephiwztzhmyzkwy,PNM Resources,8.0,qlmmjihkszjwvntjcmkmcqjlrtzhzwucuvrqrstgsbpjwcluaxqueydsrvmcpddvzcmzkjrququqmo,,gzooxjkelijrlovys,AL,1-162-144-6001,2.0,M
VEG12604,2388554.0,O,498.0,,United States of America,315147.0,3.0,Saint John,Cqhzrbvithukgumuxirarvelbzwsueg,Shaw Group,34.0,MWHTVFCMRLQTDWWSUJIVVJDUXHBETNZOIEUZLRLEPOOYAKZYY,2.0,Smrubmmksemcgzxpyzjgzkeikjk,WA,1-055-300-5019,3.0,U
GHO12605,214901.0,O,571.0,f,,274826.0,6.0,Wichita,Hmeguqbanfsekuzztozu,Applied Materials,99.0,VIGRD,1.0,NBXCCG,RI,1-176-507-8179,0.0,U
YBR12606,1409447.0,O,581.0,,United States of America,343612.0,9.0,Modesto,VCSUUARAPKUIJTAGJNKERIWSTT,Church & Dwight,1.0,dbqzneexjlkfwtutyrdnvygsdyhszlzcwokggfikfswvjcohoizfmtnojqwfhbjiisofxh,1.0,Uttlggmaswxloeqlwfop,Prince Edward Island,1-260-961-9336,5.0,S
Jtw12607,2104652.0,O,381.0,,United States of America,59218.0,,Anaheim,Fkwkakxfwedqhsomnpcvffrjppqvbbsfgqcrpuumhkcjmkrpcqdaaxf,Amerco,43.0,Jtofdxhlbfswguscxtqbxudrmxzyfnzeupwctehhavitbtpohrhgzjsakloomwojfxzkxaotey,2.0,njppyvawiapeagirv,NH,1-122-549-5637,3.0,M
Gxg12608,680511.0,,656.0,,United States of America,228247.0,8.0,Glendale,Jujtmtmapumotztvbyaehpoklcicickufimxmsmswshmbmpnefvpjyclomeozzmpxqxmaaphm,Graybar Electric,63.0,Nebudlnukhsibjwpxwanvhodjewvvuhkeulmiazgufusverawukpllvhnnwltngghehbcpom,5.0,rkjxuxfdcusuxjaivwtksfivqjyecn,MO,1-741-476-5373,3.0,U
Nbg12609,2744187.0,O,588.0,f,United States of America,440134.0,4.0,Kansas City,Vjxjkrtirigjkutchknbfhuueqqkvaixirxheovbrpxhnojwtcrwdxjbmlgolwhklxrfck,Pacific Life,37.0,TWHNKUP,0.0,uuxihbsrcrirhwmsescip,GA,1-696-139-0609,4.0,M
MPS12610,1549533.0,O,726.0,,United States of America,392044.0,2.0,Shreveport,JXIAJNGODQUREGCZGXMQQQVAJUCSNRAHNGNCPZIHLFVRVLKIAKW,Temple-Inland,81.0,MFKEINXXQEMAMNDHMYRXBQKJFIFBYWINYPOHPJXFPWFPHHYSAGBWDEJCLOFKRS,2.0,HBLSQQG,Nova Scotia,1-852-579-6556,1.0,M
Zjk12611,1498341.0,U,569.0,K,United States of America,436476.0,5.0,Irving,Ztsdotwvfcajtlhkfyygmgwwahupvgnjrtxhbcjhdlakmxkkzdbtvtlwmqgtfrdmvoyxf,Universal,99.0,Eyupqxypvobmntfllgpbvghzrgvgcdpeurdjdwgnimkjqcbexbtehygxqxoqknclzpmq,2.0,ONPNWGEAYJAUJXYQBW,AZ,1-796-873-7488,1.0,M
VEL12612,1946343.0,O,582.0,h,United States of America,436217.0,10.0,Idaho Falls,Anqtvkyeuemfldlwntwtpbysrtnsckepraqajffwsjf,Marriott International,61.0,MAMNEKSKCLAYKFAPHMPQBYSBHIEDZRWOQSVE,2.0,damttwthwn,TN,1-093-203-8629,0.0,W
Zuv12613,2741737.0,O,782.0,,Canada,133138.0,7.0,West Covina,tnkbrpyjdzscfucqxxfcududkgigplysldepzyfefeaonnwmlftjcuqgijwximapcczlqzzajvcx,Corning,62.0,Umcttndnvmwihcy,0.0,Ecmdkzyboqcxoqvuvgqxqxz,LA,1-184-969-1729,5.0,W
QCU12614,1840018.0,R,571.0,R,Canada,114222.0,2.0,Boston,GMAUAZLXTCBALBDPKRRBQTQTOAGZGJY,Pentair,,Vgmxdwrmjkrmdfrvdnzdezlrcubgvojpdrvrinaspbt,1.0,Rvbxehvuqlpcfedj,NE,1-148-747-4407,5.0,M
Uri12615,854252.0,O,453.0,,United States of America,10067.0,3.0,Dallas,wzrtdojwnkvvteyqatcvavvgbqemcayqszdvgyecnyjprqddasybtsdxvtgsikys,Lincoln National,76.0,KTXVLLTAJREALVRKXXQSZBMEOMQBBTHXWPGZECIECDTZ,1.0,Qkxjqfluftzslbgoh,WY,1-378-654-1218,5.0,M
Abq12616,533211.0,O,534.0,,United States of America,374724.0,5.0,Thousand Oaks,zulzbebkhjphhonxfrnuprvljdsl,Capital One Financial,,GOVXSJWGXJUQOIMQBKXIVASVEPEBM,0.0,Jeddw,Alberta,1-198-133-7587,2.0,U
yrj12617,3323163.0,R,800.0,,Canada,53909.0,0.0,Oshawa,Tuhqjsrwxolymqviqsiqwqwyntosnpksehfvekuqdqflunuqoavtklkqj,Buckeye GP Holdings,39.0,TLHCLN,1.0,DKKRPIRGXIIMKVULIWH,OH,1-829-737-2683,3.0,W
Imf12618,2931426.0,O,369.0,,United States of America,133126.0,7.0,Augusta,Ivtcuecyoqrbewprdbnotqowsnpmzudwguqjcd,Southwestern Energy,45.0,vzffeqoastdkukesqijvcyyqmsoouvbrumpelawgbmdtzfpvciwbchlrycvaaslicsvmmodtpijebqjw,0.0,irsadetmwanngaeqkz,NE,1-254-390-9241,1.0,M
Jgh12619,3770282.0,O,645.0,,Canada,469100.0,8.0,Torrance,Npmywokrbzralligbvpbprgdoegch,Robert Half International,44.0,GJMOEHUBQLGGWEPKLOD,0.0,rvmrtkzvwii,WA,1-976-770-3245,1.0,M
mjb12620,3075381.0,O,801.0,,United States of America,473953.0,5.0,Waco,dffmkqqyffnuyeiwrkyllvbasqvpgslwgcthbrptmmmjtqhwnmarowqceaebhckkewks,Devon Energy,23.0,Kegcqnej,0.0,XGORJ,MT,1-304-538-2815,2.0,M
qjn12621,,O,512.0,,United States of America,484921.0,10.0,Anchorage,Dngym,,82.0,wmhufnyirbxjozrjtithuvosggmwepjbeewdcmerymvf,4.0,Cttbbobezuillrmwmtlkoxxi,WY,1-819-406-2196,2.0,S
Qhu12622,3102055.0,O,582.0,q,United States of America,,7.0,Great Falls,Zpxhmemvaqe,AMC Entertainment,48.0,LXGQEQDKJKJCGIWVQSDKZKHVJHULYWDEWJHHQJOBXTYDPCNSLAGUI,5.0,AJFCFVJZFYUXWVVTVOZOPWCOJFOPP,UT,,0.0,U
Lcx12623,3409322.0,O,539.0,E,Canada,234886.0,4.0,Chandler,smtevyuydhwxapamrfqqelnvrtsgjxuxsvpbhqevfcuftsblavmlerapxojixjfnimcoeefwocjrny,Teradata,50.0,Wghbzlohjlbtwsfhpaphbghvxcbknjiwwylgvztwfrbzdomrxq,1.0,Wshmhyxbafcsck,NJ,1-782-090-6397,1.0,M
Pjj12624,2021753.0,R,522.0,,United States of America,85822.0,10.0,Palmdale,,Hewitt Associates,45.0,QVQEQCIGPWLAVXRLKVAFXTQZDSUXIZPOEYKENHVDFJWTTHVPVDXQAJAHFSCMIBOHEYGGV,1.0,FTFEVFCIWXGYMTIESTHFX,MI,1-977-711-4848,2.0,U
wka12625,769512.0,O,392.0,,United States of America,14742.0,10.0,Lansing,Nhlwsqcmftfwkeacvdkplbsfkouxgbeebthrbxsovtcwzsxffauishkvgxainymuprdunfql,Medical Mutual of Ohio,53.0,xmptqlgnyzyumgmfrhngomvhixmqhrdzbomrvdtetpoveo,0.0,Teibm,British Columbia,1-130-451-9030,4.0,W
wwp12626,3223787.0,U,438.0,,United States of America,250402.0,8.0,West Valley,Btqvrpupmdwfiiaolzjpnrdlmhapisxslpdvfhbhkcqavzpebgmvcn,Belk,44.0,Bmkumphplfhoxtunswqozqqugepyvcarfhuhxfzydsorpunhmwq,4.0,wvccoaxluhxeqg,Quebec,1-583-419-3411,2.0,U
Itf12627,,O,488.0,,United States of America,265027.0,0.0,Garden Grove,Bjircut,Equity Residential,66.0,IQWTDKXEFFXRWBHJSMZVIHFEWSXFRCEUAOLRZMTHAIHDEROUA,0.0,Jiibgstcvgxgy,KY,1-278-542-6457,5.0,U
wee12628,3976620.0,O,839.0,,United States of America,491967.0,1.0,Chattanooga,Hixjloffnampjejldjcsstczofdecbcjqwynwamovzprcguijqgunkxdiaiccwtlpezsgavqbz,Rite Aid,97.0,CRUWZNIPZXFPNCIINECUZDLTL,0.0,PGJFCIXHNGEAOLAYOOGGC,NV,1-168-427-1876,0.0,S
NGL12629,1231877.0,R,807.0,m,Canada,493951.0,2.0,Bellevue,peuknpkyxegqmzyyzkbmyfdbluz,Genzyme,69.0,Dehgjjhffkphreypkepuvxlfekblrjsqhgjmlkacifwrccvpng,2.0,BOAPOTDANW,NH,1-065-193-7202,0.0,M
Lua12630,1493572.0,,804.0,O,United States of America,256007.0,5.0,Little Rock,Dslsatamrzrreliotjiefiolurscgtkhzcuwjjoaw,Sara Lee,,,,qkkoowpjljgs,SC,1-136-195-8513,2.0,S
Sze12631,2466177.0,O,557.0,H,United States of America,266103.0,5.0,Milwaukee,,Bank of New York Mellon Corp.,61.0,gueqberbhhnzqqaklopcjnmemqjiljpaxcdqnivte,5.0,Xulyzhpnyjliavvalh,FL,1-198-701-6944,1.0,S
Nei12632,3498970.0,R,417.0,,United States of America,469778.0,2.0,Rochester,clpiq,AFLAC,74.0,CEBTAUSTCJVQHVNSQAJI,1.0,pphiahyufxqnqprlhdlbgac,WI,,0.0,U
Jgy12633,,O,,G,United States of America,227532.0,1.0,Wichita,LFMGTOGKAZHWFRVDVQDYDGSAEMRUKKJYNMQNQJL,Retail Ventures,89.0,opzfnbjbgqh,5.0,Fephxlggofpvxsdibipd,AZ,1-233-212-3813,0.0,D
Xip12634,3236911.0,R,344.0,,Canada,88821.0,8.0,Norfolk,Awroiebkdywibjl,Vanguard Health Systems,75.0,AHJVUYBRCYLTMQICPNJOXDGSP,1.0,Tjqhkbud,NJ,1-711-662-6937,2.0,U
Nhi12635,2476046.0,R,740.0,W,Canada,119406.0,0.0,Wilmington,Ttwxniaahmgzmirwsehbwfdsdx,Lennox International,26.0,Iwbpqgtyxgxocajvsyjpoxypnvrrtnieuaadivmpgheozeyhhduauoesv,3.0,Zgkhspmkrhepculmgpqsqhsuekap,DC,1-299-512-7471,3.0,M
UJE12636,858358.0,O,520.0,,Canada,151650.0,5.0,Santa Ana,Idvkrdfuoxhzvmrccvdmowiurmwlkyr,,54.0,Boridjqqbmndmlnnyexnsdalukterclsvaoudzygdagmptlnrbaqvbmxansfw,4.0,qspulfwzma,ND,1-976-892-6383,5.0,D
Zus12637,3105502.0,,316.0,,United States of America,334332.0,2.0,Evansville,cnxjixgfbxgdsduhbbpgjotgdpipdftroujbzbzuiargcdtduvqlndxbjygcrug,,49.0,wnejkhteoketddloyxzavmqx,3.0,dreyjoa,IA,1-283-879-2927,4.0,U
qjx12638,1404809.0,R,541.0,,United States of America,428808.0,2.0,Las Cruces,Bfyownxdutbt,Granite Construction,,rzyjjaizzhizewmhmgckxurqtxrtyjzpynrwexvbjbjewkdfgrvpvepniuwojqnkxlqpbd,0.0,xbvgjxgkvsqnyisaekfzc,OK,1-828-010-3240,1.0,M
COQ12639,2581468.0,O,454.0,T,Canada,103439.0,0.0,El Paso,RYGOHNNXWTJNGHHELNZOOMUWOAQWJUHWPDSSPNSSLQMMVHLGNIALYNSYKPZQEDP,Nalco Holding,63.0,Xscnpugwgwtumxogtbbrexuysloffadgpozdyjyrkkozm,0.0,Dylkvlapkz,IL,1-155-599-0811,2.0,D
vtz12640,2631012.0,O,488.0,W,United States of America,359203.0,10.0,Hollywood,Rxkblipbpypto,GMAC,0.0,,0.0,Cgjrvwp,NH,1-606-375-1294,4.0,D
Rcd12641,1035377.0,O,360.0,,United States of America,417367.0,5.0,Pueblo,TLXRSIBBAXYOTHNGKDWLWJNNJPDFQGHSFVRVDHPCCINHRRMFZBXSEMKSPNM,Exxon Mobil,68.0,Sfazfmqaalalruraqpsfqiowjulraflowaaxrhquqrbtqvawrwmuvfmkajkfperrvuqfbyl,3.0,Hxldmstjeee,ME,1-564-757-7840,4.0,M
SHW12642,3361053.0,O,809.0,N,United States of America,78119.0,7.0,Pueblo,UCHDCTOTLLDLKPZMOJIWDADDXZYWQAOIFRJSCAGQCDFYXDZMISDJHVOIX,Charming Shoppes,26.0,luaprojckid,5.0,Pueiemhvvsxqrgafjfinwaqy,Nova Scotia,1-007-227-7349,0.0,W
Gcj12643,310683.0,R,678.0,,Canada,117010.0,7.0,Mesa,MMVDZCGAWINMB,Safeway,40.0,TCWYPTBHWDUA,5.0,Hbzdlvuqybrz,DC,1-166-883-3084,3.0,U
OJI12644,3422417.0,O,311.0,q,United States of America,271289.0,3.0,Fairbanks,Xbaxwrrhisbvuqnhhdgmsgfdugvmfknhgvmtgwiylicsoyagnyjdhpaeavcmkmbho,Mercury General,61.0,vugnfmjustawtuzqmlchrplcekejynawxejvjkfdwtffr,,Etnbaazxfqxi,Nova Scotia,1-527-199-6675,2.0,U
BHW12645,2374028.0,O,474.0,S,United States of America,246532.0,,Corpus Christi,Axppuwdzjbsjmszauycanuhnpdjhbqkauilixcvdllguvjrlliddsmbopptfrogexexgvca,Liberty Global,1.0,Tcxxqlximhfpwbtvzgewcjireklupskohjjonhscwssfzzmkmnhq,5.0,Qevlwjt,SC,1-516-970-4709,5.0,
YBD12646,1313599.0,O,717.0,H,United States of America,172724.0,9.0,Rochester,MOZQLEI,Dover,77.0,Ephoawwrcvkknmpgpsymwfyosetgglvz,4.0,HSLEAAW,MI,1-351-335-6485,5.0,M
Ztp12647,267716.0,U,520.0,,United States of America,47983.0,4.0,Fort Lauderdale,Mruxaecljekixwiqkqjjsxujxvaaba,Holly,67.0,Huscjtfowrdwiolqzdrbqxrtodzibbwktjjorqbcq,4.0,IRUTHLIZSOZCSO,AL,1-630-914-2946,2.0,M
Psf12648,2730746.0,O,329.0,,United States of America,373307.0,,Newport News,Yidxwaukisgxyjvwhloechbgjpjfreiqnpnmrdnggdhduipxje,Mylan,73.0,CJVLMDXKHEFLCRCTKHBDJKEUDSWYLUDDCPXUOXIUPQQZMILKAUCP,5.0,tgupaiijrywyidodqk,OH,1-957-095-9892,3.0,M
Spx12649,2392060.0,O,725.0,w,United States of America,473576.0,7.0,Hampton,Koqtyuohdbroetxtpcldtxswiifvfjjncxmqurdmfbvnyekbqiaelrhrameuvdbnp,Cimarex Energy,23.0,Ycagynymhlarelxbxghdwamoojmscpjhkkrhkoozzrhsekbxljjlupnmetsmcqzowa,1.0,CSRYSNLZXJAGOWQPOQE,AL,1-898-104-9173,3.0,S
owm12650,11694.0,O,339.0,,United States of America,110597.0,9.0,Thousand Oaks,Giouvjuhvtmqdjmpwwfsuxhlxyqsuopdudgh,Marathon Oil,88.0,Akudrduyoviozrnwjqrvxonacgvr,4.0,lwtvlhbongwosluwj,AK,1-438-476-4109,3.0,D
uun12651,1595504.0,,,,United States of America,441418.0,2.0,Worcester,Afsehspviovizggzsqxdzphtduaprggyk,,0.0,USHMMQDFDJLHIMPBHSEQGIZGJVSTRAF,0.0,MRKCUINZHGDJIPWKFLVGH,MS,1-832-753-9764,1.0,S
Rkh12652,1858156.0,R,362.0,d,United States of America,260119.0,2.0,Vallejo,Isuotgekensadzkbkitpqvlaikwtecljhef,Gap,87.0,Itrvvuwctxbbgrabhztqsqvwkbturfujonthcquundnrpnx,4.0,Lpcjfvfeyhact,VA,1-164-334-2885,1.0,M
Iix12653,2408413.0,R,643.0,B,United States of America,465678.0,0.0,Vancouver,EMVRXATSMODFWFVGV,Northrop Grumman,24.0,Wqwqpwgnlc,1.0,Ytdymqtuykljmjsblwslhsqhg,MS,1-249-364-9405,2.0,M
Yqj12654,2316667.0,O,343.0,U,United States of America,194993.0,2.0,Columbus,vxbigwvzprasltqktprfdlhqknexfoqhxuffmitnynoospmsxmqsbnmxpceatxelcvnsf,Eastman Kodak,99.0,YOJIFFMNPSRLBPSWGBWIIOMBDH,5.0,squeukwyfqxrlkgexfsqbfaqsejrn,TN,1-135-293-9391,4.0,M
Osk12655,3440540.0,O,650.0,,Canada,483779.0,2.0,Lansing,SONRQYYNZCIOGMMBPEIHVUOJECTOXYVIFYVMFCRXSZXLXPHSPUUUMREHAFZXMTSJSM,CF Industries Holdings,42.0,Qtytkxwpirnurhrsdnip,0.0,Otiqcqhtl,CO,,1.0,U
Keq12656,3718526.0,O,599.0,,United States of America,311684.0,3.0,Sydney,jkkaialoyjjadqtesdfwwfttwgvjjrazzfgpkrqkuvtirlmcbtxxphfqotqygbscixgy,Washington Post,100.0,Gfgzjnooukcgcdnhhntljjekktubkpucjxorujulsbvsxvkylevjuzgp,1.0,udkqkvraokxkzgbbrhbkzogn,RI,1-992-084-8892,0.0,D
TRQ12657,1019061.0,U,600.0,Z,United States of America,262664.0,9.0,St. Johns,Uovunkbqlrzgwscduyxhurwtbfqcnknhuibetcetfbzqn,Duke Energy,89.0,gvqhkm,4.0,SYHFJEKPPDTIYDKIOAFODKE,DC,1-978-608-5101,,S
vin12658,1530929.0,O,402.0,A,Canada,237848.0,4.0,Hollywood,Yvzjrldukebfxglbjboweljrshpdxvqpwswzywibpeuphkyqtelwfofkbagllmtcwxlbqbvcvnfyb,Torchmark,8.0,swfouxhnniwjtiebxhxjmbbjgfjajqxlfdndolddfvbxvbahudtbgtoaqsyoyoeyukztfblwutyqkf,4.0,zklexxsvwhxszsdzyt,CT,,3.0,M
Bar12659,3162544.0,O,371.0,Z,United States of America,406855.0,0.0,Cheyenne,wlkjewgcgmubtvlktwbubzdicstelfowmgcttwzxnuwgbmbcxrxcfvbsuqkkcnssgqpgveka,Plexus,25.0,qsfgkldtyzeqjpjcvuputapbco,4.0,Fhojgqjkswbp,AK,1-225-894-7879,0.0,U
Qwr12660,699486.0,O,805.0,,United States of America,427884.0,4.0,Atlanta,Qstuifaohcezhgakychmklrvjvkocafjqezhvuchulpbfdqxgnejnepkazarnujmjokkhcpa,Pepco Holdings,,vxeggluvxwdxddyewxrxercljezdoxaoymdgcjsfxlbtnrjbasuer,5.0,FJKBGLPTOEIIJWJ,DC,1-828-223-8454,5.0,W
TCK12661,2833795.0,O,337.0,a,United States of America,293062.0,6.0,Augusta,Npgljwkcujtuovbkuszmgovhkzcggkxijogtxupvbaetvfmvxiyhacyrsaeninxlhwupbciujnjb,Cablevision Systems,62.0,qsncyvdiszpehbnojcyjwlgehhudvrrotygwiituenl,2.0,Fzvtsd,MD,1-831-324-5837,3.0,
Ddy12662,3983787.0,O,799.0,,United States of America,277536.0,1.0,Worcester,Udlvariquvppgpwbrppgibpspfremdmvtsayhsuwoinklgpwilgzn,Cephalon,54.0,Cbkhpuvnqvkjglfdhsthsbyrncrktlgegvjjurbyovngscloxavupegoodhjneilmzmf,1.0,QQXALKEFWOYRNUACPEIFRZNRW,MT,1-214-443-7026,0.0,S
Hlj12663,2410919.0,R,762.0,,Canada,282364.0,6.0,Windsor,jpmwuiwamdosbjhnmszumprvkewspyumbvypodfgmsecnskoyygftrvuoo,Parker Hannifin,55.0,lhhhniprivdgplolibuvggdzsvcxbfdcjcrfcrhtqpmkagmgtahzpffjhuryrnnvoxcfqduaarcco,,hkqltajnimahvpgvhrqhr,CT,,3.0,M
taf12664,3515508.0,U,500.0,,United States of America,87218.0,1.0,Louisville,Gnclzlquoemsscahdqeekeqtuzlquu,El Paso,60.0,aonhicifpjaqhxhawygoumbnhngfbahnuylapwdtgnp,2.0,rxgncdx,KS,1-345-783-9119,0.0,U
urk12665,,O,809.0,,United States of America,496715.0,4.0,Mount Pearl,,ConocoPhillips,46.0,Ezfauvblstcelmsiusasiafruhqiejlzplysusbsfryvhccqwjmwcngkqcgzgliiba,2.0,Gocfaxckxicrthg,WA,1-092-385-9957,4.0,
Weq12666,2115766.0,O,706.0,,Canada,203136.0,9.0,Washington,OUOUILR,Alaska Air Group,27.0,,0.0,CMWKBSFOKV,AK,1-480-103-2286,5.0,S
wtn12667,560152.0,O,413.0,v,Canada,289638.0,6.0,San Francisco,DWKXHFLKUBTJNPAGAGYOUAFNGNAKWCYCDTXBQZTXAXMA,DST Systems,46.0,Xyewfhhcozagpdyuafrguhnmyxfwcdsqnkhgbogkknptrvxpkanftohoqmxcqtkcpsg,4.0,wyzqklssjfrnsjunxlo,Newfoundland,1-436-153-2535,5.0,M
NBY12668,,O,570.0,y,United States of America,220331.0,6.0,Montpelier,GWFUJJHDUVRPQXFAHDGJTSXUWCGIVAPOXGNPTKQZPOJSBOBLJSTFGQCFWLQT,W.R. Berkley,57.0,,2.0,txulnokibyuvwxjrfttbc,Saskatchewan,1-680-715-8462,0.0,S
fao12669,2551467.0,O,343.0,x,Canada,492222.0,5.0,Hampton,Bcnaeservpvkiigliqpo,Washington Post,84.0,Tlvwiaiznwyefqitmkooxjqsnxelxmojri,3.0,Vhkykgrykpekgnnbsybofpwx,WI,,1.0,U
ZII12670,1820395.0,O,503.0,g,Canada,384607.0,7.0,Sacramento,wfjwaoxfhimowwttllvobqmvguyooodsgxktgykjwxzrclnbmhpt,Oracle,26.0,OOADNHTCAZSKKQREQZKQDYOJRMMDMOHULSRSQXHIDUMOARZSSSGCHFNPFDWLCSXBKJ,0.0,Hbtjsvfonkyluhfrsdcfiqa,AR,1-574-764-2311,0.0,D
Usr12671,,O,302.0,,United States of America,345356.0,,Tallahassee,Fwpuvkfdmfasylkgumkgqgrlgafyhxfrppsbnyivzshflsfkozustkvrkvwylcfytncoxuma,AptarGroup,86.0,hgmmvbvmblruhaczmodvpbnjigiebijsexntmcorengqdgejtrnora,0.0,Ttondotvkhdrafornnl,ND,1-212-120-7998,4.0,S
Edd12672,2556151.0,O,341.0,,United States of America,,3.0,Huntsville,Tbhwfduwqgxlarspfiokkcjcpocnmldztqibttavcmogdibltofgbhfdxovvlbopfbo,Regis,40.0,HDSONAGLXCIPAGJFPLJOCBWLOZITQBFKPDKDYLUUQEMKHICCZQBJRVVQNHRRBNEKDPGO,4.0,Natwcost,NH,1-423-613-5964,2.0,M
ber12673,2376379.0,O,641.0,i,United States of America,134192.0,4.0,Sacramento,Lpdyz,Legg Mason,78.0,Swjmahrmpasjvpmsezijjjrirbncmnchkjnrmcjnfdsl,4.0,TLTFMENRSOLJPIZIBBXPQU,GA,1-989-915-3207,,S
Ruc12674,2394348.0,O,465.0,P,United States of America,192709.0,7.0,Salt Lake City,Snszpsyqbjsqdziuukmzsexvjkxl,Synnex,47.0,TLSJLTIYFHMDUKMGADRBNLJCWQXMEHLEGMNDNZJHXNXPQPJRZEG,5.0,Bebyyvamcjggbancf,Quebec,1-472-735-6937,3.0,S
