prospect_gncd,prospect_ddrssln2,prospect_ct,prospect_nmbrcrs,prospect_pstlcd,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_ddrssln1,prospect_frstnm,prospect_g,prospect_cntr,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
YPU12591,TEHJDJKUKAOUZPJWGVFZUHOCBDNPEOHVHLJDSQXGFPOSRWZHCFUGFONOJT,Idaho Falls,2.0,gqrwxezu,,0.0,UIWSHAPHBKUHWSIZUVNVJTAWJJCLYOCVUBOH,ypcgnbafmwt,98.0,United States of America,2.0,M,504.0,R,Reliant Energy,3880160.0
AYD12592,Rulekvfxpaslakxcbeilnasrgreysqykranxcylasclgjnfvxipdyznvseimlyqqizck,Brownsville,3.0,PLOBS,,4.0,Bkcdziriedjuqnkptbumlrfjnkxubftrtxtxcsojabgtwapeezwnwjpalpdgkwvocekn,xpdfnsbjvcfpbo,33.0,Canada,1.0,W,,R,Insight Enterprises,3702688.0
Hha12593,qpkjokmxcrptgusfbinttruijpsbxhhcpmfoeyzjkmnlvbtbhzxyvfewnhplbcnt,Hartford,4.0,Omsnh,F,7.0,Tmuftgdiuzsxizoyvikhkjbng,UOEMDSSOHMO,87.0,,5.0,U,524.0,,Diebold,380560.0
CFK12594,Ycjswdsqlegmofbkxnefdbkpuvqdydmgcn,Arlington,5.0,Limgdhknewed,,1.0,cviyz,dzhnmzlfgesooxehukt,86.0,United States of America,5.0,S,660.0,R,Aventine Renewable Energy,2491448.0
Umi12595,isvkphwzwuphsivqajzcmpcdvokssxbjazzhioot,Durham,3.0,UUMGEOEJJMT,,0.0,kahgvgsaqxbddbpnpgzwkiddssrjdhhcuocfhounqovqoglgyhtspxfutpogv,iegqbznexodrxey,22.0,United States of America,0.0,S,714.0,O,Eastman Kodak,
Kar12596,iyopmqzjsnbvzhjjdzxddyttjgkxnvlhihcihjatpskfn,Sandy,2.0,VIOCKJILY,,7.0,Jpjblmelsoqvxphykuryqsthfwgpktxnbsnyurofguttwwzcyehcimisakbaaaexfnhbbm,Tqpzrewverrtkglwjgfimxiukn,55.0,United States of America,3.0,W,439.0,,Sally Beauty Holdings,771824.0
VWW12597,Bbygrckfujywztzwptqwpwzeoupgegvftjrbuaouyicscwlgkpx,Springfield,4.0,rsvklgso,,0.0,lcbxcxmsccjkkekkncvbyrwqqnfxtzmhjvyipucsqtcgstc,Emksvmj,82.0,United States of America,0.0,M,847.0,R,FPL Group,596419.0
Gaq12598,acyekhknfclxwhfymflnqvzwugworvrvtppphjn,Vancouver,3.0,Vidixmbmnj,l,,HGCRDNM,znaiiiwsbjfwmv,91.0,United States of America,2.0,M,782.0,O,NuStar Energy,2550527.0
Dfy12599,insulpgjeocxvmwcjodw,Moncton,0.0,Edqbpocuyee,l,0.0,Sgacdfyyifjwjiycj,Xcnjlqcgrocjrvztmjhxgmguoww,12.0,United States of America,1.0,S,,U,BearingPoint,2556730.0
KQO12600,Whjvehnzzkfsmbhlas,Sterling Heights,4.0,Mvclgli,,9.0,HCHMFBOBQSIJXJHNZBLNJTNPKMKFJOXVPXQYJTJMYXTUCKHXTISKQVKFAXPIHMCCK,Ifwtm,74.0,United States of America,0.0,M,848.0,R,Nucor,3151534.0
qyl12601,Jmcyepflquminxpewckzjljmpetjtyakcjtciskyegvttomhmvijribm,El Monte,2.0,Ejliri,l,,Gzkxcltqmgcviohatgxtb,Udwooluiuafne,15.0,United States of America,,M,501.0,O,Juniper Networks,3534808.0
Tnv12602,Rssxilpsvw,San Bernardino,0.0,Pjjayzzlhwnt,Y,10.0,PASXXMELAEIMMUQIKYWMQGKMFBLKTOPGSVVBWHZNUIAEGCVUAAAH,Mfvwjmh,53.0,United States of America,2.0,D,546.0,O,Liberty Global,1777378.0
Ays12603,Gsamezmxlhxogbqrjkasizwkyjiuvjwgeuuephiwztzhmyzkwy,Akron,2.0,Vxvjazpp,,10.0,qlmmjihkszjwvntjcmkmcqjlrtzhzwucuvrqrstgsbpjwcluaxqueydsrvmcpddvzcmzkjrququqmo,gzooxjkelijrlovys,8.0,Canada,,M,625.0,O,PNM Resources,1056588.0
VEG12604,Cqhzrbvithukgumuxirarvelbzwsueg,Saint John,3.0,Iyzutm,,3.0,MWHTVFCMRLQTDWWSUJIVVJDUXHBETNZOIEUZLRLEPOOYAKZYY,Smrubmmksemcgzxpyzjgzkeikjk,34.0,United States of America,2.0,U,498.0,O,Shaw Group,2388554.0
GHO12605,Hmeguqbanfsekuzztozu,Wichita,0.0,MHIXVIHGPKKS,f,6.0,VIGRD,NBXCCG,99.0,,1.0,U,571.0,O,Applied Materials,214901.0
YBR12606,VCSUUARAPKUIJTAGJNKERIWSTT,Modesto,5.0,fwucwbias,,9.0,dbqzneexjlkfwtutyrdnvygsdyhszlzcwokggfikfswvjcohoizfmtnojqwfhbjiisofxh,Uttlggmaswxloeqlwfop,1.0,United States of America,1.0,S,581.0,O,Church & Dwight,1409447.0
Jtw12607,Fkwkakxfwedqhsomnpcvffrjppqvbbsfgqcrpuumhkcjmkrpcqdaaxf,Anaheim,3.0,Wpasr,,,Jtofdxhlbfswguscxtqbxudrmxzyfnzeupwctehhavitbtpohrhgzjsakloomwojfxzkxaotey,njppyvawiapeagirv,43.0,United States of America,2.0,M,381.0,O,Amerco,2104652.0
Gxg12608,Jujtmtmapumotztvbyaehpoklcicickufimxmsmswshmbmpnefvpjyclomeozzmpxqxmaaphm,Glendale,3.0,Ujtvaduos,,8.0,Nebudlnukhsibjwpxwanvhodjewvvuhkeulmiazgufusverawukpllvhnnwltngghehbcpom,rkjxuxfdcusuxjaivwtksfivqjyecn,63.0,United States of America,5.0,U,656.0,,Graybar Electric,680511.0
Nbg12609,Vjxjkrtirigjkutchknbfhuueqqkvaixirxheovbrpxhnojwtcrwdxjbmlgolwhklxrfck,Kansas City,4.0,Enqjo,f,4.0,TWHNKUP,uuxihbsrcrirhwmsescip,37.0,United States of America,0.0,M,588.0,O,Pacific Life,2744187.0
MPS12610,JXIAJNGODQUREGCZGXMQQQVAJUCSNRAHNGNCPZIHLFVRVLKIAKW,Shreveport,1.0,FNZVMFMOMZXM,,2.0,MFKEINXXQEMAMNDHMYRXBQKJFIFBYWINYPOHPJXFPWFPHHYSAGBWDEJCLOFKRS,HBLSQQG,81.0,United States of America,2.0,M,726.0,O,Temple-Inland,1549533.0
Zjk12611,Ztsdotwvfcajtlhkfyygmgwwahupvgnjrtxhbcjhdlakmxkkzdbtvtlwmqgtfrdmvoyxf,Irving,1.0,Wmvrnmasolt,K,5.0,Eyupqxypvobmntfllgpbvghzrgvgcdpeurdjdwgnimkjqcbexbtehygxqxoqknclzpmq,ONPNWGEAYJAUJXYQBW,99.0,United States of America,2.0,M,569.0,U,Universal,1498341.0
VEL12612,Anqtvkyeuemfldlwntwtpbysrtnsckepraqajffwsjf,Idaho Falls,0.0,Extjfhvnnf,h,10.0,MAMNEKSKCLAYKFAPHMPQBYSBHIEDZRWOQSVE,damttwthwn,61.0,United States of America,2.0,W,582.0,O,Marriott International,1946343.0
Zuv12613,tnkbrpyjdzscfucqxxfcududkgigplysldepzyfefeaonnwmlftjcuqgijwximapcczlqzzajvcx,West Covina,5.0,Rfxqaixepq,,7.0,Umcttndnvmwihcy,Ecmdkzyboqcxoqvuvgqxqxz,62.0,Canada,0.0,W,782.0,O,Corning,2741737.0
QCU12614,GMAUAZLXTCBALBDPKRRBQTQTOAGZGJY,Boston,5.0,ROAJDFF,R,2.0,Vgmxdwrmjkrmdfrvdnzdezlrcubgvojpdrvrinaspbt,Rvbxehvuqlpcfedj,,Canada,1.0,M,571.0,R,Pentair,1840018.0
Uri12615,wzrtdojwnkvvteyqatcvavvgbqemcayqszdvgyecnyjprqddasybtsdxvtgsikys,Dallas,5.0,npkvlqhmub,,3.0,KTXVLLTAJREALVRKXXQSZBMEOMQBBTHXWPGZECIECDTZ,Qkxjqfluftzslbgoh,76.0,United States of America,1.0,M,453.0,O,Lincoln National,854252.0
Abq12616,zulzbebkhjphhonxfrnuprvljdsl,Thousand Oaks,2.0,Aetvlogk,,5.0,GOVXSJWGXJUQOIMQBKXIVASVEPEBM,Jeddw,,United States of America,0.0,U,534.0,O,Capital One Financial,533211.0
yrj12617,Tuhqjsrwxolymqviqsiqwqwyntosnpksehfvekuqdqflunuqoavtklkqj,Oshawa,3.0,Ynmogjaqlic,,0.0,TLHCLN,DKKRPIRGXIIMKVULIWH,39.0,Canada,1.0,W,800.0,R,Buckeye GP Holdings,3323163.0
Imf12618,Ivtcuecyoqrbewprdbnotqowsnpmzudwguqjcd,Augusta,1.0,bxgwfiyya,,7.0,vzffeqoastdkukesqijvcyyqmsoouvbrumpelawgbmdtzfpvciwbchlrycvaaslicsvmmodtpijebqjw,irsadetmwanngaeqkz,45.0,United States of America,0.0,M,369.0,O,Southwestern Energy,2931426.0
Jgh12619,Npmywokrbzralligbvpbprgdoegch,Torrance,1.0,WEEHK,,8.0,GJMOEHUBQLGGWEPKLOD,rvmrtkzvwii,44.0,Canada,0.0,M,645.0,O,Robert Half International,3770282.0
mjb12620,dffmkqqyffnuyeiwrkyllvbasqvpgslwgcthbrptmmmjtqhwnmarowqceaebhckkewks,Waco,2.0,Xbkaxgty,,5.0,Kegcqnej,XGORJ,23.0,United States of America,0.0,M,801.0,O,Devon Energy,3075381.0
qjn12621,Dngym,Anchorage,2.0,Szbxcgeukhxb,,10.0,wmhufnyirbxjozrjtithuvosggmwepjbeewdcmerymvf,Cttbbobezuillrmwmtlkoxxi,82.0,United States of America,4.0,S,512.0,O,,
Qhu12622,Zpxhmemvaqe,Great Falls,0.0,Jzhoane,q,7.0,LXGQEQDKJKJCGIWVQSDKZKHVJHULYWDEWJHHQJOBXTYDPCNSLAGUI,AJFCFVJZFYUXWVVTVOZOPWCOJFOPP,48.0,United States of America,5.0,U,582.0,O,AMC Entertainment,3102055.0
Lcx12623,smtevyuydhwxapamrfqqelnvrtsgjxuxsvpbhqevfcuftsblavmlerapxojixjfnimcoeefwocjrny,Chandler,1.0,NVPMHF,E,4.0,Wghbzlohjlbtwsfhpaphbghvxcbknjiwwylgvztwfrbzdomrxq,Wshmhyxbafcsck,50.0,Canada,1.0,M,539.0,O,Teradata,3409322.0
Pjj12624,,Palmdale,2.0,tiyro,,10.0,QVQEQCIGPWLAVXRLKVAFXTQZDSUXIZPOEYKENHVDFJWTTHVPVDXQAJAHFSCMIBOHEYGGV,FTFEVFCIWXGYMTIESTHFX,45.0,United States of America,1.0,U,522.0,R,Hewitt Associates,2021753.0
wka12625,Nhlwsqcmftfwkeacvdkplbsfkouxgbeebthrbxsovtcwzsxffauishkvgxainymuprdunfql,Lansing,4.0,hctlzklgy,,10.0,xmptqlgnyzyumgmfrhngomvhixmqhrdzbomrvdtetpoveo,Teibm,53.0,United States of America,0.0,W,392.0,O,Medical Mutual of Ohio,769512.0
wwp12626,Btqvrpupmdwfiiaolzjpnrdlmhapisxslpdvfhbhkcqavzpebgmvcn,West Valley,2.0,TCLKOICCG,,8.0,Bmkumphplfhoxtunswqozqqugepyvcarfhuhxfzydsorpunhmwq,wvccoaxluhxeqg,44.0,United States of America,4.0,U,438.0,U,Belk,3223787.0
Itf12627,Bjircut,Garden Grove,5.0,Bgrsm,,0.0,IQWTDKXEFFXRWBHJSMZVIHFEWSXFRCEUAOLRZMTHAIHDEROUA,Jiibgstcvgxgy,66.0,United States of America,0.0,U,488.0,O,Equity Residential,
wee12628,Hixjloffnampjejldjcsstczofdecbcjqwynwamovzprcguijqgunkxdiaiccwtlpezsgavqbz,Chattanooga,0.0,YWNRUQPNAEUT,,1.0,CRUWZNIPZXFPNCIINECUZDLTL,PGJFCIXHNGEAOLAYOOGGC,97.0,United States of America,0.0,S,839.0,O,Rite Aid,3976620.0
NGL12629,peuknpkyxegqmzyyzkbmyfdbluz,Bellevue,0.0,akdyxiprhy,m,2.0,Dehgjjhffkphreypkepuvxlfekblrjsqhgjmlkacifwrccvpng,BOAPOTDANW,69.0,Canada,2.0,M,807.0,R,Genzyme,1231877.0
Lua12630,Dslsatamrzrreliotjiefiolurscgtkhzcuwjjoaw,Little Rock,2.0,,O,5.0,,qkkoowpjljgs,,United States of America,,S,804.0,,Sara Lee,1493572.0
Sze12631,,Milwaukee,1.0,miwirpvbm,H,5.0,gueqberbhhnzqqaklopcjnmemqjiljpaxcdqnivte,Xulyzhpnyjliavvalh,61.0,United States of America,5.0,S,557.0,O,Bank of New York Mellon Corp.,2466177.0
Nei12632,clpiq,Rochester,0.0,Abhbh,,2.0,CEBTAUSTCJVQHVNSQAJI,pphiahyufxqnqprlhdlbgac,74.0,United States of America,1.0,U,417.0,R,AFLAC,3498970.0
Jgy12633,LFMGTOGKAZHWFRVDVQDYDGSAEMRUKKJYNMQNQJL,Wichita,0.0,Brvjfpqdp,G,1.0,opzfnbjbgqh,Fephxlggofpvxsdibipd,89.0,United States of America,5.0,D,,O,Retail Ventures,
Xip12634,Awroiebkdywibjl,Norfolk,2.0,WFAWC,,8.0,AHJVUYBRCYLTMQICPNJOXDGSP,Tjqhkbud,75.0,Canada,1.0,U,344.0,R,Vanguard Health Systems,3236911.0
Nhi12635,Ttwxniaahmgzmirwsehbwfdsdx,Wilmington,3.0,imkzwjhky,W,0.0,Iwbpqgtyxgxocajvsyjpoxypnvrrtnieuaadivmpgheozeyhhduauoesv,Zgkhspmkrhepculmgpqsqhsuekap,26.0,Canada,3.0,M,740.0,R,Lennox International,2476046.0
UJE12636,Idvkrdfuoxhzvmrccvdmowiurmwlkyr,Santa Ana,5.0,Vvdhlo,,5.0,Boridjqqbmndmlnnyexnsdalukterclsvaoudzygdagmptlnrbaqvbmxansfw,qspulfwzma,54.0,Canada,4.0,D,520.0,O,,858358.0
Zus12637,cnxjixgfbxgdsduhbbpgjotgdpipdftroujbzbzuiargcdtduvqlndxbjygcrug,Evansville,4.0,Wgtmswu,,2.0,wnejkhteoketddloyxzavmqx,dreyjoa,49.0,United States of America,3.0,U,316.0,,,3105502.0
qjx12638,Bfyownxdutbt,Las Cruces,1.0,Xosvxzrag,,2.0,rzyjjaizzhizewmhmgckxurqtxrtyjzpynrwexvbjbjewkdfgrvpvepniuwojqnkxlqpbd,xbvgjxgkvsqnyisaekfzc,,United States of America,0.0,M,541.0,R,Granite Construction,1404809.0
COQ12639,RYGOHNNXWTJNGHHELNZOOMUWOAQWJUHWPDSSPNSSLQMMVHLGNIALYNSYKPZQEDP,El Paso,2.0,Pbwdmgyv,T,0.0,Xscnpugwgwtumxogtbbrexuysloffadgpozdyjyrkkozm,Dylkvlapkz,63.0,Canada,0.0,D,454.0,O,Nalco Holding,2581468.0
vtz12640,Rxkblipbpypto,Hollywood,4.0,Bgihv,W,10.0,,Cgjrvwp,0.0,United States of America,0.0,D,488.0,O,GMAC,2631012.0
Rcd12641,TLXRSIBBAXYOTHNGKDWLWJNNJPDFQGHSFVRVDHPCCINHRRMFZBXSEMKSPNM,Pueblo,4.0,Drojqyqfan,,5.0,Sfazfmqaalalruraqpsfqiowjulraflowaaxrhquqrbtqvawrwmuvfmkajkfperrvuqfbyl,Hxldmstjeee,68.0,United States of America,3.0,M,360.0,O,Exxon Mobil,1035377.0
SHW12642,UCHDCTOTLLDLKPZMOJIWDADDXZYWQAOIFRJSCAGQCDFYXDZMISDJHVOIX,Pueblo,0.0,Zgaajtm,N,7.0,luaprojckid,Pueiemhvvsxqrgafjfinwaqy,26.0,United States of America,5.0,W,809.0,O,Charming Shoppes,3361053.0
Gcj12643,MMVDZCGAWINMB,Mesa,3.0,Fkbaxpy,,7.0,TCWYPTBHWDUA,Hbzdlvuqybrz,40.0,Canada,5.0,U,678.0,R,Safeway,310683.0
OJI12644,Xbaxwrrhisbvuqnhhdgmsgfdugvmfknhgvmtgwiylicsoyagnyjdhpaeavcmkmbho,Fairbanks,2.0,bnskjmkl,q,3.0,vugnfmjustawtuzqmlchrplcekejynawxejvjkfdwtffr,Etnbaazxfqxi,61.0,United States of America,,U,311.0,O,Mercury General,3422417.0
BHW12645,Axppuwdzjbsjmszauycanuhnpdjhbqkauilixcvdllguvjrlliddsmbopptfrogexexgvca,Corpus Christi,5.0,OCKLVTESU,S,,Tcxxqlximhfpwbtvzgewcjireklupskohjjonhscwssfzzmkmnhq,Qevlwjt,1.0,United States of America,5.0,,474.0,O,Liberty Global,2374028.0
YBD12646,MOZQLEI,Rochester,5.0,Iddyuhqmt,H,9.0,Ephoawwrcvkknmpgpsymwfyosetgglvz,HSLEAAW,77.0,United States of America,4.0,M,717.0,O,Dover,1313599.0
Ztp12647,Mruxaecljekixwiqkqjjsxujxvaaba,Fort Lauderdale,2.0,wdqsaalhk,,4.0,Huscjtfowrdwiolqzdrbqxrtodzibbwktjjorqbcq,IRUTHLIZSOZCSO,67.0,United States of America,4.0,M,520.0,U,Holly,267716.0
Psf12648,Yidxwaukisgxyjvwhloechbgjpjfreiqnpnmrdnggdhduipxje,Newport News,3.0,Smoso,,,CJVLMDXKHEFLCRCTKHBDJKEUDSWYLUDDCPXUOXIUPQQZMILKAUCP,tgupaiijrywyidodqk,73.0,United States of America,5.0,M,329.0,O,Mylan,2730746.0
Spx12649,Koqtyuohdbroetxtpcldtxswiifvfjjncxmqurdmfbvnyekbqiaelrhrameuvdbnp,Hampton,3.0,Apovxnkdbl,w,7.0,Ycagynymhlarelxbxghdwamoojmscpjhkkrhkoozzrhsekbxljjlupnmetsmcqzowa,CSRYSNLZXJAGOWQPOQE,23.0,United States of America,1.0,S,725.0,O,Cimarex Energy,2392060.0
owm12650,Giouvjuhvtmqdjmpwwfsuxhlxyqsuopdudgh,Thousand Oaks,3.0,Ddhoxj,,9.0,Akudrduyoviozrnwjqrvxonacgvr,lwtvlhbongwosluwj,88.0,United States of America,4.0,D,339.0,O,Marathon Oil,11694.0
uun12651,Afsehspviovizggzsqxdzphtduaprggyk,Worcester,1.0,Wjfknky,,2.0,USHMMQDFDJLHIMPBHSEQGIZGJVSTRAF,MRKCUINZHGDJIPWKFLVGH,0.0,United States of America,0.0,S,,,,1595504.0
Rkh12652,Isuotgekensadzkbkitpqvlaikwtecljhef,Vallejo,1.0,Euyavdkk,d,2.0,Itrvvuwctxbbgrabhztqsqvwkbturfujonthcquundnrpnx,Lpcjfvfeyhact,87.0,United States of America,4.0,M,362.0,R,Gap,1858156.0
Iix12653,EMVRXATSMODFWFVGV,Vancouver,2.0,Otrjiee,B,0.0,Wqwqpwgnlc,Ytdymqtuykljmjsblwslhsqhg,24.0,United States of America,1.0,M,643.0,R,Northrop Grumman,2408413.0
Yqj12654,vxbigwvzprasltqktprfdlhqknexfoqhxuffmitnynoospmsxmqsbnmxpceatxelcvnsf,Columbus,4.0,trwsuzftjr,U,2.0,YOJIFFMNPSRLBPSWGBWIIOMBDH,squeukwyfqxrlkgexfsqbfaqsejrn,99.0,United States of America,5.0,M,343.0,O,Eastman Kodak,2316667.0
Osk12655,SONRQYYNZCIOGMMBPEIHVUOJECTOXYVIFYVMFCRXSZXLXPHSPUUUMREHAFZXMTSJSM,Lansing,1.0,Akffzcr,,2.0,Qtytkxwpirnurhrsdnip,Otiqcqhtl,42.0,Canada,0.0,U,650.0,O,CF Industries Holdings,3440540.0
Keq12656,jkkaialoyjjadqtesdfwwfttwgvjjrazzfgpkrqkuvtirlmcbtxxphfqotqygbscixgy,Sydney,0.0,,,3.0,Gfgzjnooukcgcdnhhntljjekktubkpucjxorujulsbvsxvkylevjuzgp,udkqkvraokxkzgbbrhbkzogn,100.0,United States of America,1.0,D,599.0,O,Washington Post,3718526.0
TRQ12657,Uovunkbqlrzgwscduyxhurwtbfqcnknhuibetcetfbzqn,St. Johns,,Xtnwrykajwod,Z,9.0,gvqhkm,SYHFJEKPPDTIYDKIOAFODKE,89.0,United States of America,4.0,S,600.0,U,Duke Energy,1019061.0
vin12658,Yvzjrldukebfxglbjboweljrshpdxvqpwswzywibpeuphkyqtelwfofkbagllmtcwxlbqbvcvnfyb,Hollywood,3.0,,A,4.0,swfouxhnniwjtiebxhxjmbbjgfjajqxlfdndolddfvbxvbahudtbgtoaqsyoyoeyukztfblwutyqkf,zklexxsvwhxszsdzyt,8.0,Canada,4.0,M,402.0,O,Torchmark,1530929.0
Bar12659,wlkjewgcgmubtvlktwbubzdicstelfowmgcttwzxnuwgbmbcxrxcfvbsuqkkcnssgqpgveka,Cheyenne,0.0,ylthqvpvrpmd,Z,0.0,qsfgkldtyzeqjpjcvuputapbco,Fhojgqjkswbp,25.0,United States of America,4.0,U,371.0,O,Plexus,3162544.0
Qwr12660,Qstuifaohcezhgakychmklrvjvkocafjqezhvuchulpbfdqxgnejnepkazarnujmjokkhcpa,Atlanta,5.0,Odtkkiwrnl,,4.0,vxeggluvxwdxddyewxrxercljezdoxaoymdgcjsfxlbtnrjbasuer,FJKBGLPTOEIIJWJ,,United States of America,5.0,W,805.0,O,Pepco Holdings,699486.0
TCK12661,Npgljwkcujtuovbkuszmgovhkzcggkxijogtxupvbaetvfmvxiyhacyrsaeninxlhwupbciujnjb,Augusta,3.0,Vrbsgpkobo,a,6.0,qsncyvdiszpehbnojcyjwlgehhudvrrotygwiituenl,Fzvtsd,62.0,United States of America,2.0,,337.0,O,Cablevision Systems,2833795.0
Ddy12662,Udlvariquvppgpwbrppgibpspfremdmvtsayhsuwoinklgpwilgzn,Worcester,0.0,LGZFR,,1.0,Cbkhpuvnqvkjglfdhsthsbyrncrktlgegvjjurbyovngscloxavupegoodhjneilmzmf,QQXALKEFWOYRNUACPEIFRZNRW,54.0,United States of America,1.0,S,799.0,O,Cephalon,3983787.0
Hlj12663,jpmwuiwamdosbjhnmszumprvkewspyumbvypodfgmsecnskoyygftrvuoo,Windsor,3.0,Qekxu,,6.0,lhhhniprivdgplolibuvggdzsvcxbfdcjcrfcrhtqpmkagmgtahzpffjhuryrnnvoxcfqduaarcco,hkqltajnimahvpgvhrqhr,55.0,Canada,,M,762.0,R,Parker Hannifin,2410919.0
taf12664,Gnclzlquoemsscahdqeekeqtuzlquu,Louisville,0.0,ihbqm,,1.0,aonhicifpjaqhxhawygoumbnhngfbahnuylapwdtgnp,rxgncdx,60.0,United States of America,2.0,U,500.0,U,El Paso,3515508.0
urk12665,,Mount Pearl,4.0,Ggqsctd,,4.0,Ezfauvblstcelmsiusasiafruhqiejlzplysusbsfryvhccqwjmwcngkqcgzgliiba,Gocfaxckxicrthg,46.0,United States of America,2.0,,809.0,O,ConocoPhillips,
Weq12666,OUOUILR,Washington,5.0,Tltfio,,9.0,,CMWKBSFOKV,27.0,Canada,0.0,S,706.0,O,Alaska Air Group,2115766.0
wtn12667,DWKXHFLKUBTJNPAGAGYOUAFNGNAKWCYCDTXBQZTXAXMA,San Francisco,5.0,Whrdffavdta,v,6.0,Xyewfhhcozagpdyuafrguhnmyxfwcdsqnkhgbogkknptrvxpkanftohoqmxcqtkcpsg,wyzqklssjfrnsjunxlo,46.0,Canada,4.0,M,413.0,O,DST Systems,560152.0
NBY12668,GWFUJJHDUVRPQXFAHDGJTSXUWCGIVAPOXGNPTKQZPOJSBOBLJSTFGQCFWLQT,Montpelier,0.0,Jatrydvvssc,y,6.0,,txulnokibyuvwxjrfttbc,57.0,United States of America,2.0,S,570.0,O,W.R. Berkley,
fao12669,Bcnaeservpvkiigliqpo,Hampton,1.0,Ftyonihb,x,5.0,Tlvwiaiznwyefqitmkooxjqsnxelxmojri,Vhkykgrykpekgnnbsybofpwx,84.0,Canada,3.0,U,343.0,O,Washington Post,2551467.0
ZII12670,wfjwaoxfhimowwttllvobqmvguyooodsgxktgykjwxzrclnbmhpt,Sacramento,0.0,Nislxximub,g,7.0,OOADNHTCAZSKKQREQZKQDYOJRMMDMOHULSRSQXHIDUMOARZSSSGCHFNPFDWLCSXBKJ,Hbtjsvfonkyluhfrsdcfiqa,26.0,Canada,0.0,D,503.0,O,Oracle,1820395.0
Usr12671,Fwpuvkfdmfasylkgumkgqgrlgafyhxfrppsbnyivzshflsfkozustkvrkvwylcfytncoxuma,Tallahassee,4.0,Svjdwmlundid,,,hgmmvbvmblruhaczmodvpbnjigiebijsexntmcorengqdgejtrnora,Ttondotvkhdrafornnl,86.0,United States of America,0.0,S,302.0,O,AptarGroup,
Edd12672,Tbhwfduwqgxlarspfiokkcjcpocnmldztqibttavcmogdibltofgbhfdxovvlbopfbo,Huntsville,2.0,ookaoit,,3.0,HDSONAGLXCIPAGJFPLJOCBWLOZITQBFKPDKDYLUUQEMKHICCZQBJRVVQNHRRBNEKDPGO,Natwcost,40.0,United States of America,4.0,M,341.0,O,Regis,2556151.0
ber12673,Lpdyz,Sacramento,,zbqqzh,i,4.0,Swjmahrmpasjvpmsezijjjrirbncmnchkjnrmcjnfdsl,TLTFMENRSOLJPIZIBBXPQU,78.0,United States of America,4.0,S,641.0,O,Legg Mason,2376379.0
Ruc12674,Snszpsyqbjsqdziuukmzsexvjkxl,Salt Lake City,3.0,Xtpence,P,7.0,TLSJLTIYFHMDUKMGADRBNLJCWQXMEHLEGMNDNZJHXNXPQPJRZEG,Bebyyvamcjggbancf,47.0,United States of America,5.0,S,465.0,O,Synnex,2394348.0
Ldj12675,Nryrkiumsegxbsdbmbvnesiyrsuwmdjokadvoxbpa,Tucson,1.0,palyvcni,F,5.0,Sqhaoo,Rxqysujnnmbog,4.0,Canada,4.0,D,728.0,O,Snap-On,1771397.0
Olx12676,Djcwlvqgcjcqygfliyxelxapos,Baton Rouge,0.0,,,10.0,WZBSWXNEHVZWUSVZZFZOOISJKMEVGAGUGNYNQSHTVWFQRDXLCVSKVKZWELY,Uhlaoajbfbvspnnjqacil,35.0,United States of America,4.0,S,314.0,O,Autoliv,3881408.0
PSQ12677,jmqwtnoqrroaqrmrluoroj,Tucson,0.0,Nbwgijhhinz,,,HGBVVYFYODDPTSIWZX,Kqdbebjof,10.0,Canada,,M,717.0,O,FedEx,1894706.0
ura12678,Rnphkkrfuggpanbznkozbxdmcupepmvnumnefapdqfbcsur,Montpelier,5.0,ljcmhdvxqtzo,,1.0,,IYRUXXHUQLNGQJ,3.0,,4.0,U,696.0,O,Steelcase,2036747.0
DNP12679,Idpnv,Laredo,5.0,Feulqquxhe,G,0.0,LFYMQBYSGVVYGBLARFXOPRQ,Rdzisposqokikwnhspqmelurzgs,72.0,Canada,4.0,U,751.0,O,Teradata,2817563.0
Ssb12680,Jibvfamtybgwiatzlpfwbvhrdajvcoqthfcuwnqrmecpzhhthp,Hayward,3.0,Yfvrfh,B,9.0,XUDWEOOSWVBAMLOVCUR,JMOZWDTQXXMCOE,5.0,United States of America,5.0,U,628.0,O,Fiserv,13255.0
RTZ12681,Kewwqhkyttgujoapqocvfsjodxcnzcaciz,Fort Lauderdale,5.0,tkimxbae,,2.0,Vpcfigewphysjoijqnovbieemrnycaqurqtbwczynsmusgdaivuglsfazfycwsuwgxr,Sgkzxdhnelvcyvvdt,45.0,United States of America,0.0,M,468.0,O,,384474.0
blt12682,FRKHCLUNTDRPCXDJPXVWWKQCZVPECZEECPQDDIBDHJHAEPXLKD,Bellevue,5.0,Kybaqrar,u,10.0,Ohmaruhvpeejsshuqrgvfbwpnbjgkzjesxobgcbjztsazksyiqbutdrbfrtbmcxdbyecokg,Wnqszyh,38.0,United States of America,2.0,U,512.0,O,Ashland,842697.0
Ncv12683,Atdpydwtchqltyzyermlumhypvjijzqroh,Allentown,2.0,IYHXATWNPPYX,F,3.0,ESSMCHGILGRTNSKUYZYUDMIUFZVMLVEXJGDCORIWBPHBMHGNKQPWNBQUHZAMQBTTP,Whqpsfoowcqtfqooauyi,8.0,United States of America,0.0,U,833.0,O,,1615869.0
