nmbrchldrn,ddrssln1,mrtlstts,gndr,ncm,g,lstnm,wnrrntflg,ntwrth,nmbrcrdtcrds,ddrssln2,mddlntl,crdtrtng,pstlcd,ct,nmbrcrs,phn,cntr,gncd,stt,mplr,frstnm
2.0,watwoyxaldgaalhieobdunsyvaawhrxymkdqjvhdnwj,U,,370742.0,,Bzqkerpukpzzfegsuctcpiohheyw,O,3247345.0,6.0,,Y,551.0,Krqlb,Sydney,0.0,1-091-166-6858,,Bzq10382,NC,Sentry Insurance Group,OWKPWDPPRGGVVRVCWNDJXPBKQSKC
,MIUBZYKUXSJIMFOMURRRWPAJJRMKBJVZSZILNUQQJFCOBYVUGCKSSRYDSBXXYLR,M,M,244135.0,70.0,CLIQJ,O,152207.0,2.0,Bkwkogyndhnnadmwxruddyrfmvmwwlizpqsfkeqaofgcwiqba,,525.0,Lilsnqxzmyo,Memphis,2.0,1-989-685-8712,United States of America,CLI10383,MO,Lear,sugwqbnc
3.0,Jvoypyvxmdwsglokcmbkstanbiitdjwcfcmtaiekwjyszzewoiageimjyaxkgbssrchieogvhv,M,f,8574.0,63.0,NIQXIPGLUYIJUQ,O,607236.0,4.0,rrxstvcjdinbbkwkekpqtysdmvhswdwvlnwkqqfatoczajbjnciehitsdltaxawonnxdhnaw,,325.0,lzjlh,Denver,2.0,1-292-265-1960,United States of America,NIQ10384,NH,PerkinElmer,uqzgosqhxfifclidxrczccpcmh
2.0,OVTFDADJPSXYSTLDNLCCMBBTSBUOFIYUWSNIJYDUQAVAGTSTRQVXCSSNHRRTEKVKN,M,m,47912.0,5.0,KNMUSTQSMLNQ,O,3690203.0,8.0,csnsemqajgytceohjwyifsqekge,A,619.0,dmzcejecaspr,Berkeley,5.0,1-392-793-7787,,KNM10385,AL,Benchmark Electronics,WCFECPZFYPYXVRCSXTRNVEHDTRBK
3.0,mdffelsvgysczjqzrsjwqcchvmztgvtazkl,M,f,259694.0,64.0,isavugegikdpjxxatbykwph,O,26630.0,5.0,Cuawjomgwbezoacicaufolodxzxlfebcqdenkaohbwquxvfqqdovzuzrfmrfhvyyggkn,t,424.0,tpnqeei,Providence,5.0,1-060-655-5110,Canada,isa10386,GA,National Fuel Gas,Dlfaawvglcprigldkfuvgscmtqhve
5.0,QDEIRXPVZICNLJLMCITSSDXWCRPPUKIVDFCHQZIPSFNTJIJSLGSSTKFYIEIWKBUOSMTNGFCSN,M,,194158.0,7.0,Rgaalkfjj,U,1254589.0,1.0,Uhjjyb,l,438.0,Xdpufruo,El Paso,4.0,1-938-398-9072,United States of America,Rga10387,WV,Office Depot,AMEUYNEMPDB
3.0,Fdupjhokm,M,,489972.0,21.0,Vgcowiveqbrpsztghlfdvbcduakkjm,O,1249205.0,1.0,Mecjmxpllslxjxhkkxbhxvrlplgpqwzsrhkoiafwlspcyrfioticodwzzdcqvyzyeotccjbpbfky,,418.0,sdpbncicqv,Eugene,,1-935-924-8228,United States of America,Vgc10388,KY,Penske Automotive Group,Ditmxzd
2.0,exeffzsivni,M,f,67091.0,87.0,lxvjnjkobboqjmohbvvftnasxuf,,1972627.0,4.0,ytwrk,u,730.0,SDJUTUQL,Lansing,0.0,1-744-611-7470,United States of America,lxv10389,NV,Beazer Homes USA,ZZCDCDAQQSXAYYFVOFPYID
2.0,drntruwtkcjwgjsfriy,W,,382602.0,77.0,KRUYWNPSFSFCVAAKA,O,3953737.0,6.0,DGOGMBDGGOPKBVJYBAQEFOKB,W,515.0,Dqxwkmn,Alexandria,5.0,1-908-313-4715,United States of America,KRU10390,CA,Saks,Ivxncvoje
3.0,YQBUKHOALCLJBA,M,f,422657.0,62.0,Ffcyzhsexjaehvwoci,O,947069.0,10.0,Smybbmtwoxekekjtcwuvqufkrrficymyrczvbbomxspqkdomuxefhuizlsltpdbr,q,379.0,KSMJLHMEDTFE,Elizabeth,4.0,1-936-829-8239,United States of America,Ffc10391,VA,Prudential Financial,Lczzlffikzbur
4.0,Vdkygmsukbwmtzq,U,M,272075.0,16.0,fkluifbmgviclx,O,2723638.0,9.0,EWJOLZVATHYVWEQFYR,c,776.0,ZBFKSKB,Inglewood,5.0,1-109-104-5097,Canada,fkl10392,TN,Johnson & Johnson,OMAFTIR
5.0,KCDUBYHOCKSZDNSJTBIVXDRKHRWHWXPVTRSHYLUHMDZIVGJFGPGPCUMUMK,U,F,483635.0,73.0,Rbtnxxyzmtvto,O,712037.0,5.0,Miixztvqtatkxs,,325.0,Qndnugtib,Louisville,4.0,1-539-782-6960,United States of America,Rbt10393,Alberta,URS,EEQWIFKIVLHWPHSQMGNXRHYNV
2.0,Zlgvdojmhjbihiotkp,S,,319916.0,97.0,Qmgkaydem,O,2925085.0,4.0,RVJIYWGO,Q,771.0,Rfkqju,Wilmington,4.0,1-003-647-8837,United States of America,Qmg10394,VT,Anadarko Petroleum,ZTOZRJZFELESFULZ
2.0,Bhomtkxvtbyzmlohepyvodclxziyxhvzddoweljlzswgqqvafodbatwzlwjett,D,m,169669.0,11.0,Xilcsgvozxedqkqezkoweyybffy,O,3665377.0,10.0,Rpduiddobjjonxknnenvkksugivfodfgqjebejrszh,P,720.0,Mjnxqu,Pittsburgh,4.0,1-211-587-9982,United States of America,Xil10395,NE,AMR,Iifncxgivjp
3.0,Wmqedrofariqsqxqqkigztlehacxbpxdfzjsnzsihvenhmuiuobnryfqnzvfxgmgvudslbxbqvgce,D,,238214.0,74.0,hxplcuvquanaigurjzl,O,1565336.0,8.0,Bxhii,,626.0,ujewyu,Mesa,3.0,1-587-209-0057,United States of America,hxp10396,OR,,CEONBOYHJDZUKJARPLBZVT
3.0,Vhcmcpkagbqxookqxgqjnypyxzxjmpfjzrhnqaohipertclwb,S,,421522.0,19.0,egpszhnefxkdioxhkvrqyu,R,3224073.0,6.0,Jnrbcoebuutbxmmrsvemslpn,,640.0,Fzdipmaxqn,Fort Lauderdale,1.0,1-086-948-9699,United States of America,egp10397,TN,Pep Boys,WSJEVGNYVGBSSCDTPYF
0.0,xaxfdaycalthiovtitbzlksvfrcqrfbhizyuaqgwrvry,D,,312092.0,79.0,Rmxpvnqvjgkagauebpyfhntwskqg,O,2330463.0,0.0,Shwqwwiyashievvkkn,V,586.0,WJYBQNHI,Hampton,2.0,1-699-919-3953,United States of America,Rmx10398,AL,Graphic Packaging Holding,Bvbmkzpvuof
0.0,Gokcwaddwzjdziytgbbcnktgvvxdkevjmywalnzjquhvzzulumyfhykzlevcvdlb,U,,45555.0,53.0,wrwysnacoxneup,R,,8.0,PRPUATMDUKVYKVPVYEZDSKHOZMCFRFGGLIGZI,Q,307.0,Fqnrma,Salem,0.0,1-902-264-3515,United States of America,wrw10399,NM,3M,UCTKJCQHZPJHLJ
5.0,Uvrmgnbtkcuiobck,M,,181961.0,18.0,Tmxyjoavalefschzbyvmluwsxk,O,3531392.0,2.0,OCFGSAAZBQZEODFPXQCYBUQDPAKDIAYCVEBFPTOVJFHWVJA,,336.0,mzublxdplrj,Oakland,0.0,1-629-054-0925,United States of America,Tmx10400,NJ,AnnTaylor Stores,Lhqtmawlvoqkzmvawq
0.0,UNYQQRKOIJFAIOTSHSZRHSGKHLTTQAFMIXHHRPVFKTBMRGJTXSBKYVJFJLCDUCCJBCGW,M,,360320.0,89.0,iprjzgppvvmfktdgxqgptydtf,O,1468859.0,3.0,Qkzexjrhinouiqspaurje,j,397.0,Zsxgp,Newark,0.0,1-650-206-3818,Canada,ipr10401,MO,MetLife,SKZIPRXRDZOJOQQPVMNLGNQBAROG
4.0,IYJCPGWXWINXOMIRLWQQSBNGFFPMOHURSWGNRASACLBYREBVCCANMSUBHYCWTARXHCSDFSL,S,F,333323.0,3.0,Ftomuhhjcnufetmec,O,2930619.0,8.0,PPTBWDPESAPYOSCYIAUVPCMVQKFUIXPJAZ,,584.0,Iopigmfo,Des Moines,1.0,1-647-325-6591,Canada,Fto10402,NE,Vectren,FRRYPNYTURUOYPLUWVDJPYDFLRQCPS
5.0,DCRHJKZVSUBZYMBGMFIMPPYDYOTYUVNORTEEHVJWPAFPQEHKJMUKLDTUPPOHYHM,S,f,402623.0,41.0,Scafjtynujfvlr,O,3244432.0,,Ogmkjlb,r,524.0,Qfklkb,Fontana,0.0,1-098-341-0165,,Sca10403,TX,International Game Technology,gaoicgrzdzuvyjt
3.0,BVDYWQUNBJNUQMNBJDQBLZZQQYJASTORHUTAIAOBJYNIXVH,M,,171360.0,25.0,JVBKKLGWKUUEJE,O,3956073.0,7.0,Icnaikjrv,,708.0,jrltxjsu,Little Rock,4.0,1-321-449-2866,United States of America,JVB10404,TN,Citigroup,Yenluowzreuinfpggfawwtf
0.0,Gqruxekwktispikrnuujtzrcqqepwhtqpnpppbqis,S,,372714.0,93.0,Dmrzmtdligmhpfgavchiowigiwer,O,345639.0,4.0,norjsnulyvaululgbsptzmwycwddouwybgrthurniknsotghddcqhrrhyieautborbopcuffdn,,712.0,Wqmxfbin,Plano,5.0,,United States of America,Dmr10405,MN,American Axle & Manufacturing,Tzqpnybywsmxvmxqkuyseqeyvicyb
3.0,Xnchlfdwidvqzcvxrksdsllmdcftffvcgugwbwgsuisvmyxwbngilvxtizglufdppdsw,W,M,104054.0,94.0,Zlqskuduqjfiqqxlks,O,1653457.0,3.0,Cdumsruzsajylpdckwvaulbvvvwtglykdjzlwicegvrqmxmgmzrwga,,368.0,Unmeiowrq,Ontario,0.0,1-076-103-9171,United States of America,Zlq10406,ID,Walt Disney,XDBROFESIGAPIRFENFTWLAA
5.0,HIRWCWEBUTIPIFNKNYYMVYSFWGELYRONGKK,,,108655.0,25.0,Qqatfsqtjkhqybdui,O,14823.0,2.0,Yhvqqdwjtedqpaclszjnotlu,,751.0,lbhonvsfgoys,Bellevue,,1-055-649-9865,United States of America,Qqa10407,MA,Dover,qcmcnbogdsgdab
1.0,QWNWQJCSQRWZDOIBFZERRPUAJZFYTBXGSMFFTSIESLTSIODOABDBSPKOXKZUNCBKOMSXNRBVATRLF,,,62725.0,46.0,OXNGBVKUEGQOQXXDB,O,3886523.0,7.0,CDDALTNQRXPIEENUDKFCPJMEJOALAHEABHPWABJMVMINE,,662.0,,Indianapolis,5.0,1-543-704-6970,United States of America,OXN10408,Alberta,Cameron International,BZQCNDEXPAASLSPVVPBHYXRTOBBMV
1.0,Oglktjxxwjnsomvdaswgbruoldlowgyfoefvcmqzxyonjfahavkcaatihjfculhpcyekwnhbl,D,,9386.0,14.0,Exiifponyvnbbcgbaoxv,O,565709.0,0.0,wpqihctptkjomkhjnvlnbvuvwdhqobvkagmopwxvzrkotpwercfgtuejcrlaaqydjeuyciwhx,,601.0,Qwouwygwoj,New York,3.0,1-969-619-0423,Canada,Exi10409,OR,Northrop Grumman,OORENWTECUSHFYHJTXMRJFIQJI
3.0,Sgqyypirdyckhqjnwirlrfbtpazpdskjgtlulukhtxurkeowrcwxwbtdgqlvjimny,M,F,242359.0,3.0,Fsmbxptbpoxclxzxoeepjfnvzu,O,2005276.0,2.0,Rwrmgtvtuyaplxi,,521.0,Uvltg,Peoria,5.0,1-829-059-6978,United States of America,Fsm10410,NH,Verso Paper,Quxdds
1.0,Vgsieuafeugeoedwmkwselzwvynsarlxki,M,F,385228.0,26.0,PTGUSYTUWZVDYGSMMKLNRNDJUIP,O,949077.0,10.0,xsldeybqcvyzfabdhhrtrgdaoplpbevrcabluqtgoszonkdutfnadbkphjqnlqghukudtljkswx,X,492.0,Shofzbckit,Kansas City,1.0,1-208-993-8038,United States of America,PTG10411,OH,Vanguard Health Systems,itkgcfvfaepmppknxdsdgvnoey
3.0,Zdehlolwcuiqjleh,M,M,98805.0,24.0,bhvhjokeevkmstgkm,O,96133.0,2.0,SXTBDXMHCFGOVCTQYEVXIGZIZRULDEAKYUL,l,347.0,Pnonjkkbeffk,Tucson,3.0,1-588-639-2048,United States of America,bhv10412,SD,Mueller Water Products,Thdzkl
3.0,Gkivdd,S,,415562.0,65.0,oonwtogiyei,R,2202163.0,4.0,Lxmgsbiqkxiaxbykwpuljbhqnykfavsbtugwrbxdqarwzn,,721.0,zqkpn,Newport News,3.0,1-901-581-2442,United States of America,oon10413,AR,American Greetings,Aoxadwmwjkkjgpogywpiw
1.0,AOEDWGVRAESZHHWKBQWZKZLQBSMDYCUPAEXSXUOKXRTKYGCADQTYEOLBIXVRKHJOMOD,S,f,441587.0,18.0,Xxhbejaitvvsfm,O,1028525.0,7.0,,,587.0,Zwjmj,Allentown,5.0,1-699-693-3144,Canada,Xxh10414,FL,Burger King Holdings,mcyoeaiqajuerwtumtkdgpcfdpvhd
3.0,DOJJEZUJPFGED,U,,9627.0,95.0,Exwmmrjqhuic,O,3993579.0,3.0,Pylctadrixirbffsnmnxwzpyatqnvmjsmcq,N,665.0,ioexqv,Mobile,2.0,1-619-613-5731,United States of America,Exw10415,OK,Key Energy Services,Vufcuzyrtwgthjkrkwwosqsqai
5.0,TLSJKSMYKRKYXLR,S,,233862.0,71.0,BBGKGQS,O,1996284.0,7.0,xlftnpvclmajdd,,596.0,Gurjr,Wichita,0.0,1-681-708-9564,United States of America,BBG10416,Ontario,Cincinnati Financial,Clgkzavainqjgyrazoaz
2.0,Seqxhqtjjotvxakscnuvzvizdcjhxzrpiccblfpdnccumeayyqrjbqpkknnc,,M,334308.0,85.0,FPWHZJSZSUVODYIWORSVMAHFLE,O,3171120.0,5.0,Icqlortgfddwfqbfmtcebsdpzsivlirbyciaahsontkunxasyegqvjywxjvth,,805.0,yyipvekcuvc,Grand Rapids,4.0,1-476-753-5709,United States of America,FPW10417,KS,Capital One Financial,MRJFNJZFYHBCTH
4.0,SCVZEHQGFGJHEJPOAVHXASIVRIBSXVERRFLTGYVUUADSNOOSZBTANFKIMLMYLAQDHCXP,M,F,161029.0,73.0,xwlvhbmmuujzqqsablc,O,2340281.0,5.0,Xezqmgglmlxhyytdlx,,809.0,rqdubhchalt,Rapid City,5.0,1-311-133-7551,United States of America,xwl10418,SD,Calumet Specialty Products,UBCQLKKM
1.0,Cavhmdhpjujzwgluticzg,W,m,53470.0,80.0,Cwgrcdmrbfzmlsvrfpaktnrkzdi,O,2066049.0,4.0,cnsofz,,649.0,hwlqmnxe,Biloxi,4.0,1-906-549-1148,United States of America,Cwg10419,MN,International Assets Holding,jmyzpoeubb
2.0,Hwcpnftivtueqvwydbufavcaebdsarjoqjbaxh,,F,30532.0,91.0,Kyjnftszaudleggcvgnyffvpagm,O,1083692.0,6.0,neincjizczkwtbcypzhaixfdodcuuyknwvi,,477.0,RTLNBKGAJCOM,Scottsdale,5.0,1-524-589-9427,United States of America,Kyj10420,NY,SunGard Data Systems,unzomgvqlicivuaudtsgigytnazm
4.0,rxvypzncdptjqlmg,M,F,25972.0,23.0,BLWOWLNMILBCQNKYK,O,2004942.0,7.0,Cjqtadqjkxowzinyasstfqgglphimaacjwtsvsiaonvgsxvwkgzprrpuuojdtbtb,O,573.0,Zmrjikdalv,Lowell,4.0,1-999-517-3538,United States of America,BLW10421,NH,Masco,FPAIWBLXKSZOPWBQB
5.0,YOJPTAKYCGGNQFMJFXKTZKMHYNHVAZXQXHODVNACASDNHSWWFOJSNZTVXMGOJSIDIFNHG,S,,142504.0,29.0,ILUJAZBQFTNHNBVWOHAXBWLIYHQE,O,819322.0,8.0,kcoxytebzdckjoxouhoeubenpxlgrnxboxyoletnvpptl,B,553.0,Yihroap,Warren,5.0,1-917-543-3586,United States of America,ILU10422,OH,,Ecgtwthqnuebqgigbosvnxahyf
0.0,Huqwdpxiaxgmsgpajwjwfssrwdvanckkhm,M,m,,5.0,iwufwdrrlhwnmoj,R,1416865.0,9.0,Tjjehtztevzjgogmhsifmjqmushcclwcb,,828.0,Jlinkfoh,Elizabeth,3.0,1-115-454-7047,United States of America,iwu10423,VT,Gilead Sciences,Ckwveqjcmqwwfsfzwbnk
4.0,Fimkmjghkutludfmjcnweklwvolqjnlwzibogoukijof,M,f,176799.0,2.0,Zorwfzosgzgwhpleu,R,120180.0,3.0,Trrbpnlmznrnmslcokafsfjvjkj,U,841.0,Uzlwydeos,Savannah,3.0,1-067-939-1946,United States of America,Zor10424,NY,General Dynamics,ZIKWNVUQQXKWLEQKYYSYSFBLJIFZS
2.0,Kgknjiusid,S,,218694.0,51.0,Glorgioocjsqdod,O,2281823.0,,ZXMWNJYJDIO,,800.0,ellcscifirph,Fairbanks,,1-958-298-5821,United States of America,Glo10425,SD,Amkor Technology,Zyxwodwvtohhftlxtrobgku
4.0,Uvbtunipvdvbqjmovoxxsrvwobtqhvmqxhrgin,M,M,35119.0,40.0,Afvagbpkawwwqdmkfayq,O,2855023.0,0.0,Esunuxyoltbpcmxzxfjjwqozgmvkbjbewnrohchlzysbjurkkjllrroyrdpowpvmobu,,517.0,TERMO,Edmonton,0.0,1-923-250-5865,United States of America,Afv10426,NV,Target,Gtoxfleo
2.0,Phxarwzalbxburpeullkjhtrgrxikstxfhcabzpbhpvrqrtaiunrvnfyn,U,F,117585.0,46.0,Ziaoqcjbqjeqyiyhb,O,3391808.0,1.0,Afrkygxemskgrrtelfruujnonsugirmcvhbbguoaghxvbjyftnqlgugflyfrkqhdrwklt,w,765.0,Obzbo,Louisville,4.0,1-171-725-5237,United States of America,Zia10427,NH,Paychex,Hvztg
0.0,PNJMEAXNEPTFKUAJPZYJEXRCJ,S,,288582.0,40.0,xjjvcmrsdanruwimkzh,O,67395.0,8.0,ayzufdkwhdfugknngbknbofapfhrslxguxquutnjvacsgpidabltzkgbhsooilcvuhvsuhwlrcqhvhb,,638.0,Vgwuef,Jacksonville,4.0,1-150-785-4368,Canada,xjj10428,SD,Zions Bancorp.,ipdivmbwhkvdcsvjukbigmyfkfckoe
2.0,smdtkvqqrkqqvirfnbrsqfbuwtlndehxytssoucubgtknnqcpfuskcvko,S,m,10147.0,47.0,vrxfkcepmfrsovotoncm,O,3442111.0,9.0,HPFIEAJWXIKPQFFAMCORWOYONFZXQGMMRVBOKXX,w,,Xwnazrpvtj,Boston,5.0,1-476-442-7533,Canada,vrx10429,Newfoundland,United Services Automobile,Tlodqe
3.0,USRCRY,M,,41641.0,7.0,RDBQBTVEOWBJGENHWADFHANMIU,O,1649692.0,9.0,WBSBVBVJVDHIWRNKAFMPZOSUNGPJ,p,380.0,CWWDVI,Tempe,1.0,1-752-777-4031,United States of America,RDB10430,DC,Hudson City Bancorp,Mfeblfnzpsqpqp
2.0,ueltnzzjxweiufdmytaydmgxhrjfomwrejhkldlvvzqfyklhzjqngn,M,,391424.0,90.0,TSJQVNUKSGSSG,R,152265.0,9.0,YNCNZNVBBXTTHWQGFGBOBUSTBXKBLVAQSOUNCDZMDFUSYYTMUFTCDDGQUQKNNOQRSFOPXI,H,847.0,elvuupg,Evansville,1.0,1-115-371-5625,United States of America,TSJ10431,IL,Priceline.com,TJZJCDPKHFXEWUCBYQKQVYQG
5.0,Zrsgjjkwonxnqdekbpjetxoimmiocwqve,U,f,152743.0,14.0,Vwrvllqvcfareueiele,O,3469374.0,9.0,BYQXRSCNZUWFODBNQGFSXTAITJFCVSSFOHFLKEFVJTEQJMHMGCQQVOSJFKNXFWKUSBBMIVIOD,,445.0,YGHMWNVKVWVA,Fayetteville,2.0,1-190-860-4262,United States of America,Vwr10432,GA,Westlake Chemical,Flpbxggnimyynej
2.0,YZRPUOVFACMMYKBX,S,,347733.0,71.0,AXPWSLWJIJLVHXXSWMZYDHUI,O,140492.0,7.0,Emzvrmpcasffzbsbpdtwmsyz,,357.0,Qixjxtwkc,Santa Fe,3.0,1-378-556-6756,United States of America,AXP10433,RI,JetBlue Airways,Eophfzrb
5.0,Yfabcbehohwkeybtsyufgxdmvadxbiwqygnjecmxkwwdonvzuzlimishziebhkeq,M,,419510.0,40.0,qdkqpnroetwdk,O,3132606.0,6.0,WZKJHHOMAMDLLLOZDASINQRSEAFBQKCOFYLKMFTFITOLZUKCPEADBASJCSFNQDRRDL,Z,378.0,Dvqtlgduogc,Pittsburgh,3.0,1-044-151-0978,United States of America,qdk10434,CT,First American Corp.,NDOYJJ
1.0,ytncnyglgjvrtucpfkllkhckylfndfbprcnioavxpqjicazkr,S,m,178999.0,33.0,Vnzcopf,U,617163.0,6.0,DGOEKMSZJDTBEKGVPGXMUGBHGVSOBBFVVOQJNVOZHVVUBDJCXCWSPRQXG,v,,EXLLSMOOQNI,Yonkers,0.0,1-500-468-0513,Canada,Vnz10435,NM,Comcast,kmpvmvpzetwqjba
0.0,Zpydfcvyutfbjeailuvsjeowptjtlsbujromzmrxmswvlomvjjcurd,M,F,170619.0,27.0,Djjwbyotmwjitdtqj,R,403190.0,3.0,GJUYSVZJSXPXIDJNRBXJZXIJPNOKLYSDWL,C,544.0,MKURDNWOK,Mesquite,5.0,1-857-347-4606,Canada,Djj10436,NV,NBTY,Ztlhewpiopwirlivpnmyrm
0.0,Wnqgulgxxpandmcsqjpezrzdxatdvuoukrorsctsogwuilgutqpqmdrjx,U,M,442368.0,21.0,Wlfgadyzfirisuxzdhuifv,R,993123.0,5.0,Dowpuzinubclnfyriyzfnmtazfmmz,,817.0,Rtxpdo,El Monte,1.0,1-269-222-6002,United States of America,Wlf10437,TN,Fluor,gsturcflmnkwcqhrquusoqkesqq
4.0,arcrjhlchwuylf,M,M,34616.0,15.0,txjhnstfoezovlaaa,R,735356.0,6.0,Ndrkurfscxbnblmdjitnedxbhhxkpeleywponrcktnutmfghfqht,,470.0,IGWODDYQBZUX,Louisville,0.0,1-109-673-4602,Canada,txj10438,FL,Cracker Barrel Old Country,Dqtqeodulhuxnctzybrjzsfwtnmpsw
1.0,Nfrlwkoxkccvjiovxktqjfjcorssszkjdflqagqcodemp,D,f,219049.0,96.0,Emmviwoec,O,1322910.0,2.0,Xhmrgsmpibtsgdqixqymvvpfrihhlldzzsxanikziotqritpmytpjdbolkshnqtigcshwbybklnr,,821.0,GPQBO,Santa Clara,2.0,1-442-356-0443,United States of America,Emm10439,OH,Halliburton,rcxiyxceid
0.0,,W,F,255269.0,52.0,BDINYAF,O,3909029.0,0.0,Glkfphitkwlhxqsbhnyswxumwrusvtvvmnxmucfqbbrsspihewzlcgvbuakcheeqyqicmguaxw,,730.0,Trxhinwesq,Macon,0.0,1-454-240-0915,United States of America,BDI10440,WI,McGraw-Hill,UPBQQHDRAKNWEQGUND
1.0,Waljiyseasfstgtqkcbkkvbpheeaqsqttwcqvt,M,,499588.0,76.0,Lawalw,,,5.0,Otxhwqcljagakzgvgoivisvpqgwttmqseqyeclesznzlhmdowyveddvyvcllpswmsweixljie,,781.0,ypqfjloal,Louisville,0.0,1-630-000-9915,,Law10441,Alberta,SPX,Rysnsdmbv
1.0,QHPVPNIBJDCGBDONTSXKJVOYEKEEJNPWRHTHZSEHJYECIWGKDHLGMVX,M,M,303820.0,77.0,Ebhjdgwivyzl,O,,8.0,mcoxsvlgxngswavqbvwjklwtbldvsxvpmf,t,345.0,Zvyiazpgurwp,Baton Rouge,4.0,1-549-008-1034,United States of America,Ebh10442,ME,DTE Energy,Yyczvkuctsdxhfbebjdzfw
3.0,PUQUGRHYPYONRCKDYGHSAJPRVTQHKDGHLXWSFFCOILVLXTRPW,M,,362649.0,24.0,ZEZTKIQLMDTGDEZVUU,O,314023.0,7.0,oemdxtelmqhsszbltywmlujwiulkwhqdwtapcvszhumnvgewugkjufpilqpbakftqordlgjphpjkf,,739.0,Exgbcgjoyud,Escondido,0.0,1-057-297-6062,United States of America,ZEZ10443,VT,StanCorp Financial,Mmrpyvobvgxhwqfhmbdezqv
1.0,nffgbcsnfenjcvljbmrjrezxkschyezcbkpdqxfrhq,U,,286978.0,74.0,Dyttgskmmkcwovbxosqabobl,O,955190.0,10.0,tcakxselddddnezclmxfwtqbare,,519.0,ZJGMCLMN,Modesto,1.0,,Canada,Dyt10444,Quebec,Sunrise Senior Living,Rohbtbiumlkqugxfjtxjekhkja
3.0,wqedlxknh,M,,264611.0,42.0,Jttbqcwjuhlwuyhksllb,O,674210.0,2.0,UFXDHTPJLVIIIOHRCL,,382.0,lsiov,Lowell,5.0,1-399-310-5467,United States of America,Jtt10445,CO,Rowan Cos.,GSZCPTSRHLNLFAVRKAJSP
0.0,rnronjhoxtjuuybpgfnqwtyzzmzjmabvigejjykjbohsoetxavjhthc,M,m,234490.0,50.0,QCJXNXYZQJPMMGGITNHLNSPRTO,O,3206817.0,0.0,LPLKZJJLBWPLOHOIOWCGLIOBHMVLRJI,c,381.0,,Anaheim,0.0,1-551-178-2679,United States of America,QCJ10446,VT,,whxzewdqbwfesho
0.0,FDIPNISNZDVXILJISFIJWPOACJSCQHFWVKUXNPGFJJAHAPLJXPPVDVBTWZKOQAPTFNDVIONLQ,,M,497008.0,87.0,pdqhtvhtslhhhjtineoyag,O,1305568.0,1.0,Vmqkeqhiuqaisktkrxvifcwez,,800.0,WSQUBRDMTQI,Escondido,0.0,1-815-494-0854,United States of America,pdq10447,DC,Laclede Group,LQTDCF
2.0,RBVAWSOPCKEJZQYPNHGULQDWWNABUGJRTWCGPRJOIXICWFWNVW,M,,431282.0,65.0,sfydchitxlzaudezumttng,O,1547543.0,,WORWGKEMYRKRHRGGYTERSXFEJNVKNFJHFIHVYZWCUGUUKMWDUQOSHZXHMKGIIQWRVWKZUVZOSQHBTPD,,703.0,NFQKCLHCIT,Salinas,2.0,1-605-535-6914,United States of America,sfy10448,Alberta,Union Pacific,Gkbrvczgpfhauwxsoxmt
0.0,Btkkaafctovdtxflidqnilrtkurtnkxqmcqdxlgpdykzlcmsuvhlhupwwivupveumrzdhoqmwp,U,,130656.0,44.0,xumtfhoqyjqunxcakgqhsky,R,2581376.0,7.0,PTHEGCZCDWJWETDBLWPHVCDBGBHASHCXNSZXAMEAYXVEWMHYESXJSMRTFFMMVXEZRCHIEAJMKJFPT,Y,775.0,Lugdchqom,Livonia,3.0,1-997-882-5084,United States of America,xum10449,AR,Dean Foods,btglmbgvqpiygrmwjsmloprtcbdekb
3.0,WGJCOTGTAVMMCWZTHNJRIHRBLSGGUNVPOKPCCORZMFDVTTDSTI,W,,118601.0,66.0,Teqfkgemesmolovoiwycuqiedvilh,U,2470460.0,5.0,Oiwgqfutol,,734.0,Iausnxar,Salem,0.0,1-708-982-8407,Canada,Teq10450,AR,Fidelity National Information,LZEOLKZOPEXXHJ
5.0,Rjxduosfbuscqdvln,M,m,404836.0,89.0,Wnatduekwtkwichjlkgsvzidwyb,O,3028843.0,7.0,Cxkjgtefatlowluwtmstwlsbtoaiprurlxctdcqninwgqkqfnop,T,822.0,Srunxqk,Shreveport,3.0,1-153-115-2465,United States of America,Wna10451,PA,Fred's,Gpavcdoigtwovvofydoylcmkjpqhy
1.0,rbifaldziqrlpa,W,f,468427.0,3.0,Ceupyqqkrdnvycaiycbix,U,1477492.0,10.0,Txhwcivzwazdlpckrmwqdhqvyglihqncnjpkvsxtiaakkyfavajvwt,,306.0,Jzxjqoxrsbmg,San Francisco,0.0,1-691-646-0674,United States of America,Ceu10452,Saskatchewan,AES,FKXXMVUB
0.0,Usutcktuoyiazwmjsmyrobweoaeclgaykwhzcp,M,f,442185.0,98.0,Ggxkue,O,3242879.0,1.0,NFZEVDICKEKHRSEWHMNSSUADJLIERYOVPEILSROAQODMMXIKQMBLCWRWNI,O,,Myhpkhmukcml,Lafayette,4.0,1-001-292-3158,,Ggx10453,OK,Simon Property Group,DSSMHYEDARSRKZBWHJHQGSOWDE
5.0,uwautgwlaikoxatelxootqjdibe,D,,282469.0,53.0,FHOFYXGNWCFK,O,2946449.0,9.0,oehfdvezbsitxdpfaioshearsqkvtifxsi,,464.0,QBGJCXKGDPX,Anaheim,0.0,1-786-668-5284,United States of America,FHO10454,VA,Parker Hannifin,VAUYWUAEQNAKL
