OwnOrRentFlag,State,MaritalStatus,MiddleInitial,Age,Employer,NumberCreditCards,Country,Phone,NumberCars,AddressLine1,AddressLine2,City,Income,LastName,NumberChildren,AgencyID,CreditRating,NetWorth,Gender,FirstName,PostalCode
O,AR,M,I,41.0,Weyerhaeuser,0.0,United States of America,1-804-620-6818,3.0,4040 lendon east,,St. Catharines,113830.0,FRIERSON,2.0,FRI3906,821.0,3019581.0,M,anne marie,53723
O,VA,W,V,13.0,Liberty Media,0.0,United States of America,1-907-455-0581,0.0,14324 waverly lower,,Knoxville,194304.0,KRIZ,3.0,KRI3907,639.0,2647195.0,,KIPPIE,93820
O,Manitoba,D,,26.0,Thomas & Betts,6.0,United States of America,1-130-136-5098,1.0,22026 vickery street,APT. 78,Raleigh,102159.0,Erickson,2.0,Eri3908,830.0,1918730.0,,Marie-andree,t6b 1k8
O,OH,M,,,Steelcase,6.0,United States of America,1-424-597-8300,4.0,9239 gessner way,,Irvine,311142.0,Shoaf,5.0,Sho3909,368.0,3736822.0,,Melamie,92170
O,KY,W,,68.0,Coca-Cola Enterprises,3.0,Canada,1-018-018-7407,1.0,7629 windchime east,,Hay River,342202.0,Nicosia,2.0,Nic3910,305.0,976614.0,,Letta,35872
U,NE,D,D,97.0,PNM Resources,2.0,United States of America,1-288-551-4212,5.0,5441 ETHRIDGE LOWER,,Syracuse,233113.0,sherrill,3.0,she3911,438.0,2097622.0,M,Debadeep,32254
U,TN,U,C,37.0,AutoZone,3.0,United States of America,1-448-685-9720,2.0,22849 lacornia rue,Apt. 426,St. Paul,440435.0,FROBISHER,3.0,FRO3912,,,,teresa,85745
R,New Brunswick,M,M,76.0,Southwestern Energy,6.0,United States of America,1-176-111-9133,3.0,6404 pharr park,,Portland,366296.0,Ferriss,4.0,Fer3913,632.0,1248568.0,,bernardina,94142
O,HI,M,,8.0,Ashland,4.0,Canada,1-982-536-3150,3.0,22703 durand rue,,Bellevue,433223.0,Bourque,5.0,Bou3914,562.0,3358998.0,,Liana,94280
O,AL,S,,19.0,Sigma-Aldrich,2.0,United States of America,1-591-246-9915,4.0,7658 WINIFRED STREET,,Abilene,366205.0,radcliffe,0.0,rad3915,545.0,3577509.0,,Ellie,79930
O,MI,M,B,1.0,Lennar,10.0,United States of America,1-903-469-7304,1.0,17334 lavender street,,Boston,453808.0,chanchlani,,cha3916,367.0,2130635.0,,Loan,m3v 1j7
O,VA,M,G,2.0,Nalco Holding,6.0,United States of America,1-626-945-9512,0.0,21292 HILDEBRAND WEST,apt. 177,Fort Wayne,327524.0,Panosh,1.0,Pan3917,751.0,3711680.0,F,nikkie,B8a 1z9
O,TX,D,,12.0,Cognizant Technology Solutions,10.0,United States of America,1-407-504-6058,4.0,1096 westheimer south,Apt. 797,San Francisco,311317.0,Logan,4.0,Log3918,447.0,1420308.0,,dorin,M5b 1y5
O,Manitoba,M,,48.0,Kansas City Southern,0.0,United States of America,1-186-185-9717,3.0,5142 BRAMBLEWOOD AVENUE,,Chattanooga,82497.0,Shukster,1.0,Shu3919,339.0,3155784.0,f,KAYLE,V6Y 1W9
O,DC,,,82.0,Calpine,2.0,United States of America,1-725-482-5852,4.0,16670 meadowlark street,,Tacoma,391356.0,Maisonneuve,1.0,Mai3920,403.0,1441087.0,,Omer,t6a 1c9
U,DE,M,,30.0,Snap-On,2.0,United States of America,1-837-211-6674,4.0,23639 purdue rue,,Casper,499696.0,Ketterer,0.0,Ket3921,633.0,2662065.0,,Cristin,77038
,AR,D,C,12.0,Integrys Energy Group,1.0,Canada,1-686-789-5126,3.0,14470 LANGDON WEST,,Los Angeles,161893.0,ODEN,5.0,ODE3922,393.0,3747381.0,,Carissa,85098
O,FL,M,J,1.0,Lender Processing Services,5.0,United States of America,1-355-475-1952,,5975 winston park,,Fremont,215675.0,Cauthers,3.0,Cau3923,528.0,2215804.0,,HILDE,33198
O,MS,M,,18.0,Dollar General,2.0,United States of America,1-360-449-2033,2.0,17786 halifax court,,Lincoln,401722.0,Jenner,0.0,Jen3924,638.0,3544338.0,f,Quintilla,T5d 1m9
R,OK,M,,76.0,Qwest Communications,5.0,Canada,,1.0,1427 addax lane,,Lancaster,493159.0,aiken,1.0,aik3925,487.0,1029002.0,,GUGLIELMA,H7f 1s3
O,NJ,U,Y,40.0,Steel Dynamics,9.0,United States of America,1-582-774-6626,,15811 JOHNSON FERRY AVENUE,,Vancouver,459955.0,Hinchley,0.0,Hin3926,306.0,1864694.0,M,MALCOLM,82605
O,CT,M,,52.0,Aon,6.0,United States of America,1-184-794-1705,,11939 TAYLOR CREST UPPER,,Shreveport,158871.0,CRAMER,1.0,CRA3927,592.0,2378722.0,,Ernesto,V6o 1r5
R,MO,W,,37.0,Service Enterprise Group,8.0,United States of America,1-324-585-5119,0.0,9254 lexington avenue,APT. 577,Baltimore,370280.0,Sethian,2.0,Set3928,342.0,221463.0,F,zere,83701
O,CA,S,,55.0,Dominion Resources,5.0,United States of America,1-894-221-7612,1.0,6683 DEARBORN PARK,,Alexandria,463910.0,Sziladi,2.0,Szi3929,331.0,2487053.0,,Kaila,23227
O,FL,U,L,85.0,Washington Post,4.0,United States of America,1-284-963-6768,4.0,11436 crestline east,,Paterson,399940.0,rios,1.0,rio3930,378.0,1730310.0,f,Leanne,72223
R,Alberta,S,T,26.0,American National Insurance,7.0,United States of America,1-423-548-3498,1.0,295 pelan way,Apt. 715,Fayetteville,396032.0,Pilote,,Pil3931,792.0,2530570.0,M,BELA,63172
O,Ontario,M,W,99.0,Brookdale Senior Living,5.0,United States of America,1-766-526-1298,2.0,4834 MEMORIAL STREET,,Costa Mesa,254696.0,Tomar,0.0,Tom3932,707.0,2850980.0,,Roman,V6v 1v3
R,AL,M,,100.0,Tellabs,1.0,United States of America,1-475-892-8133,3.0,21177 norfolk way,,Concord,26831.0,CALLERY,0.0,CAL3933,580.0,3856183.0,M,WILLI,T5c 1l2
O,AZ,U,,78.0,Hayes Lemmerz,2.0,United States of America,,3.0,13318 creekmoor west,,Akron,34809.0,Emmert,2.0,Emm3934,497.0,,,ibby,38142
U,TX,M,,24.0,DaVita,8.0,United States of America,,0.0,232 lyle park,,Yonkers,263380.0,boecke,,boe3935,694.0,880657.0,,Anneliese,92158
R,CT,U,,47.0,Markel,6.0,United States of America,1-034-601-0217,3.0,11647 coralberry east,,Tallahassee,,OSTER,2.0,OST3936,768.0,3619387.0,M,merry,92184
R,CO,M,I,16.0,Questar,0.0,Canada,1-620-404-0230,5.0,1845 dunn south,,Paterson,242269.0,ROLFES,3.0,ROL3937,580.0,3052784.0,F,PETAR,m1h 1r7
O,WI,M,,74.0,Tesoro,10.0,United States of America,1-098-370-7188,4.0,9167 gardener court,,Mobile,30954.0,PILCH,0.0,PIL3938,630.0,3745778.0,m,constantin,85011
O,TX,,H,90.0,Texas Instruments,3.0,United States of America,1-061-955-3556,0.0,2054 ASHFORD EAST,,Oklahoma City,,JELENIEWSKI,0.0,JEL3939,837.0,3032403.0,,Gwendolyn,b1c 1x9
O,Quebec,M,,94.0,Rent A Center,4.0,United States of America,1-002-097-0775,2.0,21122 wesleyan east,Apt. 982,North Las Vegas,259894.0,Wilken,1.0,Wil3940,750.0,3100585.0,M,Myron,98101
O,ME,M,A,69.0,,8.0,United States of America,1-607-620-3362,1.0,5520 FOX PARK,,Santa Clarita,206827.0,ISHII,1.0,ISH3941,701.0,3751681.0,,SIOUXIE,73148
O,ME,M,,40.0,Berry Plastics,,United States of America,1-500-464-5663,,6528 inshore avenue,,Baton Rouge,263376.0,Muthuswamy,1.0,Mut3942,725.0,2683569.0,m,Orly,80931
O,NC,S,,6.0,Regis,6.0,United States of America,1-064-509-5894,1.0,21646 LAKE PARK CRESCENT,,Washington,319554.0,konomis,4.0,kon3943,352.0,3308201.0,,Icylyn,78219
R,AL,S,,58.0,AES,7.0,Canada,1-851-752-7679,1.0,10773 glen loch south,,Lexington,33576.0,Us,2.0,Us3944,578.0,3884938.0,M,vern,H7F 1S2
O,TX,M,,,Mattel,6.0,Canada,1-830-590-8448,3.0,24176 imperial north,,Irving,194669.0,Gratton,1.0,Gra3945,358.0,97029.0,m,Tandi,38153
O,Quebec,W,A,18.0,Jacobs Engineering Group,,United States of America,1-671-578-7526,1.0,6769 warren drive,,Buffalo,256396.0,Shaner,2.0,Sha3946,325.0,2309423.0,,Gussy,30316
O,NH,D,A,13.0,Patterson-UTI Energy,1.0,United States of America,1-820-990-0149,0.0,1424 east road,,Sterling Heights,46561.0,mirande,5.0,mir3947,510.0,2314556.0,,Elwira,19026
O,AZ,S,L,9.0,Shaw Group,9.0,Canada,1-209-755-3127,3.0,22769 nowita rue,,Nashville,1785.0,colton,3.0,col3948,449.0,2644252.0,,DAYA,23328
O,NE,,,76.0,Hudson City Bancorp,10.0,United States of America,1-080-867-3893,0.0,11943 keswick west,,Montgomery,376713.0,amini,2.0,ami3949,397.0,3069378.0,,Koray,84105
O,ND,M,,60.0,Urban Outfitters,,Canada,1-110-962-4203,1.0,22591 eaton west,apt. 109,Rapid City,376130.0,ozmore,2.0,ozm3950,588.0,1800381.0,,Aristides,95227
O,PA,S,,,NRG Energy,5.0,Canada,1-992-095-4081,1.0,6490 marchmont south,,Santa Clarita,63161.0,Pastore,0.0,Pas3951,496.0,1649674.0,,Gokul,77142
U,MT,,,74.0,Western & Southern Financial,10.0,United States of America,1-554-221-2405,3.0,9176 CLARK WEST,,Moncton,396509.0,GIRIDHARAGOPAL,1.0,GIR3952,457.0,420547.0,m,AURIE,96823
O,SD,S,,89.0,Limited Brands,8.0,United States of America,1-907-926-0522,4.0,10570 weizmann lower,,Ottawa,321626.0,jesshope,2.0,jes3953,605.0,1847978.0,,Rojer,93354
R,AK,S,Z,45.0,Sun Microsystems,7.0,United States of America,1-034-844-6319,2.0,6148 kimberley rue,,Hollywood,444492.0,haigh,5.0,hai3954,785.0,3938607.0,,Mentor,19217
R,RI,D,,16.0,ManTech International,9.0,United States of America,1-678-968-4810,2.0,13352 beauregard lower,,Providence,228329.0,Floch,1.0,Flo3955,340.0,1206584.0,F,simonne,28208
O,Newfoundland,U,,21.0,Praxair,8.0,United States of America,1-429-001-8142,5.0,12777 pembrook lower,,Chicago,131394.0,Boeck,0.0,Boe3956,721.0,1247667.0,m,Kizzee,44317
O,WI,S,,86.0,First American Corp.,8.0,United States of America,1-462-303-0750,0.0,8905 rockhill road,,Rochester,245170.0,LANGELIER,3.0,LAN3957,395.0,274109.0,M,tresa,B1c 1x7
O,ME,M,,65.0,Great Plains Energy,0.0,United States of America,1-852-100-7891,3.0,7656 concho lower,,Lubbock,405317.0,Bakhach,4.0,Bak3958,524.0,2606422.0,,los,95286
R,WY,M,K,27.0,Universal,1.0,United States of America,1-805-457-3150,4.0,19068 coventry park,,Long Beach,279856.0,Delolmodiez,2.0,Del3959,581.0,756962.0,m,Jean-marie,48238
O,HI,U,L,91.0,Cigna,3.0,United States of America,1-238-633-3985,5.0,15972 valita upper,,Sherbrooke,161831.0,Ozyetis,5.0,Ozy3960,346.0,719749.0,M,Betty-ann,63122
O,DE,S,Z,12.0,Airgas,9.0,United States of America,1-623-751-2273,2.0,18744 YAMATO UPPER,,Boise,39056.0,pelton,2.0,pel3961,482.0,3305090.0,,Georgianne,H2a 1u5
O,MI,W,,8.0,Illinois Tool Works,2.0,United States of America,1-553-328-8828,2.0,7889 MURRAY WAY,,Overland Park,378335.0,ENG,5.0,ENG3962,720.0,3614970.0,f,Honey,85039
O,TN,S,Z,87.0,Sunoco,1.0,Canada,1-257-658-1258,1.0,14389 weller upper,,Rapid City,134684.0,STAROWICZ,1.0,STA3963,438.0,2807277.0,,Ijff,60613
R,NJ,M,,32.0,Fidelity National Information,5.0,United States of America,1-321-886-1589,,3855 cantey drive,,Ontario,276397.0,ID,2.0,ID3964,772.0,2469670.0,,REBEKKAH,30302
O,AL,U,,14.0,Pinnacle West Capital,2.0,United States of America,1-961-257-0037,5.0,8503 pecos drive,APT. 68,St. Johns,79060.0,POULOS,2.0,POU3965,666.0,,,Luis,98662
U,OK,S,Q,87.0,Polaris Industries,1.0,United States of America,1-478-381-3761,2.0,7626 CAROLINA RUE,,Glendale,118184.0,Atwater,3.0,Atw3966,350.0,526735.0,,Yoshiaki,m5e 1y7
O,HI,M,,79.0,,5.0,United States of America,1-784-966-2618,5.0,12357 hayes lower,,Lexington,198281.0,cuccioletta,1.0,cuc3967,,1716488.0,,Konstanze,78221
U,ID,M,,14.0,AutoNation,9.0,United States of America,1-157-547-5695,,13342 CECIL WAY,,Las Cruces,11460.0,FULLER,0.0,FUL3968,516.0,3261923.0,,ethelda,74155
O,NM,W,,54.0,Lennox International,5.0,United States of America,1-166-052-1797,3.0,20857 darlington way,,Evansville,20606.0,bennett,0.0,ben3969,587.0,1286840.0,,Alex,90877
U,WV,M,Z,17.0,Weyerhaeuser,0.0,United States of America,1-610-322-3860,2.0,9733 berry south,,Erie,344872.0,Chandran,5.0,Cha3970,526.0,2122327.0,,Remo,60717
O,Manitoba,M,U,23.0,Best Buy,7.0,United States of America,1-849-383-5394,1.0,2566 MILBURY AVENUE,,Saskatoon,377262.0,goh,1.0,goh3971,,1357173.0,,wallis,91330
R,IA,U,,27.0,Textron,10.0,United States of America,1-405-183-3667,5.0,17088 purdue lower,,Knoxville,207647.0,CHURAS,5.0,CHU3972,758.0,3113971.0,,allissa,V6y 1p2
O,AZ,M,E,30.0,Costco Wholesale,5.0,United States of America,1-577-408-3915,4.0,1736 PENMARC EAST,Apt. 290,El Monte,483910.0,CLINCKETT,0.0,CLI3973,588.0,942092.0,m,Tonie,V5C 1M9
R,MD,,,48.0,Charter Communications,3.0,Canada,1-231-574-0969,0.0,1238 westwick west,,Huntsville,466783.0,KIROUAC,0.0,KIR3974,432.0,1381151.0,M,Olympia,70173
O,AL,U,,36.0,Applied Industrial Tech,4.0,United States of America,1-997-889-7057,3.0,5835 bittercreek north,,Bridgeport,452720.0,Tooyserkani,2.0,Too3975,713.0,2109715.0,,aldo,96805
O,MD,M,,95.0,T. Rowe Price,4.0,United States of America,1-008-315-1267,4.0,15979 MONTFORT WAY,,Costa Mesa,51837.0,gurer,0.0,gur3976,368.0,,f,Terrijo,V6o 1v7
O,Quebec,U,,92.0,Oceaneering International,10.0,Canada,1-558-934-6087,2.0,17812 mesa upper,,Pueblo,170774.0,WILTZ,0.0,WIL3977,398.0,570722.0,,Lalitha,85215
,Manitoba,S,,25.0,NiSource,9.0,United States of America,,3.0,482 milam drive,,Charlotte,400931.0,Guerette,1.0,Gue3978,811.0,3941173.0,,Gilbertine,V6X 1T1
O,MI,S,,35.0,Ralcorp Holdings,2.0,United States of America,1-673-785-6710,3.0,5672 altamesa upper,,Bellevue,,Twitty,,Twi3979,775.0,3741149.0,,PARVIN,V6D 1U7
U,WI,U,,0.0,PepsiAmericas,8.0,United States of America,1-420-526-2912,1.0,3174 palmetto street,,Beaumont,82039.0,WALES,3.0,WAL3980,412.0,2586017.0,M,seamus,33702
R,TN,M,X,62.0,J.B. Hunt Transport Services,2.0,United States of America,1-731-052-7796,3.0,12028 pardee rue,,Houston,352038.0,laprade,1.0,lap3981,475.0,484973.0,,WAI-BUN,E7o 1q6
O,NM,D,D,58.0,SunGard Data Systems,3.0,United States of America,1-510-737-3915,5.0,8150 bissonnet street,,Elizabeth,36373.0,LERCH,3.0,LER3982,367.0,2717981.0,F,dotty,94272
O,AK,S,V,36.0,Graphic Packaging Holding,5.0,Canada,1-830-371-3451,5.0,10741 PINE LOWER,,Modesto,22175.0,gerard,2.0,ger3983,359.0,752424.0,,DREW,V6L 1P7
O,DE,W,,58.0,Zimmer Holdings,8.0,United States of America,1-370-304-8127,2.0,3312 plummer street,,Buffalo,277009.0,statile,5.0,sta3984,784.0,3849058.0,f,rio,46245
O,Nova Scotia,M,,89.0,Ferro,7.0,United States of America,1-364-870-4999,2.0,21380 crosby rue,,Tampa,,pomposelli,3.0,pom3985,593.0,3402885.0,,REBEKAH,99517
O,IL,U,,64.0,Mueller Industries,9.0,Canada,1-815-594-5189,0.0,22189 south upper,,Grand Prairie,246412.0,Pellizzeri,2.0,Pel3986,687.0,533815.0,f,Martynne,v6u 1q7
O,WA,,,58.0,General Mills,8.0,United States of America,1-569-715-0430,3.0,19932 clower street,,Fremont,92549.0,Lanier,3.0,Lan3987,712.0,326691.0,,susil,35815
O,KS,U,,8.0,Huntington Bancshares,4.0,United States of America,1-744-862-3642,2.0,14036 kiel west,,Hollywood,100037.0,Shoemaker,2.0,Sho3988,,126862.0,,evanne,a5d 1a3
O,WI,U,,29.0,Tellabs,1.0,United States of America,1-233-692-0025,4.0,12223 alabama lane,,Sterling Heights,213713.0,Khorami,1.0,Kho3989,689.0,1946078.0,,Ottawa,75235
O,SC,M,S,83.0,Visa,8.0,United States of America,1-506-367-9031,3.0,24396 mulberry avenue,,Hartford,367113.0,clouthier,,clo3990,576.0,3730072.0,m,Node,35878
O,ID,M,,24.0,BJ Services,5.0,United States of America,1-653-529-6897,0.0,14422 morning rue,,El Monte,17515.0,FITCH,4.0,FIT3991,459.0,1991214.0,,Inm,M4j 1n5
U,LA,S,,,Brookdale Senior Living,1.0,United States of America,1-526-445-9081,1.0,19551 ALEXANDER WAY,apt. 736,Las Vegas,255997.0,FINLAYSON,2.0,FIN3992,482.0,375112.0,g,Jacquenetta,95292
O,OH,S,,89.0,Pactiv,3.0,Canada,1-498-474-6229,5.0,6243 GAYLORD WAY,,Providence,13610.0,LADOUCEUR,0.0,LAD3993,337.0,1767460.0,M,Jany,V6C 1P1
O,New Brunswick,U,,100.0,Computer Sciences,7.0,United States of America,,5.0,20156 SOUTHLAKE DRIVE,,Columbus,119073.0,piecaitis,3.0,pie3994,818.0,2867499.0,,Erminia,90895
R,IL,S,,,Hasbro,2.0,United States of America,1-624-558-6210,,2260 mulberry north,,Miami,301077.0,TOSHACHNTMVAA,4.0,TOS3995,771.0,385584.0,,Bonny,48241
O,MN,M,I,58.0,First Horizon National Corp.,8.0,United States of America,1-854-358-9904,2.0,17883 MAGNOLIA COURT,,Garland,77058.0,VONDERSCHER,1.0,VON3996,418.0,,M,ghassan,M6t 1g2
O,NJ,U,,96.0,Lexmark International,2.0,Canada,1-067-258-7214,5.0,14827 paine upper,,Norfolk,379730.0,Quantrill,5.0,Qua3997,642.0,2943663.0,,CRYSTAL,19099
O,OR,M,,18.0,Radian Group,1.0,United States of America,1-824-988-7349,4.0,2167 MOCKINGBIRD DRIVE,,Jersey City,409641.0,lorimer,3.0,lor3998,,779054.0,,DAMARIS,79931
,NJ,W,,85.0,Spansion,10.0,United States of America,1-542-828-3396,,1525 TARTAN COURT,,Corona,229000.0,Baskin,4.0,Bas3999,484.0,3120358.0,,jr,60611
O,SD,W,,77.0,Donaldson,,United States of America,1-467-066-6489,1.0,16535 linberg south,Apt. 824,Rapid City,124001.0,brandel,2.0,bra4000,535.0,2341527.0,m,esmeralda,45420
R,PA,M,F,80.0,American Financial Group,6.0,United States of America,1-871-384-7803,3.0,14719 north rue,,Spokane,379147.0,Wormald,3.0,Wor4001,612.0,2782085.0,,imogene,V5b 1m8
O,MD,D,E,85.0,Huntsman,3.0,United States of America,,4.0,24411 COIT PARK,,Sudbury,114641.0,COREY,5.0,COR4002,480.0,3413330.0,,giovanna,63153
O,NC,D,,89.0,Virgin Media,5.0,United States of America,1-668-250-5068,0.0,9945 creekbend park,,Sacramento,267170.0,Sarin,2.0,Sar4003,433.0,1126950.0,m,CANDIDA,91139
O,LA,U,N,57.0,Lear,5.0,United States of America,1-448-715-9301,5.0,863 garner avenue,,Richmond,469234.0,ZYBALA,,ZYB4004,663.0,733749.0,M,margalit,72222
R,PA,S,P,38.0,Core-Mark Holding,1.0,United States of America,1-513-733-2567,2.0,19124 cherry ridge rue,,Berkeley,352425.0,NAIMPALLY,2.0,NAI4005,790.0,761253.0,F,EASTREG,90336
O,Saskatchewan,S,G,12.0,Covance,2.0,United States of America,1-401-873-7223,4.0,21437 whitman south,,Syracuse,161993.0,GEWELL,4.0,GEW4006,,31815.0,f,JANAYA,v6m 1w3
,DE,S,,26.0,,2.0,United States of America,1-790-669-8853,2.0,681 innsbrook east,,Atlanta,,Delorenzi,0.0,Del4007,791.0,36312.0,f,CLAUDINE,64052
O,SC,M,O,39.0,Advance Auto Parts,10.0,Canada,1-607-460-4911,3.0,1857 ingersoll boulevard,,Stockton,414158.0,acker,4.0,ack4008,305.0,197925.0,M,JOLINE,43208
O,ID,M,Y,37.0,Dresser-Rand Group,7.0,United States of America,1-569-939-2806,1.0,4487 GRANDVIEW ROAD,,Bellevue,112713.0,hadley,5.0,had4009,749.0,1724245.0,f,LUCIE,93334
O,AL,S,,79.0,Lockheed Martin,7.0,United States of America,1-191-679-3908,5.0,4516 WHITMAN LANE,Suite 184,Kansas City,165131.0,Grona,1.0,Gro4010,563.0,1893046.0,,EMALEE,94232
O,ND,D,,71.0,Virgin Media,2.0,United States of America,1-538-606-4444,5.0,11674 greene way,,Wichita,63511.0,Van den,4.0,Van4011,312.0,3254995.0,M,blaire,V6P 1U3
R,LA,M,,66.0,World Fuel Services,8.0,Canada,1-260-198-3496,3.0,6454 kiel upper,,Jersey City,425652.0,Caza,,Caz4012,323.0,1926378.0,f,Evert,91152
R,KS,,E,15.0,Group 1 Automotive,5.0,United States of America,1-239-977-5031,5.0,2648 miller street,,Lakewood,394187.0,Tom,5.0,Tom4013,563.0,464198.0,F,Cordey,V6F 1W4
U,NM,U,X,0.0,Embarq,9.0,United States of America,1-635-837-1230,4.0,18744 YAMATO UPPER,,Columbus,433288.0,SKAGGS,2.0,SKA4014,600.0,1905166.0,,Danial,48502
O,Prince Edward Island,M,,50.0,Helmerich & Payne,6.0,United States of America,1-367-402-9797,5.0,2328 GRACIE AVENUE,,Tempe,193666.0,shoaf,1.0,sho4015,585.0,2748850.0,,Gale,95149
O,Nova Scotia,M,,43.0,,2.0,United States of America,1-143-275-0168,1.0,7204 KATHERINE BOULEVARD,,Coral Springs,449971.0,rangel,0.0,ran4016,649.0,1402496.0,,Jillane,90302
O,MO,S,S,48.0,Select Medical Holdings,2.0,United States of America,1-263-810-9919,0.0,16152 PARKLAND NORTH,,Oklahoma City,163390.0,Sanford,1.0,San4017,618.0,1979127.0,f,nova,T6b 1a2
O,Alberta,S,T,83.0,Liz Claiborne,3.0,United States of America,1-955-139-8035,4.0,1243 salado road,,Salem,253179.0,Cuffle,2.0,Cuf4018,710.0,2480166.0,,Cristine,95249
O,IN,M,,58.0,MEMC Electronic Materials,6.0,United States of America,1-580-212-1528,5.0,3778 crossus rue,,Flint,324753.0,Moyce,4.0,Moy4019,663.0,2867916.0,,Evert,72270
O,VA,S,,58.0,Sears Holdings,10.0,United States of America,1-328-171-3261,1.0,13897 STAN HOPE SOUTH,suite 162,Torrance,361037.0,Ponthieux,3.0,Pon4020,556.0,3730616.0,,vuhoan,v6o 1u1
U,VA,S,,78.0,CH2M Hill,5.0,United States of America,1-136-386-2465,5.0,9916 coffey south,,Yellow Knife,123638.0,Tarnai,0.0,Tar4021,,3768966.0,,Shekar,10218
O,SD,U,,85.0,Exelon,10.0,United States of America,1-885-073-8146,5.0,6317 park hill way,,Henderson,479583.0,costandi,3.0,cos4022,718.0,1443888.0,,Samual,70119
O,MS,,,,Flowserve,8.0,United States of America,1-178-952-5730,4.0,2205 western west,,Birmingham,278703.0,Tolar,4.0,Tol4023,693.0,1834092.0,f,Moniek,87119
O,CO,M,,56.0,Worthington Industries,4.0,United States of America,1-396-476-0883,4.0,9479 oliver lower,,Newark,438251.0,Mikelonis,1.0,Mik4024,546.0,3063187.0,,Hera,87124
O,CT,D,,41.0,Duane Reade Holdings,9.0,United States of America,1-038-310-3305,3.0,6165 alicia south,Suite 184,Sandy,472021.0,Hayward,0.0,Hay4025,697.0,3997424.0,m,Lorettalorna,E7O 1O4
O,VA,S,,29.0,Ross Stores,4.0,United States of America,1-922-371-2403,2.0,2333 bellwood boulevard,,Phoenix,140542.0,Doud,2.0,Dou4026,489.0,1582897.0,,Helene,37415
R,UT,U,,0.0,Domtar,4.0,Canada,1-998-145-0144,2.0,22162 throckmorton east,,Livonia,429374.0,izzo,1.0,izz4027,312.0,3581555.0,m,Melantha,99719
O,SC,S,,95.0,Pool,6.0,United States of America,1-193-565-4540,4.0,2494 tosca road,,Toledo,221942.0,popovics,2.0,pop4028,565.0,2492396.0,,berneta,V6i 1v7
O,OR,S,N,70.0,Ecolab,6.0,Canada,1-887-018-7566,3.0,19993 langdon upper,,Winnipeg,22478.0,SABOURIN,0.0,SAB4029,547.0,3854799.0,,janene,V6s 1w2
U,IL,M,A,32.0,J.B. Hunt Transport Services,8.0,United States of America,1-736-121-9856,5.0,17678 ROSEMONT WEST,,Berkeley,415121.0,Pepin,5.0,Pep4030,725.0,1276175.0,,yih,52411
O,New Brunswick,U,,12.0,Henry Schein,7.0,Canada,1-904-074-3105,3.0,19165 turtle creek court,,Stamford,108080.0,Calkins,3.0,Cal4031,771.0,300373.0,M,Basia,75181
U,IL,W,N,63.0,Norfolk Southern,9.0,United States of America,1-708-668-9380,2.0,16983 flagler drive,,Charleston,22941.0,niemi,,nie4032,382.0,973615.0,,Cele,92804
O,Prince Edward Island,U,,,KAR Holdings,9.0,United States of America,1-558-011-9605,0.0,20128 davie lane,,Escondido,461906.0,Syed,4.0,Sye4033,611.0,3348701.0,T,tedra,07303
O,NY,W,,,Republic Services,9.0,Canada,,5.0,24743 hope drive,,Gary,254588.0,Zeigler,1.0,Zei4034,,,,neda,t5a 1s3
O,SC,M,,51.0,Snap-On,0.0,United States of America,1-580-791-1264,1.0,11559 cone avenue,,Thousand Oaks,53713.0,mtl,,mtl4035,802.0,3028597.0,M,Anne-lise,V6z 1t5
O,OH,D,Z,22.0,Southern Union,5.0,Canada,1-515-807-3078,1.0,13070 panther creek east,,Vancouver,75654.0,stoyles,,sto4036,495.0,3575020.0,m,Jian,99549
O,GA,S,,74.0,Qwest Communications,1.0,United States of America,1-625-437-8250,5.0,2419 sherwood lower,,Stamford,,Piperno,5.0,Pip4037,493.0,3840989.0,,CARRY,V6J 1P1
O,OK,W,,33.0,Waste Management,1.0,Canada,1-202-439-5169,3.0,21018 green avenue,,Palmdale,56924.0,Anzarouth,5.0,Anz4038,730.0,1940278.0,,Vahid,V6x 1r9
O,New Brunswick,U,,43.0,CVR Energy,0.0,United States of America,1-125-850-5098,1.0,679 windsor west,,San Francisco,493126.0,SCHWANTES,2.0,SCH4039,,976204.0,,SAMAN,10114
O,OK,M,,52.0,WellCare Health Plans,10.0,United States of America,1-796-245-7818,0.0,18875 royalton crescent,,Lubbock,200294.0,LIZAK,1.0,LIZ4040,412.0,778048.0,f,CLEO,v6s 1v3
O,Quebec,M,M,2.0,Yum Brands,6.0,United States of America,1-757-848-6370,1.0,24132 ABBOTT STREET,,Anchorage,250239.0,Serville,0.0,Ser4041,316.0,2296951.0,m,diana,85289
R,MN,M,,81.0,Fidelity National Information,10.0,United States of America,1-489-500-2055,4.0,10666 TRAVIS WEST,,Vallejo,205935.0,Rolnick,3.0,Rol4042,563.0,2951418.0,M,panch,77240
R,CT,U,G,73.0,Solo Cup,9.0,Canada,1-193-723-4445,5.0,24245 san jacinto avenue,,Fontana,492181.0,TURNBULL,1.0,TUR4043,530.0,1019295.0,,Estel,23238
,CT,S,,10.0,Morgan Stanley,8.0,Canada,1-366-952-3917,4.0,16670 meadowlark street,,Thousand Oaks,22461.0,LOUX,1.0,LOU4044,831.0,1393374.0,,averyl,T5C 1K4
O,MI,S,,30.0,WGL Holdings,0.0,United States of America,1-851-478-4790,2.0,19778 FROSTWOOD DRIVE,,San Diego,219992.0,VAN FLEET,5.0,VAN4045,744.0,3058017.0,,Lethia,80129
