AgencyID,Age,NumberChildren,PostalCode,Country,MaritalStatus,LastName,FirstName,MiddleInitial,Gender,AddressLine1,AddressLine2,City,State
rio3930,85.0,1.0,72223,United States of America,U,rios,Leanne,L,f,11436 crestline east,,Paterson,FL
Pil3931,26.0,,63172,United States of America,S,Pilote,BELA,T,M,295 pelan way,Apt. 715,Fayetteville,Alberta
Tom3932,99.0,0.0,V6v 1v3,United States of America,M,Tomar,Roman,W,,4834 MEMORIAL STREET,,Costa Mesa,Ontario
CAL3933,100.0,0.0,T5c 1l2,United States of America,M,CALLERY,WILLI,,M,21177 norfolk way,,Concord,AL
Emm3934,78.0,2.0,38142,United States of America,U,Emmert,ibby,,,13318 creekmoor west,,Akron,AZ
boe3935,24.0,,92158,United States of America,M,boecke,Anneliese,,,232 lyle park,,Yonkers,TX
OST3936,47.0,2.0,92184,United States of America,U,OSTER,merry,,M,11647 coralberry east,,Tallahassee,CT
ROL3937,16.0,3.0,m1h 1r7,Canada,M,ROLFES,PETAR,I,F,1845 dunn south,,Paterson,CO
PIL3938,74.0,0.0,85011,United States of America,M,PILCH,constantin,,m,9167 gardener court,,Mobile,WI
JEL3939,90.0,0.0,b1c 1x9,United States of America,,JELENIEWSKI,Gwendolyn,H,,2054 ASHFORD EAST,,Oklahoma City,TX
Wil3940,94.0,1.0,98101,United States of America,M,Wilken,Myron,,M,21122 wesleyan east,Apt. 982,North Las Vegas,Quebec
ISH3941,69.0,1.0,73148,United States of America,M,ISHII,SIOUXIE,A,,5520 FOX PARK,,Santa Clarita,ME
Mut3942,40.0,1.0,80931,United States of America,M,Muthuswamy,Orly,,m,6528 inshore avenue,,Baton Rouge,ME
kon3943,6.0,4.0,78219,United States of America,S,konomis,Icylyn,,,21646 LAKE PARK CRESCENT,,Washington,NC
Us3944,58.0,2.0,H7F 1S2,Canada,S,Us,vern,,M,10773 glen loch south,,Lexington,AL
Gra3945,,1.0,38153,Canada,M,Gratton,Tandi,,m,24176 imperial north,,Irving,TX
Sha3946,18.0,2.0,30316,United States of America,W,Shaner,Gussy,A,,6769 warren drive,,Buffalo,Quebec
mir3947,13.0,5.0,19026,United States of America,D,mirande,Elwira,A,,1424 east road,,Sterling Heights,NH
col3948,9.0,3.0,23328,Canada,S,colton,DAYA,L,,22769 nowita rue,,Nashville,AZ
ami3949,76.0,2.0,84105,United States of America,,amini,Koray,,,11943 keswick west,,Montgomery,NE
ozm3950,60.0,2.0,95227,Canada,M,ozmore,Aristides,,,22591 eaton west,apt. 109,Rapid City,ND
Pas3951,,0.0,77142,Canada,S,Pastore,Gokul,,,6490 marchmont south,,Santa Clarita,PA
GIR3952,74.0,1.0,96823,United States of America,,GIRIDHARAGOPAL,AURIE,,m,9176 CLARK WEST,,Moncton,MT
jes3953,89.0,2.0,93354,United States of America,S,jesshope,Rojer,,,10570 weizmann lower,,Ottawa,SD
hai3954,45.0,5.0,19217,United States of America,S,haigh,Mentor,Z,,6148 kimberley rue,,Hollywood,AK
Flo3955,16.0,1.0,28208,United States of America,D,Floch,simonne,,F,13352 beauregard lower,,Providence,RI
Boe3956,21.0,0.0,44317,United States of America,U,Boeck,Kizzee,,m,12777 pembrook lower,,Chicago,Newfoundland
LAN3957,86.0,3.0,B1c 1x7,United States of America,S,LANGELIER,tresa,,M,8905 rockhill road,,Rochester,WI
Bak3958,65.0,4.0,95286,United States of America,M,Bakhach,los,,,7656 concho lower,,Lubbock,ME
Del3959,27.0,2.0,48238,United States of America,M,Delolmodiez,Jean-marie,K,m,19068 coventry park,,Long Beach,WY
Ozy3960,91.0,5.0,63122,United States of America,U,Ozyetis,Betty-ann,L,M,15972 valita upper,,Sherbrooke,HI
pel3961,12.0,2.0,H2a 1u5,United States of America,S,pelton,Georgianne,Z,,18744 YAMATO UPPER,,Boise,DE
ENG3962,8.0,5.0,85039,United States of America,W,ENG,Honey,,f,7889 MURRAY WAY,,Overland Park,MI
STA3963,87.0,1.0,60613,Canada,S,STAROWICZ,Ijff,Z,,14389 weller upper,,Rapid City,TN
ID3964,32.0,2.0,30302,United States of America,M,ID,REBEKKAH,,,3855 cantey drive,,Ontario,NJ
POU3965,14.0,2.0,98662,United States of America,U,POULOS,Luis,,,8503 pecos drive,APT. 68,St. Johns,AL
Atw3966,87.0,3.0,m5e 1y7,United States of America,S,Atwater,Yoshiaki,Q,,7626 CAROLINA RUE,,Glendale,OK
cuc3967,79.0,1.0,78221,United States of America,M,cuccioletta,Konstanze,,,12357 hayes lower,,Lexington,HI
FUL3968,14.0,0.0,74155,United States of America,M,FULLER,ethelda,,,13342 CECIL WAY,,Las Cruces,ID
ben3969,54.0,0.0,90877,United States of America,W,bennett,Alex,,,20857 darlington way,,Evansville,NM
Cha3970,17.0,5.0,60717,United States of America,M,Chandran,Remo,Z,,9733 berry south,,Erie,WV
goh3971,23.0,1.0,91330,United States of America,M,goh,wallis,U,,2566 MILBURY AVENUE,,Saskatoon,Manitoba
CHU3972,27.0,5.0,V6y 1p2,United States of America,U,CHURAS,allissa,,,17088 purdue lower,,Knoxville,IA
CLI3973,30.0,0.0,V5C 1M9,United States of America,M,CLINCKETT,Tonie,E,m,1736 PENMARC EAST,Apt. 290,El Monte,AZ
KIR3974,48.0,0.0,70173,Canada,,KIROUAC,Olympia,,M,1238 westwick west,,Huntsville,MD
Too3975,36.0,2.0,96805,United States of America,U,Tooyserkani,aldo,,,5835 bittercreek north,,Bridgeport,AL
gur3976,95.0,0.0,V6o 1v7,United States of America,M,gurer,Terrijo,,f,15979 MONTFORT WAY,,Costa Mesa,MD
WIL3977,92.0,0.0,85215,Canada,U,WILTZ,Lalitha,,,17812 mesa upper,,Pueblo,Quebec
Gue3978,25.0,1.0,V6X 1T1,United States of America,S,Guerette,Gilbertine,,,482 milam drive,,Charlotte,Manitoba
Twi3979,35.0,,V6D 1U7,United States of America,S,Twitty,PARVIN,,,5672 altamesa upper,,Bellevue,MI
WAL3980,0.0,3.0,33702,United States of America,U,WALES,seamus,,M,3174 palmetto street,,Beaumont,WI
lap3981,62.0,1.0,E7o 1q6,United States of America,M,laprade,WAI-BUN,X,,12028 pardee rue,,Houston,TN
LER3982,58.0,3.0,94272,United States of America,D,LERCH,dotty,D,F,8150 bissonnet street,,Elizabeth,NM
ger3983,36.0,2.0,V6L 1P7,Canada,S,gerard,DREW,V,,10741 PINE LOWER,,Modesto,AK
sta3984,58.0,5.0,46245,United States of America,W,statile,rio,,f,3312 plummer street,,Buffalo,DE
pom3985,89.0,3.0,99517,United States of America,M,pomposelli,REBEKAH,,,21380 crosby rue,,Tampa,Nova Scotia
Pel3986,64.0,2.0,v6u 1q7,Canada,U,Pellizzeri,Martynne,,f,22189 south upper,,Grand Prairie,IL
Lan3987,58.0,3.0,35815,United States of America,,Lanier,susil,,,19932 clower street,,Fremont,WA
Sho3988,8.0,2.0,a5d 1a3,United States of America,U,Shoemaker,evanne,,,14036 kiel west,,Hollywood,KS
Kho3989,29.0,1.0,75235,United States of America,U,Khorami,Ottawa,,,12223 alabama lane,,Sterling Heights,WI
clo3990,83.0,,35878,United States of America,M,clouthier,Node,S,m,24396 mulberry avenue,,Hartford,SC
FIT3991,24.0,4.0,M4j 1n5,United States of America,M,FITCH,Inm,,,14422 morning rue,,El Monte,ID
FIN3992,,2.0,95292,United States of America,S,FINLAYSON,Jacquenetta,,g,19551 ALEXANDER WAY,apt. 736,Las Vegas,LA
LAD3993,89.0,0.0,V6C 1P1,Canada,S,LADOUCEUR,Jany,,M,6243 GAYLORD WAY,,Providence,OH
pie3994,100.0,3.0,90895,United States of America,U,piecaitis,Erminia,,,20156 SOUTHLAKE DRIVE,,Columbus,New Brunswick
TOS3995,,4.0,48241,United States of America,S,TOSHACHNTMVAA,Bonny,,,2260 mulberry north,,Miami,IL
VON3996,58.0,1.0,M6t 1g2,United States of America,M,VONDERSCHER,ghassan,I,M,17883 MAGNOLIA COURT,,Garland,MN
Qua3997,96.0,5.0,19099,Canada,U,Quantrill,CRYSTAL,,,14827 paine upper,,Norfolk,NJ
lor3998,18.0,3.0,79931,United States of America,M,lorimer,DAMARIS,,,2167 MOCKINGBIRD DRIVE,,Jersey City,OR
Bas3999,85.0,4.0,60611,United States of America,W,Baskin,jr,,,1525 TARTAN COURT,,Corona,NJ
bra4000,77.0,2.0,45420,United States of America,W,brandel,esmeralda,,m,16535 linberg south,Apt. 824,Rapid City,SD
Wor4001,80.0,3.0,V5b 1m8,United States of America,M,Wormald,imogene,F,,14719 north rue,,Spokane,PA
COR4002,85.0,5.0,63153,United States of America,D,COREY,giovanna,E,,24411 COIT PARK,,Sudbury,MD
Sar4003,89.0,2.0,91139,United States of America,D,Sarin,CANDIDA,,m,9945 creekbend park,,Sacramento,NC
ZYB4004,57.0,,72222,United States of America,U,ZYBALA,margalit,N,M,863 garner avenue,,Richmond,LA
NAI4005,38.0,2.0,90336,United States of America,S,NAIMPALLY,EASTREG,P,F,19124 cherry ridge rue,,Berkeley,PA
GEW4006,12.0,4.0,v6m 1w3,United States of America,S,GEWELL,JANAYA,G,f,21437 whitman south,,Syracuse,Saskatchewan
Del4007,26.0,0.0,64052,United States of America,S,Delorenzi,CLAUDINE,,f,681 innsbrook east,,Atlanta,DE
ack4008,39.0,4.0,43208,Canada,M,acker,JOLINE,O,M,1857 ingersoll boulevard,,Stockton,SC
had4009,37.0,5.0,93334,United States of America,M,hadley,LUCIE,Y,f,4487 GRANDVIEW ROAD,,Bellevue,ID
Gro4010,79.0,1.0,94232,United States of America,S,Grona,EMALEE,,,4516 WHITMAN LANE,Suite 184,Kansas City,AL
Van4011,71.0,4.0,V6P 1U3,United States of America,D,Van den,blaire,,M,11674 greene way,,Wichita,ND
Caz4012,66.0,,91152,Canada,M,Caza,Evert,,f,6454 kiel upper,,Jersey City,LA
Tom4013,15.0,5.0,V6F 1W4,United States of America,,Tom,Cordey,E,F,2648 miller street,,Lakewood,KS
SKA4014,0.0,2.0,48502,United States of America,U,SKAGGS,Danial,X,,18744 YAMATO UPPER,,Columbus,NM
sho4015,50.0,1.0,95149,United States of America,M,shoaf,Gale,,,2328 GRACIE AVENUE,,Tempe,Prince Edward Island
ran4016,43.0,0.0,90302,United States of America,M,rangel,Jillane,,,7204 KATHERINE BOULEVARD,,Coral Springs,Nova Scotia
San4017,48.0,1.0,T6b 1a2,United States of America,S,Sanford,nova,S,f,16152 PARKLAND NORTH,,Oklahoma City,MO
Cuf4018,83.0,2.0,95249,United States of America,S,Cuffle,Cristine,T,,1243 salado road,,Salem,Alberta
Moy4019,58.0,4.0,72270,United States of America,M,Moyce,Evert,,,3778 crossus rue,,Flint,IN
Pon4020,58.0,3.0,v6o 1u1,United States of America,S,Ponthieux,vuhoan,,,13897 STAN HOPE SOUTH,suite 162,Torrance,VA
Tar4021,78.0,0.0,10218,United States of America,S,Tarnai,Shekar,,,9916 coffey south,,Yellow Knife,VA
cos4022,85.0,3.0,70119,United States of America,U,costandi,Samual,,,6317 park hill way,,Henderson,SD
Tol4023,,4.0,87119,United States of America,,Tolar,Moniek,,f,2205 western west,,Birmingham,MS
Mik4024,56.0,1.0,87124,United States of America,M,Mikelonis,Hera,,,9479 oliver lower,,Newark,CO
Hay4025,41.0,0.0,E7O 1O4,United States of America,D,Hayward,Lorettalorna,,m,6165 alicia south,Suite 184,Sandy,CT
Dou4026,29.0,2.0,37415,United States of America,S,Doud,Helene,,,2333 bellwood boulevard,,Phoenix,VA
izz4027,0.0,1.0,99719,Canada,U,izzo,Melantha,,m,22162 throckmorton east,,Livonia,UT
pop4028,95.0,2.0,V6i 1v7,United States of America,S,popovics,berneta,,,2494 tosca road,,Toledo,SC
SAB4029,70.0,0.0,V6s 1w2,Canada,S,SABOURIN,janene,N,,19993 langdon upper,,Winnipeg,OR
Pep4030,32.0,5.0,52411,United States of America,M,Pepin,yih,A,,17678 ROSEMONT WEST,,Berkeley,IL
Cal4031,12.0,3.0,75181,Canada,U,Calkins,Basia,,M,19165 turtle creek court,,Stamford,New Brunswick
nie4032,63.0,,92804,United States of America,W,niemi,Cele,N,,16983 flagler drive,,Charleston,IL
Sye4033,,4.0,07303,United States of America,U,Syed,tedra,,T,20128 davie lane,,Escondido,Prince Edward Island
Zei4034,,1.0,t5a 1s3,Canada,W,Zeigler,neda,,,24743 hope drive,,Gary,NY
mtl4035,51.0,,V6z 1t5,United States of America,M,mtl,Anne-lise,,M,11559 cone avenue,,Thousand Oaks,SC
sto4036,22.0,,99549,Canada,D,stoyles,Jian,Z,m,13070 panther creek east,,Vancouver,OH
Pip4037,74.0,5.0,V6J 1P1,United States of America,S,Piperno,CARRY,,,2419 sherwood lower,,Stamford,GA
Anz4038,33.0,5.0,V6x 1r9,Canada,W,Anzarouth,Vahid,,,21018 green avenue,,Palmdale,OK
SCH4039,43.0,2.0,10114,United States of America,U,SCHWANTES,SAMAN,,,679 windsor west,,San Francisco,New Brunswick
LIZ4040,52.0,1.0,v6s 1v3,United States of America,M,LIZAK,CLEO,,f,18875 royalton crescent,,Lubbock,OK
Ser4041,2.0,0.0,85289,United States of America,M,Serville,diana,M,m,24132 ABBOTT STREET,,Anchorage,Quebec
Rol4042,81.0,3.0,77240,United States of America,M,Rolnick,panch,,M,10666 TRAVIS WEST,,Vallejo,MN
TUR4043,73.0,1.0,23238,Canada,U,TURNBULL,Estel,G,,24245 san jacinto avenue,,Fontana,CT
LOU4044,10.0,1.0,T5C 1K4,Canada,S,LOUX,averyl,,,16670 meadowlark street,,Thousand Oaks,CT
VAN4045,30.0,5.0,80129,United States of America,S,VAN FLEET,Lethia,,,19778 FROSTWOOD DRIVE,,San Diego,MI
bou4046,84.0,2.0,V6d 1w5,United States of America,,boulos,MARYLYNNE,,m,2533 wolfe north,,Thousand Oaks,MA
MCG4047,79.0,4.0,m5b 1y4,United States of America,M,MCGILLICUDDY,Johanna,S,f,23168 ROXBORO WAY,,Saskatoon,WY
Bru4048,98.0,0.0,m9f 1u6,United States of America,U,Brunke,Mal,Q,F,12807 mccardell upper,,Tempe,Saskatchewan
WOE4049,95.0,4.0,V6b 1w2,United States of America,U,WOELFFEL,morena,,,3469 gates court,,Yellow Knife,MS
Hei4050,38.0,5.0,39213,United States of America,D,Heisler,Basia,F,m,4816 venice court,,Winston-Salem,GA
Web4051,24.0,2.0,T5a 1p8,United States of America,D,Webb,HPONE,W,,14133 beauregard north,,Pembroke Pines,Ontario
Sch4052,28.0,1.0,E7o 1p9,United States of America,M,Schierbaum,Loutitia,,,19551 wainwright lane,,Carrollton,SC
hea4053,25.0,3.0,V6s 1t9,United States of America,M,healy,Sait,P,f,7204 katherine boulevard,,Carrollton,NH
Way4054,23.0,4.0,v6p 1s8,United States of America,M,Waybright,Bram,,,17521 reilly street,apt. 607,Orlando,MA
Fai4055,35.0,3.0,33338,United States of America,U,Fait,robby,Q,,7828 cartwright park,,Salem,SC
LAK4056,36.0,1.0,v5d 1p3,United States of America,M,LAKINS,seka,,,20940 shearer drive,,Knoxville,Ontario
For4057,65.0,0.0,74150,United States of America,D,Forese,Srinivas,,,9933 INWOOD SOUTH,apt. 679,Missoula,UT
bea4058,30.0,5.0,78730,Canada,U,beaudette,EUGENE,A,,5066 pasadena boulevard,,Hollywood,AK
Cla4059,,4.0,V6T 1T7,United States of America,,Clampitte,Helga,L,,15015 lullwood road,,Riverside,ID
Dib4060,41.0,4.0,Y1a 1g9,United States of America,S,Dibenedetto,Ilan,A,,14036 saratoga west,,Durham,ME
STE4061,15.0,1.0,94158,United States of America,M,STEMMLER,Sharri,,M,4373 neville north,,Oceanside,Newfoundland
Bas4062,56.0,4.0,23218,United States of America,M,Basta,KAMINSKY,X,F,23776 ashley crescent,Apt. 981,Plano,WA
Wel4063,56.0,2.0,s3b 1g2,United States of America,U,Welham,Roberta,,M,11483 BONAVENTURE PARK,,Fairbanks,AK
Ver4064,1.0,4.0,29409,United States of America,D,Vermeesch,LECIEN,,m,18335 SAVANNAH DRIVE,,Philadelphia,DC
Mos4065,30.0,5.0,92134,United States of America,S,Moser,adora,,F,19381 towerwood crescent,,Missoula,MA
Kei4066,52.0,3.0,98186,Canada,M,Keilty,PERIA,,m,20907 NOTINGHAM LOWER,,Orlando,MD
Per4067,26.0,0.0,y1b 1f2,United States of America,U,Percy,RAJU,U,,20622 mcafee court,,Wichita,NJ
ROS4068,69.0,2.0,t6a 1a8,United States of America,M,ROSSI,Ninette,,f,7626 clint west,,Oakland,OK
Dur4069,26.0,2.0,83405,United States of America,M,Dursse,Farag,R,,13324 PRESTON WAY,,Dover,SD
Bro4070,23.0,1.0,15224,Canada,M,Broten,NANETE,,F,24282 la peer rue,,Hampton,AK
Lau4071,97.0,,91108,United States of America,,Laufer,Raghuvir,,M,21620 snead avenue,,Escondido,MT
Di 4072,42.0,4.0,45274,Canada,S,Di millo,delores,,F,15591 HOLGATE LANE,,Anchorage,VA
BET4073,27.0,3.0,R5H 1M7,Canada,S,BETHUNE,Shlomo,O,,15960 worley court,,Buffalo,Newfoundland
Bea4074,82.0,1.0,60655,Canada,M,Beagley,Shanna,,,13652 WESTERLEY DRIVE,,Jackson,Nova Scotia
Mat4075,28.0,1.0,83710,United States of America,S,Materna,LOUISA,F,,12946 thorndale south,,Springfield,CA
Mus4076,60.0,1.0,99208,United States of America,M,Mustafa,MELICENT,,,3681 HOLLY KNOLL CRESCENT,,Fayetteville,MT
Fic4077,17.0,1.0,V6W 1Q4,Canada,M,Ficker,Lucia,,F,23274 beatty park,,West Covina,Saskatchewan
koa4078,52.0,0.0,T5b 1j2,United States of America,U,koa,euphemia,,,24954 NORTHLAND DRIVE,,Jackson,Ontario
Mok4079,100.0,3.0,60716,United States of America,U,Mokros,cordula,,M,482 matlock east,,Durham,NV
oly4080,53.0,5.0,94322,United States of America,M,olynyk,ivory,E,,22787 university crescent,,Richmond,CA
HOW4081,63.0,1.0,53727,Canada,M,HOWERTON,Fionna,E,m,20871 dewdrop street,,Jersey City,British Columbia
KEN4082,,1.0,99640,Canada,M,KENSINGER,laurianne,Q,,14791 bluff east,,Philadelphia,WV
bar4083,14.0,0.0,90336,Canada,M,barham,KIRBIE,,,5810 sinclair park,,Mobile,DE
MAS4084,13.0,5.0,V6u 1w5,Canada,M,MASLEN,daffi,,,8825 amherst drive,,Las Vegas,NH
LAM4085,87.0,4.0,T6A 1E4,United States of America,M,LAMBREGTS,Petar,,,21476 bannister west,,Chesapeake,Ontario
bed4086,90.0,3.0,10005,United States of America,M,bedford,parminder,,,13588 DAVIE EAST,Apt. 568,Fullerton,DC
Del4087,55.0,0.0,93329,United States of America,W,Delzer,claresta,Q,F,2500 park hill west,,Burlington,WA
raf4088,87.0,4.0,32206,United States of America,S,rafferty,MADGE,,,16124 weyland park,,Amarillo,CA
MAR4089,76.0,1.0,93773,United States of America,S,MARTURANO,shelagh,,F,23664 summer crest drive,,Manchester,NM
Orr4090,25.0,4.0,T5c 1w5,United States of America,W,Orr,jimmy,,M,24185 shallowford lane,,Abilene,LA
Id4091,87.0,1.0,h5l 1o2,United States of America,M,Id,TANHYA,,,2604 curry boulevard,,Dayton,CO
Chi4092,36.0,2.0,X7j 1q3,United States of America,M,Chien,natividad,,m,1677 ALABAMA CRESCENT,,Chicago,CO
pyr4093,15.0,1.0,H5l 1q7,United States of America,M,pyron,charmine,F,f,19131 lullwood park,,Indianapolis,Alberta
Cam4094,74.0,3.0,H2b 1x7,United States of America,M,Campeau,Beth,,,14553 ROUND LAKE BOULEVARD,,Jersey City,FL
GOL4095,2.0,0.0,B8b 1y1,United States of America,,GOLKA,DAVEEN,K,m,22461 morton east,,Buffalo,CO
EDM4096,2.0,5.0,37222,United States of America,M,EDMONDS,Maciej,W,,6741 HARDY LANE,,Peoria,OK
Dow4097,35.0,5.0,85034,Canada,S,Dowling,Zulfikar,,f,15065 bellaire crescent,,San Jose,MO
Hni4098,27.0,5.0,14626,United States of America,W,Hnidek,Denna,,,11237 balmoral way,,Toronto,IA
Nun4099,22.0,1.0,97227,United States of America,U,Nunez,eddi,,M,9212 mesa drive,,Jersey City,WY
KEL4100,56.0,2.0,63150,United States of America,U,KELEMEN,sheri-lynn,X,,21082 cliffbrook west,,Fremont,NM
Dur4101,48.0,1.0,73112,United States of America,D,Durant,RIZWAN,,,24731 flores south,,Montreal,ND
Wit4102,80.0,5.0,78426,Canada,M,Witt,Mariaelena,H,,22849 lacornia rue,,Phoenix,VA
CLA4103,60.0,0.0,v6b 1s6,United States of America,M,CLARY,FLOR,,F,14004 PELAN WAY,,Riverside,Saskatchewan
Kel4104,18.0,4.0,25310,United States of America,M,Kelland,Jann,,m,1968 lemming lower,APT. 763,Lansing,SD
Por4105,73.0,1.0,90283,United States of America,S,Portelance,Papagena,,,482 matlock east,,Warren,GA
Kan4106,45.0,0.0,M2q 1e4,United States of America,,Kannemann,LAURIE,,,24870 beverly court,,Carrollton,CT
cow4107,49.0,0.0,60712,United States of America,S,cowart,CHARIN,P,F,20823 WEST CHAPEL AVENUE,,Chula Vista,OH
War4108,78.0,,99670,United States of America,M,Warburton,whitfield,X,,10352 marathon drive,,Rochester,KY
Kir4109,94.0,1.0,30394,Canada,M,Kirkby,Donielle,,,23534 MORNINGSIDE NORTH,,Sherbrooke,SD
mar4110,15.0,3.0,M5g 1z3,United States of America,S,marketing,cherice,J,,13143 goodwin lane,,Springfield,CT
JAG4111,48.0,0.0,90759,United States of America,M,JAGO,Gokul,,,6464 bonnie brae street,,Shreveport,CT
bor4112,25.0,0.0,99723,Canada,M,borozny,DARDA,,M,8899 starling lane,,Portland,KS
Ive4113,76.0,0.0,64142,United States of America,M,Iversen,tomi,Q,f,16308 MARINE CRESCENT,apt. 703,Sterling Heights,TX
Atk4114,28.0,0.0,23294,Canada,M,Atkinson,Alexandrina,F,,1540 CRESTMERE NORTH,,St. Catharines,UT
sto4115,0.0,3.0,90007,United States of America,M,stokes,Berthe,,m,5895 strand upper,,Boise,DE
Wil4116,25.0,1.0,53222,United States of America,W,Willis,Perla,,M,828 PAINT ROCK UPPER,Apt. 350,Manchester,WV
per4117,17.0,2.0,10088,Canada,M,perez,Cornel,,f,15465 beach upper,,Tucson,WY
sur4118,51.0,0.0,43637,United States of America,,surber,ALEXANDRU,,,22024 darlington north,,Fayetteville,IA
Sok4119,80.0,2.0,H5j 1q4,United States of America,U,Sokyrko,Marika,,F,1971 PRAIRIE DRIVE,,Fremont,LA
COM4120,97.0,2.0,99757,United States of America,M,COMMUNICATIONS,JANELA,,M,7377 COVENTRY EAST,,Fort Lauderdale,IA
min4121,31.0,2.0,25338,United States of America,M,minck,Fotini,,M,20064 oakmont east,,Washington,PA
Pon4122,37.0,5.0,33158,United States of America,,Ponthieux,Babbette,T,,20627 candlelight avenue,,Halifax,Newfoundland
sav4123,6.0,2.0,t5a 1m9,United States of America,D,savadkouhi,Blakelee,,f,20706 lyle north,,Billings,Manitoba
Ski4124,30.0,1.0,10186,United States of America,W,Skiclub,marce,K,,15176 PURDUE EAST,APT. 668,Halifax,OH
koh4125,53.0,1.0,s7d 1m6,United States of America,M,kohler,delisle,N,,15306 pike park,Apt. 334,Evansville,MD
lab4126,64.0,3.0,94440,United States of America,U,labfive,WADE,,F,23271 buckroe park,,Tulsa,KY
Rev4127,66.0,3.0,43233,United States of America,W,Revah,PRINT,,,17440 pinesap rue,,Sunnyvale,MT
Bur4128,82.0,1.0,07310,United States of America,M,Burke,christine,,M,14754 WOODVIEW EAST,,Virginia Beach,Prince Edward Island
ber4129,82.0,0.0,10156,United States of America,S,bertrand,Netta,G,f,13590 westover east,,Hilo,WI
Fri4130,45.0,5.0,37242,United States of America,S,Frink,Peg,N,D,24896 wright east,,Jackson,GA
Sel4131,27.0,4.0,23285,United States of America,M,Seliske,Albrecht,,,14398 graves way,,Wichita,MS
ale4132,89.0,4.0,V6X 1S8,Canada,U,alexson,Minetta,O,,13892 JENNINGS ROAD,,Riverside,Manitoba
She4133,96.0,3.0,99653,United States of America,U,Sheldon,Notley,X,,885 crosby lane,,Fontana,Quebec
SHE4134,60.0,3.0,V6E 1W1,United States of America,M,SHERK,Lark,M,f,10915 CHARLEVILLE LANE,,Yonkers,NH
VER4135,75.0,1.0,94257,United States of America,D,VERMETTE,Flory,,f,8617 woodcrest north,,Oklahoma City,Prince Edward Island
elg4136,17.0,0.0,95201,United States of America,D,elgie,haleigh,,,24083 sherwood way,,Springfield,KY
CAM4137,15.0,0.0,87509,United States of America,M,CAMERON,MEGEN,,f,22986 norfolk lane,,Fort Wayne,AK
dec4138,13.0,3.0,80907,United States of America,,decker,Bhupendra,T,m,23361 stonehill way,,Coral Springs,CA
Ben4139,44.0,5.0,15211,United States of America,S,Ben-ishai,Okey,,,23058 colonial crescent,,Brownsville,WA
Kim4140,82.0,2.0,47717,United States of America,U,Kimbrell,Reeva,,m,19015 chennault lane,,Orange,NV
Mad4141,7.0,2.0,75046,United States of America,,Maduri,Hulst,A,M,5148 GEMINI EAST,,Miami,AR
Dey4142,73.0,0.0,30907,United States of America,D,Deyoung,Ramonda,O,f,17088 collinwood road,,Garden Grove,NV
sch4143,8.0,1.0,33170,United States of America,M,schwantes,pamela,J,f,19284 mitchell east,,Huntington,HI
Tow4144,40.0,4.0,M3X 1K8,Canada,,Townsel,Rozamond,,,11141 waverly south,,Fullerton,Prince Edward Island
PER4145,97.0,1.0,V6N 1S8,United States of America,M,PERENYI,korry,,,12818 strand park,,Cleveland,British Columbia
she4146,51.0,1.0,38193,United States of America,U,shea,Olympe,,,12918 elle lee boulevard,,Sydney,TX
mes4147,25.0,3.0,T5D 1Q4,United States of America,M,messer,MIKHAIL,M,m,18710 queen lower,,Amarillo,WI
bla4148,36.0,1.0,M1i 1r8,United States of America,U,blacklock,Annabela,,M,2929 bryant irvin road,,Baltimore,Nova Scotia
Ger4149,13.0,3.0,13209,Canada,W,Gerald,KELLINA,D,m,17286 harvard park,,Corona,WY
Sco4150,33.0,2.0,M8c 1x2,Canada,M,Scovill,Mitchell,,,17213 towerwood east,,Stamford,SD
Red4151,23.0,0.0,S7d 1m6,United States of America,M,Reda,ginette,K,,12194 julian lower,,Thousand Oaks,IA
Fro4152,96.0,4.0,19101,United States of America,S,Frobel,SKIPPY,,,8951 vista street,,Hilo,MN
ray4153,36.0,3.0,92137,United States of America,,raymond,Eliza,X,F,380 TRAVIS COURT,,Amarillo,MS
Kro4154,57.0,3.0,30354,United States of America,S,Kromer,Mallory,B,M,287 woodland park court,,Salem,Nova Scotia
CHA4155,65.0,4.0,H2d 1z6,United States of America,,CHAMBERS,Kania,,M,14406 lumber court,,Providence,Nova Scotia
dat4156,40.0,,99723,United States of America,D,datta,Mukund,,,18956 GAYLORD STREET,,West Covina,VA
DAS4157,48.0,2.0,78782,United States of America,W,DASD,EMORY,,,16325 RICHMOND COURT,,Lakewood,Prince Edward Island
fro4158,21.0,5.0,55407,United States of America,D,frobisher,nashville,,,16716 CONGRESS WEST,,Lafayette,FL
CHE4159,38.0,2.0,h2c 1z6,United States of America,U,CHEVAL,rhody,,f,11635 sun tree west,,Hialeah,Saskatchewan
Hou4160,10.0,5.0,85058,Canada,S,Houde,edwina,Z,,17404 gale court,,Fort Smith,British Columbia
don4161,2.0,4.0,94243,United States of America,S,donkers,Quinta,L,M,2108 buckroe way,,McAllen,MD
Poy4162,51.0,5.0,92111,United States of America,U,Poyer,ethel,,f,20026 richmond lane,,Burlington,IL
loc4163,22.0,3.0,H2b 1v4,United States of America,U,locken,mellisa,J,F,4221 LAKE PARK ROAD,Apt. 549,Fayetteville,KY
KAO4164,95.0,0.0,T5d 1t2,United States of America,M,KAO,COSTAS,,F,21835 cedar canyon rue,,Manchester,VT
mel4165,17.0,0.0,70137,United States of America,M,mellor,Sylva,,M,14266 lemming south,,Ontario,TN
