AgencyID,CreditRating,NumberCreditCards,NumberChildren,FirstName,MaritalStatus,LastName,MiddleInitial,Gender,AddressLine1,AddressLine2,PostalCode,City,State
Pgj8300,405.0,1.0,0.0,Dcdfihpl,U,Pgjmkdlasmbexhvftbmfgjyk,,F,Ylhprrujtwakwujsypufxedxbviyrdyoifxewizozxipptxeaoxvtkmhtnahoocu,Tgruyxihgbicfzxvprczkkjhxbcsnihjgtbngtzccftfbyrniqrt,ggyra,London,Manitoba
Jny8301,744.0,0.0,3.0,Chgxonsdbkuzmxlxuqhidbejow,S,Jnynyhfuqgno,,M,ebtdfkfpdlldicjxctsocbyzxcbunaabrsjyemvufpiicvjnkhtrlosschtuiowplz,TYFVEOSQRSJPMDMEDHHISOJJSURUVZMIDJBZJUYJWEFSYQYIPGC,,El Paso,NV
Wfs8302,332.0,9.0,3.0,Pmtpzeucyxwgteyglfifhgexl,M,Wfspbutotiumfklcsoyccoxyupmwuy,,,HXRDXEYYWHYDWTYDIGJZTBVHCZCFBWNPNTAMBGRQUPWFTELFWJGEVKAEIYSTCUAMQ,Kpdzsmimprfitwrorcanhvbalwdgbodwavqol,ufbjsn,Santa Clarita,MN
rzx8303,717.0,9.0,5.0,Asqnbilufegjvvqidaimfw,U,rzxozsxekdlfeb,z,,hybqmscfavkvodctbqrexnbcucbzfasshcjjlqjsmid,Whgyfsyoaxecultavkpamiommqbadebwmknovpieitmhfcfqjhgvlenhktithxbitgvrxybnibf,dlwhqoefj,Allentown,Newfoundland
Phn8304,446.0,4.0,2.0,Bvrnngrwah,M,Phnavhraqnvpdlmszfcwnh,,,lxuxbrifdsrvgojbn,Pfcvti,Ghjmnepvgyot,Charleston,IA
Fay8305,518.0,2.0,2.0,Gtuhcphozltpzzrop,M,Fayptuyks,,,Ynttwlojujtoqbwlzxnarrujcyjjcclsfeadrzlyyubbvihndowtsrotiekwtygxexwydllis,Bxlsrsscpolrkhfbmteqyfjfrwgiwfvpfhqyfyytoupchtmrj,Knumhlqlvh,Victoria,FL
Dta8306,689.0,2.0,4.0,Hudbfurfefi,U,Dtagrgekfypyvnhozu,,,Omkoercdnyundztuvaxiywdsmsxyemprdmovtclgehqprvgea,Fbvmapgqdxoeozyguowupafjdfrfhjbecnarkvvgljrdmmtzqer,epzhwekiwfs,Simi Valley,KS
Xtx8307,425.0,2.0,3.0,FLWZTQRLQUU,M,Xtxztiuxuamctw,,,Ejicbxbnpnnakqmjlymmxgzlxmgifwpcihygkjgwdeetgcsnecqdtheihaxrshjaii,iisigeuvtphdjihkmkltvpwjsrdurkiueqdsjjuxtvjsukdecveguwlcgucigfuyraph,Pelpfrqno,Louisville,NH
Jbo8308,770.0,5.0,2.0,Kdqhtemimorhhvdgzso,S,Jbogfsw,w,,DYPXVGKYQZTJINHLOWVYHPCSYNMHNCGODIYXNDWAEKPKRMLLXPUMIEGMGRZIO,Ubsbsbmeatoplbnfvcnogcunhicdob,Mormzpa,Rochester,MI
Onl8309,342.0,5.0,,Zcctyaphheddak,,Onlpyphttlkxpbqw,G,,slsliruwsnkyicfbrzkiakinapcnullgoteqmbxsofkrlaidvzbgddvdjwqc,Yuyuyxkpcqirrbrj,Bckstjxtr,Windsor,IA
Iyg8310,575.0,8.0,5.0,yzumkz,S,Iygblynviqrvsiiigghlnarlnk,F,f,weewovmouf,Ndasofpffxbpftmkcgdfvqydwxjkwhpsenxswpiyntrhpoh,Pbaayckj,Huntington Beach,Saskatchewan
Sju8311,669.0,2.0,,Feietljkdqapzhwe,M,Sjuwtdwzigkflnfdznkgjoci,Q,F,Naismvifjwxrhhsbyjhadqekfktmrbtajbhllnubajqcawqhcjddjem,Rvvpkuhqwelkurherfvjpzxrslvmoxvjvzpqrrtoo,Cjgofwjnn,Nashville,MT
kjt8312,693.0,0.0,0.0,Fhwoen,M,kjtvzrmdyriip,,,ERPEDBGRLGWHKADDWHVSAOYINAQNLCEQNQTRAAPMJVZMYKVLDZSYVHMLRUVHGBHPIUKQMLI,CJBOAJD,AJGUUE,Albuquerque,OK
XSN8313,559.0,8.0,2.0,Yuwuomkfqovsqlui,S,XSNKFLUXO,,,Jnrsfbszpgdgnoygawqkpsxbhasfezoxwhdqqhasemawzyc,,Nwpvqg,Escondido,VT
idm8314,362.0,1.0,1.0,Fziccmjofpjaxsrxqokdlpcihstne,W,idmdfjghtuwiwyaizfhhrepmgo,T,,grqrvkyetqetetowfbd,Dlmolkoutwhdtfmpacoaghnjkrquphmuvtdkp,nogbp,Springfield,KY
Fid8315,813.0,7.0,4.0,Buytenw,D,Fidzabmrw,D,,kncmrrnffthksfgnk,Oyjkxlpitonhcixxihmuvgctuzbzutwatstqttqrmro,Ihiggjpxvg,Buffalo,NH
Veh8316,755.0,7.0,5.0,RXNLKSMBDXVNMLQKQDA,D,Vehrwumbifbwdhbv,,f,Uzrbroncswjnuijsgtsxoziuxebd,Ezpngzhikigwiircwmoecbnwjweyivvuklmw,VGEBD,Baton Rouge,SC
ZMU8317,431.0,5.0,,Ssgccryjxavrulkfsdtqi,D,ZMUCVNRGCCJTJUEJBSAQU,R,,Iguxywaxgdbgbgsvinfvktpgljlleiddjkvbzfgksay,SHVXGKCWDJPRWNSCBZTDEKMOTIUDRNNGDKCRSRKVJMMITGBIEHTSKBBCT,hhoyggjsd,Hialeah,Nova Scotia
zzn8318,707.0,3.0,4.0,Ptnlupxjboffzlhamkjwp,S,zznigkebmhgjssfdofcmuuu,U,F,Gcdspdidktdlfswlaaogkpzwmhugodqsjzhcbenbjegljhfdpapqrqhnc,Myvhgusencxkvqfzkusokbourcjasbjjnwqffirpyjdpobuziqiishuyjdnkdjoirzanupugxfj,PITGQBOPMG,Montpelier,ME
AFZ8319,584.0,7.0,5.0,Qabcqhqjmajjgrnfiknmfproknvh,M,AFZRKPGSOIKW,a,,wokbcspzzevalflgwvxnfsnnnlgvidy,Pndegadtwsnbxhlsfh,rtbmfihmdfvv,Chula Vista,IA
Ejj8320,449.0,10.0,2.0,UBHSYLVZ,M,Ejjryoedtgpaxqbkfclofnzofqwdum,,F,Jdhdwsnlbqqwwvujvgxfvyzbmoathyxjdmjarmxlgrvcuzwrbcjmmwbjtdxvtlesxqg,acpykfbjaqobqxjjgvvsdnbytdohkoudehxsopttrelwfnoyqgfvwbyo,Ayckkkfusccl,Norfolk,Newfoundland
Fjf8321,807.0,10.0,2.0,XEHNUJIKPKYKPMGSQY,M,Fjflhmnvoakmtwisrv,,M,,fsmkvlugbfcoktrmtducpmalcrbuhdrehn,nqwvllbg,Huntsville,OR
CGY8322,810.0,8.0,5.0,Btfvngdvnbbmbubfwaidz,W,CGYNV,g,,,Djklqdxtvvydntpipuebsewsynnuhmbpdirnoaypive,Qjdpefpit,Augusta,IL
bel8323,772.0,9.0,3.0,Nzxeqrlzwy,M,belbu,I,,FREVUPJFKPLAANIXABYLLTBHTCMFJPFIBXIWAIRJKMAVTGW,TPEJBUAELTKXKOSNILUJNDTHUFQATVOEBSMLQUEVYBFXITMLRDCJKEOXJFMFQAYAMKWLLEP,Qitxryg,Charleston,VT
Llp8324,793.0,,1.0,nasaqtzcqgqnlxtysufcu,U,Llpkdnfyvejkuzs,,,yneevqbenlioynffaijzeyrwrqzifig,Vkhvlqxotyxwuxdrgpqcwsdthttshproufhxecvpr,vudor,Kansas City,NJ
Yie8325,587.0,6.0,3.0,hedlqjbfdfovwgogbghrcdmj,D,Yiesvhhjzcnuvhqwe,Z,M,Hbpdpqgcrqzwhsqzybhyyrhhneeclltkv,Qvquxafsrasmdiexmmhcrnvlbswzvmxiegx,usovmkpyos,London,MA
Lsj8326,816.0,8.0,4.0,Vndhsbjqkelocefehhdhnjpnsocv,M,Lsjthwnwdvecoafq,,,mylzcclnsen,Jhxeamxbowafwjrxkwcjwwlhornptegepnmsitqdxcemksbqz,PZCZU,Madison,IL
dcy8327,662.0,5.0,5.0,ZLPOP,S,dcyvonrjqimravkpjrw,M,F,mfcfevj,PAZXXBYPCFZCSCZOWBPTIORRKESPFSSBHPDNTACVHDKMHGWSGJVSHHGOZLXOBHFASTFXQKJHL,,Atlanta,HI
Goq8328,324.0,10.0,4.0,Zrduepvymcsudkymoqcxusswh,S,Goqycxzqhppgamftitcbroejtbzcg,F,f,Asiouqhqvtkjlbauoirtrjourbbsypgtbuvoaheglfixjimgyncibgomrocilysg,lzsjvgqqftexyxooqmitwkaumspmzoomunmbzjugvmhpvhynwoxd,ovndbfcbjgf,Cedar Rapids,MN
qfq8329,,4.0,4.0,Dpyldrfmhckidoom,S,qfqbhmvadftqdmdpzoxqbdbedaq,U,M,eesunuxqgydeoqlvusoepewahf,Fzrhrcptgfronghmjpghcbavupujlqhgjnxgjdrz,IIKFP,Dayton,LA
sea8330,825.0,0.0,,Wllmwfujsonnngqaboimuwalstj,,seapngdaxdwrhnkps,,m,Ebtkaodqgbtbjtnccmyxbiwirzlnakluwgprdbtbszcoqfdpskarcvszrxailrpnio,Eglqhkgampjkqfeoxfeemrtewmlxxiwqftlrcpqoomksjvaazwlwjew,Mptzfobp,Baton Rouge,British Columbia
Brx8331,768.0,4.0,,Axrfrf,M,Brxosgqkrb,A,m,ZXWUAEPUKRKQJIWTMEHTATPFOJPWFAQURO,Fmqhgzilgbimrqkjzzmeltalplrgvloetjugklnmeunbyijtjey,Ofntxhjnnpgs,McAllen,ND
Udh8332,506.0,,3.0,kpcmntroczd,D,Udhqoqeu,L,,Jrunkwyghraugithczuzkfrwoqrccwxqowrxsuwfhzpjhltegbrgfypvhwrwmctdmfszrsnypaybrq,Ziavbxnapcjbwzticzkxdcxpbeesafhqvxdxjhagwfxwgsxfqlbshemjlipdcf,Ohvftlrrbxse,Saskatoon,Quebec
Jsj8333,,1.0,,Wiqbmltkpqztvxomqkcamznflmav,M,Jsjjwtzzngwcg,,,aipwbibipksssoorbsezarcoefaikpvdashim,TSOLMWKHFFTGCXMZAEMHCNIFPAYWNMHLCSTKEBWTTXHQDRPBXEMIDDYPTGMTGLCSKWNPP,tshxvei,Fargo,Newfoundland
Ghx8334,700.0,,4.0,evkgpqjffugnufnzkxvjspga,M,Ghxfbjlntlonxmimsiifn,U,,Vassqnvuoo,JHTVZPWPMMUYQXYSNNICEEIWAIKMLRJVESPKLTUYQCAJPCTXJ,JYWQSLAK,Charleston,FL
Edz8335,354.0,6.0,0.0,Agscwxstfahmfggjmmgzpalr,U,Edzaeupfofuqnk,,,Pjcyvm,Atrnicoxhosodfzzliyhwrjpethceirqctkqirlbjlcu,GEKSBEUS,Augusta,PA
Fun8336,661.0,2.0,0.0,Ebgidqbwfb,D,Funorixyeffotlhqyqseoud,S,f,yagsmleiqpjxbdsrhostcxrfimhdyrhuaytcuuyhztefgfwr,Cmbcnmmtnvocdqamtjmfhfpwjmogvvy,zkisqorztj,Hialeah,SC
SOZ8337,609.0,4.0,0.0,Khvqsgykl,U,SOZSIFGRLTXRSYUEL,,,Mcviusptfwedntfysbknpbjblbwabof,Tfqewrinwsgbghzcfoc,Bwfak,Toronto,CT
buf8338,846.0,0.0,2.0,Auksjodbgrfwdgoccjbbjdhwvszym,M,bufzmajy,,,eiektdlgnmvje,Ihmbiwkvozrhmaz,HPQICKPU,Lowell,UT
Maa8339,709.0,1.0,2.0,FULEDRRKUTHJASZVK,W,Maadmuxajjvmewuvpud,M,,Sybamiqdnfwrxjhdpvfcfsbciwqtuakvomjdgensrti,Malvohpeprmlfzfalpgonuphmqfviugtscmlstvknunmsuvmtmwixqrtbbdxe,OKYMYNRUZ,Philadelphia,SC
pwo8340,402.0,4.0,2.0,ESUOR,S,pwoweizu,,M,Cqclzjhxgdtokgsgj,WPOMXBUDNRDQHQTUQXQOQSGXANCAVSASSHMWEHQQTPDRJPQEFGVVDMNWJUMDMGXKHSQLDOFJ,Xxekm,Billings,WY
vei8341,594.0,4.0,2.0,nxsgbnkatgwsyaeqejygpf,M,veinqzhqgbn,,,Ngkknfuzinwrqsufvvlxijznltwdpbcsrhouiu,tmwkowevktkbzokttaxtisqalehbdxkwwzbqczkzvlbzgtuuhhbsbtddjshafyxippt,NPEKNO,Las Vegas,NM
Big8342,717.0,7.0,1.0,Ozybrvxztlgtocgsjw,M,Bigxvdal,,,Obmgewgvhhyemqircchhvrgqslqzzufogwrkcvvqu,wfrlhvvjnnbwrrhtuudfjupec,sagtj,St. Petersburg,SD
Gwl8343,416.0,1.0,0.0,Yevbnmpeuuugm,M,Gwllvjplgqxy,n,M,Syfzgdaotk,HCTYMHJBXVGNJNWNSC,ESUFYETXCKKH,Virginia Beach,KY
UJD8344,489.0,10.0,2.0,ebnndieeluiiuqsiopqvtypgaty,M,UJDDXUKMICPQEJMWMAWVRJFJFSB,,,Cqomhokmrvyerexzwbbnmmwetthdyvhvozzfhbzofvdhjoxwgx,dceanedzllqvftppktwzklngicjgnmglxksw,Cmbbvnvk,Coral Springs,GA
TJA8345,435.0,9.0,4.0,Nnvkqgggyyjvnw,U,TJAIEHEBAKUTHKUCNO,,m,Offsxhhssvdcczwtid,Tmqgjpyouaqrqymqfzgvexkjsregzarobqcxvvddodjdnocqhpamjupnrkypmrgpdyuqcrmzufosgh,,Richmond,VT
Lqn8346,645.0,9.0,1.0,kbrsajutj,M,Lqnldewyb,L,F,Ibhedhjeydbqhdhhpwuooabdouwzsnkuaknj,QQPBFZNDQZMQMDAZSUAFEKXAORDZLNZZJSKHERJKLLVFFZDZXGUGOBIHGPKTFMLWRUDQAITXJJMXVA,UEPNRTYKBOT,Overland Park,OR
Sjv8347,594.0,0.0,4.0,Yuvsw,M,Sjvxqwywraaiesxxwitstfsfctoscm,h,f,Slpmhlbl,Vpnjfgtdaamqcuyspngepajzvfrbuxuyow,IIVJD,Nashua,AR
XOS8348,779.0,9.0,1.0,Cenkpugxblzucfnbq,U,XOSROZ,,M,Xpsfissdabqzvpdoeqtcwgknqnvtujcvrgaslbccpdziakkuejlp,QJOSMBQLOVUGPZAAISWYRLMQWBLJGWLGAULRWFYMCFOMJAUIZNCMFZRMXCPIGXQYJHZPIWEGLXV,Caipwhdmw,Las Cruces,WY
Tsn8349,635.0,8.0,4.0,UYNREPABHTWQPPTYBUWCQH,U,Tsnuqzyhxhwvvcfhcufbypo,E,,tvcpxocnqqcmfrwyqdiydbauxzenvhmflimtevaframlkzvmypbgxw,JSQKPBKQXLSZQTIRSXAATQBPCKLGQPRLLGJRZQKQPOQQOBDRISXUJFZAYVMQEDPUVPAZDATZQBJQHROB,Uasectprj,Rochester,Saskatchewan
aqb8350,407.0,6.0,5.0,ahnyqtixdzmgtawgkioiru,S,aqbkfpcytchaixjswnlxptcdrbsc,a,f,Zoqbpmqaueqzcnjtwstwdclmiwmszlhcllljfjvnerxifagwnqanuitmk,Wpspann,uzwlxghd,Gary,CA
Tog8351,667.0,,3.0,Egrsrwlehsunqceeckabrokavsagna,D,Toghj,,F,Cdpsaqchjnkxppwcjcmdw,ayytqzdoufdjvieshulhdvaxclzqjwlmegtmkkvvxhhxtvssksibstgpwvfmjifgvuqvojumwhcnmiqp,Yqwxyl,Fort Lauderdale,British Columbia
Srm8352,475.0,2.0,4.0,HOANBCIG,M,Srmbflnfirveafyihmib,u,,Ucrdtznpfsyllgtntdwqpjoxdkxcidobenuvwavopjxafzxbjfxhutobxzveeyiloxxkanj,,Xjuxrgcjqwfx,Hull,Quebec
Zmu8353,370.0,8.0,1.0,rlbpkzeqgjflj,W,Zmueuzidkqvzcenhbhyfcnvuwuozh,,F,OTXAYKLNSLFHHEKJPFFQPHKGQVKSOCZYENMMGKXIGEOXKP,Jvanerwavrcsttlbkwqkddeozhgihvwcehd,Dxoqcluw,St. Louis,MD
Ajy8354,543.0,9.0,3.0,Bjufjpcztatydnorhkssfqnxymfc,M,Ajyxfteev,,,Ziatmdhmgtxxfihytusqdpamulknclpibbeqkyfmxphdejgldtiiyxlz,Tsvkxmlfwjnprhiewlvbmsrcvqdaddchiantbvlsbqvwbflgfiowdjnmlmdbmgbpep,,Cleveland,Prince Edward Island
pqp8355,591.0,9.0,1.0,bzbuhghcwcxfzdilhztfqeknaowb,M,pqpjnxcgulodnwpbvdmytluedk,,m,OSVPPQTRMMWTFZUWXGVOJQVQGJGQAFOGITUFKERAAKTLCZUUFVUBWGZCRPKGGTCMZZSVUXGR,Zzzdixqzeta,Fnmarklujwar,Sudbury,IL
Yby8356,721.0,6.0,0.0,zddvhtkxpczfsrtnwwwkm,D,Ybyzlhpcxnhqoqvolgfldsqvnro,E,,RMKBJYWHLNFLBVQJSXSSBJJAJLYTTOWBAZABEPIZPNCMGFAYUDGREGRDKHXPCFIYGGKSZG,fhvtiytkvuvvxjorehjxznhsbykfclubqdfkzwuztffjph,XJGCJV,Modesto,DC
QUL8357,672.0,8.0,5.0,UJSZMXKRT,S,QULOVRVSZAEFXOTDMWLZK,y,m,ytgnsxjqjqeazvunylrsexbpjitmipnhbmndiz,edfiybojzykcekprawoisoigamtpocxwxxuttbhwrqqejlcymre,Owffydzeh,Tallahassee,CA
Bkl8358,802.0,5.0,3.0,ebrcqkqhtgcerhj,W,Bklpsvparhrwjx,O,,Uthmicfwjygtzjk,XYLYDULLMWWBKGVWOMXYIKKQEFHVDYJRNCHKWZKLCTXTXKTKIAIJDVQJBMRBOQBTXNDQUPCOO,Gozeirnfoy,Independence,VT
Itq8359,462.0,5.0,2.0,Ombfpcr,U,Itqzr,i,,VXEFZIRCIPIWHAACIWNMBTJQHQSBINHVVKZOHSSXALOXEZYVYMGAASFANNXPQUPJNOKYKVQVFNCLRHM,Nyoqyycugevfqnavqtggexzpvurptagbwtvlxjucecghnhfzkachnouyxk,BZPSM,Dayton,DC
Atw8360,849.0,6.0,,Vfnpmpkfcbwgvhlejhecatkbtuo,W,Atwupxhvhwf,,,Tiarkxvctcvzmisnwtqcigylxuiqvhwtjxxutaijyhvrwfqvmyddbx,Scnsiedur,,Edmonton,Saskatchewan
PPN8361,728.0,6.0,,lncrtgpbjlrondwtnjpkpbkg,U,PPNZHIWSIZMUQVTUCJTAD,I,F,RREZAEWDKWHGNUEHJPCXZPFVOTSHKJTHHKBKJYAXTISRZKLPYG,CKKLNRCLHRQKISWDHDQLONOIHOPHQLRVHTGGICNOVC,PFHKO,Fremont,CT
UZE8362,850.0,,1.0,Ffslgsp,M,UZERAEYLCA,B,,UZNTBUKNRJTPXDW,WJNHBHNUCHROPRBQPUVREQTBICLDVYCXRZKPCCQ,WTKWUNUYF,New Orleans,AR
axv8363,626.0,2.0,2.0,Iyzdxswzofsifrrrpypmtjtagh,S,axveczdhzvdxtuswo,K,f,faaspgmihqsvdnveqxwvosrs,QAVEAYSRLBLFVEGFKC,KVCMPZSLFVG,Flint,DC
Ynt8364,771.0,5.0,1.0,LYGGTWHBGVQWQJRFBDIJLCX,U,Yntckeitt,,F,Sjtexsd,herkfagezjhncpvwceapwigtdhsvxbdasfvceeaqtnegzsf,WDJELHFSMHCY,Torrance,WA
Msz8365,702.0,2.0,1.0,Ovkxiurare,U,Mszvcqhplyknab,m,m,Fglkkcioofsqfrcrueqefgecalfgpywrvqfwqkuduxaomdsqkiobjevwdmbdqjtvxgsdef,bjjyrzwirrzekwocqihhobdldcnapkfoebrvzjveladsbulvmnklfeqdbjfxxkcb,Sveby,Montpelier,SD
Jlr8366,824.0,5.0,2.0,OEDDXRGXLBVLHEOCIQ,M,Jlrblhzt,,M,xflnbrkalaxssxamnxhezniactzkrrldpespwefegvqramczermglngthczivdul,VUAZGJLVWHULFVGUSGCORIKDIHYWWCI,Ommnteij,Phoenix,CT
PXR8367,528.0,2.0,3.0,Mubegmrkuxttvaeehq,U,PXRHERGGKVRTU,Z,,SPTHXBOXMDHKVKYESLDFZDNWDNCKWQVILDQMBVZAJCQAPJDCKOME,Qgfuahqewhqwskrmiiowiuoyr,noith,Palmdale,WV
ipw8368,681.0,2.0,1.0,XDRUOKDWQQGXMSVKKNZET,W,ipwkwgxufan,,M,OVLSAUQGYXHNUNRSGNPRXMEFTHLQADWMJFYCSEEGHWFUOJMASLWUDYR,Uooqakmbtvewmyvahugzuvynacgffeqbgikuinjyryjdjuulujetwdyunxajeb,FKXDXSESQIPF,Savannah,DE
nah8369,834.0,2.0,5.0,Fonzctskongoieioghnqnrepnpc,M,nahagncxtaxmqwmskfltd,B,,Jzdzpxpkinatfffd,IMAFBZBGIJURLFEHHKTGGAFVYCACGFI,,Thousand Oaks,KS
YXS8370,749.0,10.0,0.0,IJDYNMNNGWNCH,M,YXSLQZJQGWHWWF,,,Pencyxvsmkxchrlvkxflulsksgm,Hqrkligtxbzbvqflvorzsborukjbvsnhfmhnrzninvjrltkiavyoofzlweymlmdyjossdnrj,Bglkqhk,Glendale,NJ
QKK8371,609.0,,5.0,FZRIRYCNCUIYNQWEPEHIVJZOVOYK,M,QKKFKWFCH,,m,Szbsboehlyerksmpqlxkgceifmhsuaooeehqiqjlqzgazqurndabxjnmphbmgrtiochyygzhqfi,ONYFUSMOSDBWJJWWBQOVFUWZXMQMSHOMBKPX,Mgitpi,Tempe,AR
Dtq8372,836.0,7.0,5.0,MTFXEDIJJHYYWEQE,,Dtqwpvaxmfgsspsuthdzgmwibbh,,,Bpqoodqquxqjazstmbrtsptldtghkaqgiucn,Nmpyuipxnvvjpnmscdjcgvfxgpane,VPHZV,Fullerton,Newfoundland
LDT8373,319.0,6.0,0.0,IFDFUOQFDLFOQ,W,LDTGNWDNMF,v,,Vzttnitxqykzijcjmmuqzclhfnddhbrdb,EJVIVOZMZFRRPSHGXBSTRRJDIXYHTLVCAAERTALHJLWUMXZGEMOHIEPBZVBYCQDGRI,Nrpzdla,Arlington,NV
Smg8374,482.0,4.0,1.0,Vkondpmlivtewfezvvcdzcjibpebib,D,Smgyjsurampohoaodastthilehzwy,,,Btnscgytsmtpdsjuqgnjyeoeoaccnqcsveixpbqlarzochdvohvavpvmqkysrpqbtclly,Gpgotidcubxbeq,,Tucson,OH
Ymi8375,539.0,3.0,0.0,Evrqysjpmuupomolsdemmw,M,Ymiqjuifzogvcxf,B,M,Nveoxjqdijmzxmlvcjxduwmtymkembernjdivxcmyhozxfanxqjcty,UBHDNMTDSTSGDBQGQZJLEPBBJLRQXIRVSCMCJCASWJUKMVQADCOQDSYAGGIOK,Sbznkqwal,Louisville,IA
Utm8376,847.0,4.0,4.0,BVMVEJZTUQDFUPHMXXZGM,D,Utmod,,,pekbzvqhsrheggmoaaebnojnaasjaludlnzwpbjimefifvtfdofgqlrgkuvfavjowgdatu,THIFBTS,Grytcz,Alexandria,TX
qir8377,714.0,0.0,1.0,Swyqt,W,qirkarmmdglaspt,P,,Lrslzuiqtzochhhbugytdlbfhooislsocekwhljjjajajydzyrdarclkaplsmft,Mdhfbyavscitxbtpeyqrrsxrdrcddarnxrkkecrxlmlmdfewyqwpenhogpsdaejznwyioixxjtc,Dvcqnyxaty,Fort Wayne,SC
YKD8378,467.0,,0.0,obplzxguh,,YKDDPMOJYRWS,,f,Qnpdsiwlvejxmviowcrhsckvoowmgmqgyqifrojijespbtrlweuanjpmrfymvjigsrvlazktaljqwuoq,wgvcoiciefepq,,Santa Ana,SC
eac8379,497.0,6.0,1.0,ZPBYZZEQWPZQXRXSDZD,U,eacfmkqmcvcrvihwlno,,,Yefcwgthlsgvplrcorlghrhxwftzovlsjulgaqxwcnncidrchtbhrej,,Ucjdqsav,Oshawa,FL
Snc8380,604.0,4.0,4.0,RJRPC,U,Snckts,Y,f,,NPETUYRULNXMHVOISQMKE,ZHYURD,Pembroke Pines,WA
lyc8381,698.0,3.0,1.0,Dymyvqmsoanmerwqfwdivwunubwful,M,lycabofxbzsspswazmxjjhf,U,,Sjnnmpbjxswxkuajyiofozbtxhowavnltuzgzpwmxfnjbruzvhzeacmpmffagu,YSYSHRXNVFWGQZYMVFQUISIQIKHYHDQNQWFBEZQ,Uzcag,Hartford,AR
Hyb8382,403.0,1.0,2.0,Wjmhmdnpdwogv,M,Hybafphfxhqmgjekz,H,,YODOTA,beazapciwhrwaijtflqahjpidqokjbpjobuaslkebhhsqehdvxsftemezhwcualnqs,tnekc,Warren,WY
cjz8383,714.0,5.0,,wqkhtwpqyjbbihninbasoqyxc,M,cjzuuqflkmfhuhkvtguhahg,,M,Lyexhpmoxkpzayxslysyuopasnjneagbzrtqc,Hxfwtgqwvpuqacydknjrvbjjdtcshpuqepmmhhhbprlatbggwcpfmdefxcyknhwcuzaeecm,Eaoxwuf,Brownsville,LA
Nqx8384,455.0,,5.0,Wmehiitjuocngl,S,Nqxtpdfqrjsikhtsueta,y,M,XTFBHDSWBEQNOETPCIHJGHWBHODQZYCVDINNUDIXLVOOAGPBGGKLKDZGATWCASBODLYTTLGQTP,RDVAAZEQKICNPKLBHLFCINNXBHULGSDMLBFUTVDTAADRBBZTTLJXWCFLISDLBOMNRY,Nzgtkzef,Albuquerque,Manitoba
Oeq8385,642.0,5.0,2.0,Yazklpskjjxhqjzmuivsdvhzitu,M,Oequgorbpnbnrpaugvhcdzkjv,s,,Jvgdgfryryfxfluufcluirjvfeoubxqlxtasgbobcgu,Imkzwnuurxwmoizkejkjyccsvyc,Wcgbospo,Pasadena,WI
Aiz8386,328.0,4.0,4.0,Arlfzpooinbvlgsutvmrydzfqgk,W,Aizrsbkxbpvxtyfydfxavluwrqimb,,M,OKHRAOFEPBJDLASSIJSAMACIGQEJLWUOKEXQPYEAZICUPHBBQJ,zetvtg,HSUKIHOW,Dayton,Ontario
STH8387,489.0,4.0,4.0,oqbskuyi,M,STHPLJWGYSVBWF,y,,Zefzbcsjzfkw,Lomlqmtyitrbqdxtxglpamhucwzblkkwddtbjgjwoiefzqnhgwqho,Oufpsreoj,Durham,ME
Gmo8388,835.0,0.0,5.0,vvyzqhopqku,U,Gmozvtbtfqstezfmwoxffillvsb,,,gyxfcsaragslfdcnammwilwvakruhpqnrijctv,EDVVMOGTCSEGBPJSPNJUXZROKFIJSLSQJESQXGAJUBALVUMTR,Txfemf,Sacramento,NY
VVF8389,567.0,5.0,5.0,qtepnpjsnugatwypgl,M,VVFMEYKSUIXTJYAELSWTSLVNMY,r,,Dshazchakrdxhabrswuphesiyufogykqfiafttjtvqnnhycuyyt,,esnfq,Mount Pearl,KY
Bwc8390,310.0,0.0,2.0,elnsrgmsqsytyasyf,,Bwcjerjyexznlinovsddmlv,T,,Pyndfueartjfumiigholgohekscsgbsvaddhjrwuujsvqzbcmhowgmcsna,CEPPZKCMJEMCZPB,Tzlub,Sudbury,AR
Gab8391,366.0,0.0,1.0,Cajntwfj,W,Gabjfphzqxwmbhkhskfltcjh,M,M,ggcrfrqlepyqzhounfeibmfjoemrjqsuatntlteplooxvkpt,,Kqkclmtgw,Oklahoma City,KS
fzc8392,,,3.0,Nfvpbl,M,fzcpbidsgsxxtlzbib,d,F,CRLGDRJKAGHPLTUM,qgkvcklqpzpx,KWJKQUWM,Mesa,MS
EKN8393,425.0,6.0,4.0,Bcablagx,M,EKNWSLGDRFNUQIQSPHT,,,Tjqrurcptbshqoicqdyoomkudulhspvqqshokwmzlabyuqrmkixxgpqjnstuedsfubnbpyzyawm,Wzijxikfhuequwewyree,ygbcmfj,Pembroke Pines,AZ
KMK8394,593.0,2.0,5.0,Sznhpffyfcatleezqjkcja,D,KMKINXAQDLEXCWVHQ,,J,rmqwutuehljwlgebovutwmkmjtcxjopsgnlmvjkpjhuefgbxyrophkydxxpbfrihkaezqmrfdv,hwfbkqahykzbnkadrsw,Kexxxdfb,Independence,SD
FZF8395,,10.0,0.0,dvwejcwpbjvnjioefwj,M,FZFASAXLEKKUNJH,,,Tjbrxcmjkdedrqsygourscomwufewfjxfvvddeurksnbunwgzp,Kgtssjtnwhmkgvfmua,svextqpyfoi,Fort Lauderdale,SD
